"time_steps","fancy-sweep-9 - _step","fancy-sweep-9 - _step__MIN","fancy-sweep-9 - _step__MAX","fancy-sweep-9 - agent_avg_eval_r_mean","fancy-sweep-9 - agent_avg_eval_r_mean__MIN","fancy-sweep-9 - agent_avg_eval_r_mean__MAX","fragrant-sweep-8 - _step","fragrant-sweep-8 - _step__MIN","fragrant-sweep-8 - _step__MAX","fragrant-sweep-8 - agent_avg_eval_r_mean","fragrant-sweep-8 - agent_avg_eval_r_mean__MIN","fragrant-sweep-8 - agent_avg_eval_r_mean__MAX","deft-sweep-7 - _step","deft-sweep-7 - _step__MIN","deft-sweep-7 - _step__MAX","deft-sweep-7 - agent_avg_eval_r_mean","deft-sweep-7 - agent_avg_eval_r_mean__MIN","deft-sweep-7 - agent_avg_eval_r_mean__MAX","treasured-sweep-6 - _step","treasured-sweep-6 - _step__MIN","treasured-sweep-6 - _step__MAX","treasured-sweep-6 - agent_avg_eval_r_mean","treasured-sweep-6 - agent_avg_eval_r_mean__MIN","treasured-sweep-6 - agent_avg_eval_r_mean__MAX","pleasant-sweep-5 - _step","pleasant-sweep-5 - _step__MIN","pleasant-sweep-5 - _step__MAX","pleasant-sweep-5 - agent_avg_eval_r_mean","pleasant-sweep-5 - agent_avg_eval_r_mean__MIN","pleasant-sweep-5 - agent_avg_eval_r_mean__MAX","scarlet-sweep-4 - _step","scarlet-sweep-4 - _step__MIN","scarlet-sweep-4 - _step__MAX","scarlet-sweep-4 - agent_avg_eval_r_mean","scarlet-sweep-4 - agent_avg_eval_r_mean__MIN","scarlet-sweep-4 - agent_avg_eval_r_mean__MAX","serene-sweep-2 - _step","serene-sweep-2 - _step__MIN","serene-sweep-2 - _step__MAX","serene-sweep-2 - agent_avg_eval_r_mean","serene-sweep-2 - agent_avg_eval_r_mean__MIN","serene-sweep-2 - agent_avg_eval_r_mean__MAX","zesty-sweep-3 - _step","zesty-sweep-3 - _step__MIN","zesty-sweep-3 - _step__MAX","zesty-sweep-3 - agent_avg_eval_r_mean","zesty-sweep-3 - agent_avg_eval_r_mean__MIN","zesty-sweep-3 - agent_avg_eval_r_mean__MAX","gentle-sweep-1 - _step","gentle-sweep-1 - _step__MIN","gentle-sweep-1 - _step__MAX","gentle-sweep-1 - agent_avg_eval_r_mean","gentle-sweep-1 - agent_avg_eval_r_mean__MIN","gentle-sweep-1 - agent_avg_eval_r_mean__MAX","helpful-sweep-3 - _step","helpful-sweep-3 - _step__MIN","helpful-sweep-3 - _step__MAX","helpful-sweep-3 - agent_avg_eval_r_mean","helpful-sweep-3 - agent_avg_eval_r_mean__MIN","helpful-sweep-3 - agent_avg_eval_r_mean__MAX"
"299200","176","176","176","55.935881997669206","55.935881997669206","55.935881997669206","176","176","176","52.893188534132676","52.893188534132676","52.893188534132676","176","176","176","56.012770180150326","56.012770180150326","56.012770180150326","176","176","176","56.203588235917415","56.203588235917415","56.203588235917415","176","176","176","52.774749783730016","52.774749783730016","52.774749783730016","176","176","176","54.768158093081546","54.768158093081546","54.768158093081546","176","176","176","52.61179691525873","52.61179691525873","52.61179691525873","176","176","176","55.21384246076815","55.21384246076815","55.21384246076815","176","176","176","55.634684417913725","55.634684417913725","55.634684417913725","176","176","176","53.02020783094477","53.02020783094477","53.02020783094477"
"300900","177","177","177","55.408089102883515","55.408089102883515","55.408089102883515","177","177","177","52.862362825938746","52.862362825938746","52.862362825938746","177","177","177","56.297238023743475","56.297238023743475","56.297238023743475","177","177","177","56.23085006019449","56.23085006019449","56.23085006019449","177","177","177","52.696506385625725","52.696506385625725","52.696506385625725","177","177","177","54.89563358705884","54.89563358705884","54.89563358705884","177","177","177","52.102313889178575","52.102313889178575","52.102313889178575","177","177","177","55.216209686156574","55.216209686156574","55.216209686156574","177","177","177","56.51787646425557","56.51787646425557","56.51787646425557","177","177","177","52.59562253579543","52.59562253579543","52.59562253579543"
"302600","178","178","178","55.234800180908884","55.234800180908884","55.234800180908884","178","178","178","52.55598299693987","52.55598299693987","52.55598299693987","178","178","178","56.33642436125888","56.33642436125888","56.33642436125888","178","178","178","56.529925973010926","56.529925973010926","56.529925973010926","178","178","178","52.8135197694333","52.8135197694333","52.8135197694333","178","178","178","54.84529755726124","54.84529755726124","54.84529755726124","178","178","178","51.82276340541148","51.82276340541148","51.82276340541148","178","178","178","54.96920015379769","54.96920015379769","54.96920015379769","178","178","178","57.24203240715684","57.24203240715684","57.24203240715684","178","178","178","52.550388320901476","52.550388320901476","52.550388320901476"
"304300","179","179","179","54.72826241760535","54.72826241760535","54.72826241760535","179","179","179","52.29868472133979","52.29868472133979","52.29868472133979","179","179","179","56.714358019491826","56.714358019491826","56.714358019491826","179","179","179","56.40002379491239","56.40002379491239","56.40002379491239","179","179","179","52.623171117328155","52.623171117328155","52.623171117328155","179","179","179","55.07117201506373","55.07117201506373","55.07117201506373","179","179","179","51.864284928330825","51.864284928330825","51.864284928330825","179","179","179","54.07370022034456","54.07370022034456","54.07370022034456","179","179","179","57.42260202463343","57.42260202463343","57.42260202463343","179","179","179","52.847690048342514","52.847690048342514","52.847690048342514"
"306000","180","180","180","54.077047840130696","54.077047840130696","54.077047840130696","180","180","180","53.007783736848594","53.007783736848594","53.007783736848594","180","180","180","56.89338873838851","56.89338873838851","56.89338873838851","180","180","180","56.76206340871808","56.76206340871808","56.76206340871808","180","180","180","52.54115924069943","52.54115924069943","52.54115924069943","180","180","180","55.10700250056406","55.10700250056406","55.10700250056406","180","180","180","51.60536416924366","51.60536416924366","51.60536416924366","180","180","180","53.77612481048465","53.77612481048465","53.77612481048465","180","180","180","57.223524641359326","57.223524641359326","57.223524641359326","180","180","180","53.087095285184866","53.087095285184866","53.087095285184866"
"307700","181","181","181","54.594033999610446","54.594033999610446","54.594033999610446","181","181","181","53.076454839170694","53.076454839170694","53.076454839170694","181","181","181","57.39084135099196","57.39084135099196","57.39084135099196","181","181","181","56.80549759715522","56.80549759715522","56.80549759715522","181","181","181","52.63042058621925","52.63042058621925","52.63042058621925","181","181","181","54.709781932937474","54.709781932937474","54.709781932937474","181","181","181","51.39754740769026","51.39754740769026","51.39754740769026","181","181","181","53.28619961253705","53.28619961253705","53.28619961253705","181","181","181","57.625468780946086","57.625468780946086","57.625468780946086","181","181","181","53.57014805533114","53.57014805533114","53.57014805533114"
"309400","182","182","182","54.68412253689982","54.68412253689982","54.68412253689982","182","182","182","53.796467731485706","53.796467731485706","53.796467731485706","182","182","182","57.3733758040195","57.3733758040195","57.3733758040195","182","182","182","56.46091054740991","56.46091054740991","56.46091054740991","182","182","182","52.594837285865545","52.594837285865545","52.594837285865545","182","182","182","54.65815836107689","54.65815836107689","54.65815836107689","182","182","182","51.0163597314468","51.0163597314468","51.0163597314468","182","182","182","53.21686709408575","53.21686709408575","53.21686709408575","182","182","182","57.47226117414354","57.47226117414354","57.47226117414354","182","182","182","53.562861478786424","53.562861478786424","53.562861478786424"
"311100","183","183","183","54.861506392293705","54.861506392293705","54.861506392293705","183","183","183","54.7902041714671","54.7902041714671","54.7902041714671","183","183","183","57.847026419366756","57.847026419366756","57.847026419366756","183","183","183","56.36030708746282","56.36030708746282","56.36030708746282","183","183","183","52.41867952484119","52.41867952484119","52.41867952484119","183","183","183","54.95567079301537","54.95567079301537","54.95567079301537","183","183","183","50.35909549073505","50.35909549073505","50.35909549073505","183","183","183","53.87606303230287","53.87606303230287","53.87606303230287","183","183","183","57.68707652599891","57.68707652599891","57.68707652599891","183","183","183","53.762309494784446","53.762309494784446","53.762309494784446"
"312800","184","184","184","54.66404791667585","54.66404791667585","54.66404791667585","184","184","184","55.20399549386604","55.20399549386604","55.20399549386604","184","184","184","58.390717887281546","58.390717887281546","58.390717887281546","184","184","184","56.486636962224445","56.486636962224445","56.486636962224445","184","184","184","51.98979048267525","51.98979048267525","51.98979048267525","184","184","184","54.80901283429882","54.80901283429882","54.80901283429882","184","184","184","51.040646614771475","51.040646614771475","51.040646614771475","184","184","184","53.48578359189631","53.48578359189631","53.48578359189631","184","184","184","57.2497808100209","57.2497808100209","57.2497808100209","184","184","184","54.22233942609323","54.22233942609323","54.22233942609323"
"314500","185","185","185","54.90631197479533","54.90631197479533","54.90631197479533","185","185","185","54.72845031412703","54.72845031412703","54.72845031412703","185","185","185","58.63434152795231","58.63434152795231","58.63434152795231","185","185","185","56.571436736165076","56.571436736165076","56.571436736165076","185","185","185","51.996034810621666","51.996034810621666","51.996034810621666","185","185","185","55.31396732663458","55.31396732663458","55.31396732663458","185","185","185","51.24656875811998","51.24656875811998","51.24656875811998","185","185","185","52.9282704565801","52.9282704565801","52.9282704565801","185","185","185","56.68390666898174","56.68390666898174","56.68390666898174","185","185","185","53.99152436507411","53.99152436507411","53.99152436507411"
"316200","186","186","186","54.343105134998915","54.343105134998915","54.343105134998915","186","186","186","55.167423378845754","55.167423378845754","55.167423378845754","186","186","186","59.11218318653192","59.11218318653192","59.11218318653192","186","186","186","56.495898796348186","56.495898796348186","56.495898796348186","186","186","186","52.084654907765724","52.084654907765724","52.084654907765724","186","186","186","55.114608581849915","55.114608581849915","55.114608581849915","186","186","186","51.880483739903866","51.880483739903866","51.880483739903866","186","186","186","53.083189649540984","53.083189649540984","53.083189649540984","186","186","186","57.18881369251298","57.18881369251298","57.18881369251298","186","186","186","54.18374120546853","54.18374120546853","54.18374120546853"
"317900","187","187","187","53.95826914004513","53.95826914004513","53.95826914004513","187","187","187","54.67979015628785","54.67979015628785","54.67979015628785","187","187","187","59.140685773882275","59.140685773882275","59.140685773882275","187","187","187","56.60705666974474","56.60705666974474","56.60705666974474","187","187","187","52.76962518998867","52.76962518998867","52.76962518998867","187","187","187","55.46317995452821","55.46317995452821","55.46317995452821","187","187","187","52.45874962631173","52.45874962631173","52.45874962631173","187","187","187","52.58463541752433","52.58463541752433","52.58463541752433","187","187","187","57.423863207602714","57.423863207602714","57.423863207602714","187","187","187","54.50142596922978","54.50142596922978","54.50142596922978"
"319600","188","188","188","54.0506200062638","54.0506200062638","54.0506200062638","188","188","188","53.994569571362874","53.994569571362874","53.994569571362874","188","188","188","59.34831164898823","59.34831164898823","59.34831164898823","188","188","188","56.144791061216985","56.144791061216985","56.144791061216985","188","188","188","52.99870753299914","52.99870753299914","52.99870753299914","188","188","188","56.112813484155","56.112813484155","56.112813484155","188","188","188","52.75823430955617","52.75823430955617","52.75823430955617","188","188","188","51.6605557850182","51.6605557850182","51.6605557850182","188","188","188","56.73138894208243","56.73138894208243","56.73138894208243","188","188","188","54.511012072849496","54.511012072849496","54.511012072849496"
"321300","189","189","189","54.030883444541594","54.030883444541594","54.030883444541594","189","189","189","53.96758360713781","53.96758360713781","53.96758360713781","189","189","189","59.62412345206916","59.62412345206916","59.62412345206916","189","189","189","56.042893850222775","56.042893850222775","56.042893850222775","189","189","189","52.4332787211147","52.4332787211147","52.4332787211147","189","189","189","56.069072159765994","56.069072159765994","56.069072159765994","189","189","189","52.37669937524379","52.37669937524379","52.37669937524379","189","189","189","51.7279038635095","51.7279038635095","51.7279038635095","189","189","189","56.60710645962868","56.60710645962868","56.60710645962868","189","189","189","54.85144279396758","54.85144279396758","54.85144279396758"
"323000","190","190","190","53.43240045831993","53.43240045831993","53.43240045831993","190","190","190","54.24605015799405","54.24605015799405","54.24605015799405","190","190","190","59.28200145398313","59.28200145398313","59.28200145398313","190","190","190","55.53644533706893","55.53644533706893","55.53644533706893","190","190","190","51.90108511044589","51.90108511044589","51.90108511044589","190","190","190","56.203470576516075","56.203470576516075","56.203470576516075","190","190","190","51.360760943133634","51.360760943133634","51.360760943133634","190","190","190","51.69854013211953","51.69854013211953","51.69854013211953","190","190","190","56.55533705675424","56.55533705675424","56.55533705675424","190","190","190","56.03614658932183","56.03614658932183","56.03614658932183"
"324700","191","191","191","53.561788575404236","53.561788575404236","53.561788575404236","191","191","191","54.370863806119424","54.370863806119424","54.370863806119424","191","191","191","59.444858263720505","59.444858263720505","59.444858263720505","191","191","191","55.32987384912577","55.32987384912577","55.32987384912577","191","191","191","51.79830343720772","51.79830343720772","51.79830343720772","191","191","191","56.343060442898114","56.343060442898114","56.343060442898114","191","191","191","51.59609018674226","51.59609018674226","51.59609018674226","191","191","191","51.59878884952076","51.59878884952076","51.59878884952076","191","191","191","56.30623474299176","56.30623474299176","56.30623474299176","191","191","191","56.31070328439338","56.31070328439338","56.31070328439338"
"326400","192","192","192","53.370000207234554","53.370000207234554","53.370000207234554","192","192","192","54.277453447410934","54.277453447410934","54.277453447410934","192","192","192","59.4108775624142","59.4108775624142","59.4108775624142","192","192","192","55.15229473031964","55.15229473031964","55.15229473031964","192","192","192","51.794912165544275","51.794912165544275","51.794912165544275","192","192","192","56.257141746080976","56.257141746080976","56.257141746080976","192","192","192","51.8146353158677","51.8146353158677","51.8146353158677","192","192","192","52.50475138157315","52.50475138157315","52.50475138157315","192","192","192","56.209485771984774","56.209485771984774","56.209485771984774","192","192","192","56.02846873609044","56.02846873609044","56.02846873609044"
"328100","193","193","193","53.418726560454196","53.418726560454196","53.418726560454196","193","193","193","54.35302592117897","54.35302592117897","54.35302592117897","193","193","193","59.609364178003915","59.609364178003915","59.609364178003915","193","193","193","55.086217493112734","55.086217493112734","55.086217493112734","193","193","193","51.291509585109104","51.291509585109104","51.291509585109104","193","193","193","55.861437900202546","55.861437900202546","55.861437900202546","193","193","193","52.30056554909421","52.30056554909421","52.30056554909421","193","193","193","52.40990671417515","52.40990671417515","52.40990671417515","193","193","193","55.70386996100652","55.70386996100652","55.70386996100652","193","193","193","56.33328845142555","56.33328845142555","56.33328845142555"
"329800","194","194","194","54.11940796443909","54.11940796443909","54.11940796443909","194","194","194","54.4633144050022","54.4633144050022","54.4633144050022","194","194","194","59.80806988509675","59.80806988509675","59.80806988509675","194","194","194","55.53031026948607","55.53031026948607","55.53031026948607","194","194","194","51.813264077378655","51.813264077378655","51.813264077378655","194","194","194","55.89965732848141","55.89965732848141","55.89965732848141","194","194","194","52.4025567461983","52.4025567461983","52.4025567461983","194","194","194","52.470257143365295","52.470257143365295","52.470257143365295","194","194","194","55.67134133956208","55.67134133956208","55.67134133956208","194","194","194","56.25477848758928","56.25477848758928","56.25477848758928"
"331500","195","195","195","54.47032591110371","54.47032591110371","54.47032591110371","195","195","195","54.90165360684143","54.90165360684143","54.90165360684143","195","195","195","59.489194243940375","59.489194243940375","59.489194243940375","195","195","195","55.43249390620952","55.43249390620952","55.43249390620952","195","195","195","52.65852276671097","52.65852276671097","52.65852276671097","195","195","195","55.898184218466646","55.898184218466646","55.898184218466646","195","195","195","52.49143802269308","52.49143802269308","52.49143802269308","195","195","195","52.53378664082662","52.53378664082662","52.53378664082662","195","195","195","55.36767226476084","55.36767226476084","55.36767226476084","195","195","195","56.21178854328804","56.21178854328804","56.21178854328804"
"333200","196","196","196","54.12894691012627","54.12894691012627","54.12894691012627","196","196","196","54.772386525231205","54.772386525231205","54.772386525231205","196","196","196","59.50262672929535","59.50262672929535","59.50262672929535","196","196","196","55.41799708662095","55.41799708662095","55.41799708662095","196","196","196","52.24969111026278","52.24969111026278","52.24969111026278","196","196","196","55.945971324282006","55.945971324282006","55.945971324282006","196","196","196","52.12811903618247","52.12811903618247","52.12811903618247","196","196","196","52.38385338149847","52.38385338149847","52.38385338149847","196","196","196","55.25268033341935","55.25268033341935","55.25268033341935","196","196","196","55.97589049735631","55.97589049735631","55.97589049735631"
"334900","197","197","197","53.73067658390733","53.73067658390733","53.73067658390733","197","197","197","54.641815614335194","54.641815614335194","54.641815614335194","197","197","197","59.282503512381055","59.282503512381055","59.282503512381055","197","197","197","55.56223340687679","55.56223340687679","55.56223340687679","197","197","197","52.726750622388735","52.726750622388735","52.726750622388735","197","197","197","55.83493267409995","55.83493267409995","55.83493267409995","197","197","197","51.73034399490409","51.73034399490409","51.73034399490409","197","197","197","52.323846717332735","52.323846717332735","52.323846717332735","197","197","197","55.11307397093331","55.11307397093331","55.11307397093331","197","197","197","56.67714356552791","56.67714356552791","56.67714356552791"
"336600","198","198","198","53.10887983347681","53.10887983347681","53.10887983347681","198","198","198","54.31839631956194","54.31839631956194","54.31839631956194","198","198","198","58.66953401049137","58.66953401049137","58.66953401049137","198","198","198","55.81541688351691","55.81541688351691","55.81541688351691","198","198","198","52.62218587077974","52.62218587077974","52.62218587077974","198","198","198","55.844428521523426","55.844428521523426","55.844428521523426","198","198","198","52.292151531940526","52.292151531940526","52.292151531940526","198","198","198","52.445825826758785","52.445825826758785","52.445825826758785","198","198","198","55.06333247996557","55.06333247996557","55.06333247996557","198","198","198","56.76467673083202","56.76467673083202","56.76467673083202"
"338300","199","199","199","53.219143874886456","53.219143874886456","53.219143874886456","199","199","199","54.441439614269065","54.441439614269065","54.441439614269065","199","199","199","58.35383172144828","58.35383172144828","58.35383172144828","199","199","199","55.53016888042884","55.53016888042884","55.53016888042884","199","199","199","52.407391526737584","52.407391526737584","52.407391526737584","199","199","199","55.83707288708184","55.83707288708184","55.83707288708184","199","199","199","52.43238323414816","52.43238323414816","52.43238323414816","199","199","199","51.95558332777754","51.95558332777754","51.95558332777754","199","199","199","54.80675142766527","54.80675142766527","54.80675142766527","199","199","199","56.383755672013905","56.383755672013905","56.383755672013905"
"340000","200","200","200","53.157400966090165","53.157400966090165","53.157400966090165","200","200","200","53.94318258784662","53.94318258784662","53.94318258784662","200","200","200","57.90713794319221","57.90713794319221","57.90713794319221","200","200","200","55.92321870664248","55.92321870664248","55.92321870664248","200","200","200","52.95710023865662","52.95710023865662","52.95710023865662","200","200","200","56.41164993707736","56.41164993707736","56.41164993707736","200","200","200","53.44245802635365","53.44245802635365","53.44245802635365","200","200","200","51.3551519616123","51.3551519616123","51.3551519616123","200","200","200","54.628312610578526","54.628312610578526","54.628312610578526","200","200","200","56.58841281011385","56.58841281011385","56.58841281011385"
"341700","201","201","201","52.49101205895906","52.49101205895906","52.49101205895906","201","201","201","53.511813130883844","53.511813130883844","53.511813130883844","201","201","201","57.6018198122888","57.6018198122888","57.6018198122888","201","201","201","55.69692969443378","55.69692969443378","55.69692969443378","201","201","201","53.17962051603934","53.17962051603934","53.17962051603934","201","201","201","56.06032883573718","56.06032883573718","56.06032883573718","201","201","201","53.92642154558315","53.92642154558315","53.92642154558315","201","201","201","51.033546456392976","51.033546456392976","51.033546456392976","201","201","201","54.569767221157356","54.569767221157356","54.569767221157356","201","201","201","56.39810198960348","56.39810198960348","56.39810198960348"
"343400","202","202","202","52.74304223338142","52.74304223338142","52.74304223338142","202","202","202","53.80965709071623","53.80965709071623","53.80965709071623","202","202","202","57.60136234569417","57.60136234569417","57.60136234569417","202","202","202","55.57467529182607","55.57467529182607","55.57467529182607","202","202","202","52.86311855052412","52.86311855052412","52.86311855052412","202","202","202","55.48294043658051","55.48294043658051","55.48294043658051","202","202","202","54.40001083392616","54.40001083392616","54.40001083392616","202","202","202","51.17332230488048","51.17332230488048","51.17332230488048","202","202","202","54.261322028592105","54.261322028592105","54.261322028592105","202","202","202","57.06934280387158","57.06934280387158","57.06934280387158"
"345100","203","203","203","52.404378251420646","52.404378251420646","52.404378251420646","203","203","203","54.382267174391735","54.382267174391735","54.382267174391735","203","203","203","57.66352366264916","57.66352366264916","57.66352366264916","203","203","203","55.70370768214607","55.70370768214607","55.70370768214607","203","203","203","52.77996856692487","52.77996856692487","52.77996856692487","203","203","203","55.17445577555013","55.17445577555013","55.17445577555013","203","203","203","55.11207690897095","55.11207690897095","55.11207690897095","203","203","203","51.8498340137187","51.8498340137187","51.8498340137187","203","203","203","53.91537425916989","53.91537425916989","53.91537425916989","203","203","203","56.9994647676067","56.9994647676067","56.9994647676067"
"346800","204","204","204","52.853015867007834","52.853015867007834","52.853015867007834","204","204","204","54.152423831446434","54.152423831446434","54.152423831446434","204","204","204","57.26519211253222","57.26519211253222","57.26519211253222","204","204","204","55.691175936105786","55.691175936105786","55.691175936105786","204","204","204","53.14014867693972","53.14014867693972","53.14014867693972","204","204","204","54.00985990578372","54.00985990578372","54.00985990578372","204","204","204","55.16569306629813","55.16569306629813","55.16569306629813","204","204","204","52.50053030774023","52.50053030774023","52.50053030774023","204","204","204","53.509331280539946","53.509331280539946","53.509331280539946","204","204","204","57.05116137954666","57.05116137954666","57.05116137954666"
"348500","205","205","205","53.45291058360228","53.45291058360228","53.45291058360228","205","205","205","53.468526196984314","53.468526196984314","53.468526196984314","205","205","205","56.54221654236173","56.54221654236173","56.54221654236173","205","205","205","55.5350914999592","55.5350914999592","55.5350914999592","205","205","205","52.692506787121786","52.692506787121786","52.692506787121786","205","205","205","53.622713034395474","53.622713034395474","53.622713034395474","205","205","205","55.377421658696214","55.377421658696214","55.377421658696214","205","205","205","52.719075982027206","52.719075982027206","52.719075982027206","205","205","205","53.94379624249914","53.94379624249914","53.94379624249914","205","205","205","56.70078492211188","56.70078492211188","56.70078492211188"
"350200","206","206","206","52.398519892623646","52.398519892623646","52.398519892623646","206","206","206","53.64031796621916","53.64031796621916","53.64031796621916","206","206","206","56.038610982603046","56.038610982603046","56.038610982603046","206","206","206","55.38600600057265","55.38600600057265","55.38600600057265","206","206","206","51.895527664529254","51.895527664529254","51.895527664529254","206","206","206","53.911935815395516","53.911935815395516","53.911935815395516","206","206","206","55.34460376648431","55.34460376648431","55.34460376648431","206","206","206","53.27412647170744","53.27412647170744","53.27412647170744","206","206","206","54.0586509159348","54.0586509159348","54.0586509159348","206","206","206","56.4673109613802","56.4673109613802","56.4673109613802"
"351900","207","207","207","52.381323522629344","52.381323522629344","52.381323522629344","207","207","207","53.60247993403147","53.60247993403147","53.60247993403147","207","207","207","56.198605751894846","56.198605751894846","56.198605751894846","207","207","207","55.877400538502705","55.877400538502705","55.877400538502705","207","207","207","51.93210761052196","51.93210761052196","51.93210761052196","207","207","207","54.76403100856589","54.76403100856589","54.76403100856589","207","207","207","56.19624653995942","56.19624653995942","56.19624653995942","207","207","207","53.75340411204365","53.75340411204365","53.75340411204365","207","207","207","53.677839881699455","53.677839881699455","53.677839881699455","207","207","207","56.58062658218576","56.58062658218576","56.58062658218576"
"353600","208","208","208","51.96062468309267","51.96062468309267","51.96062468309267","208","208","208","52.905194499972076","52.905194499972076","52.905194499972076","208","208","208","56.23461979996928","56.23461979996928","56.23461979996928","208","208","208","55.37711622067493","55.37711622067493","55.37711622067493","208","208","208","52.84363115102403","52.84363115102403","52.84363115102403","208","208","208","55.11297254535605","55.11297254535605","55.11297254535605","208","208","208","56.845641835940825","56.845641835940825","56.845641835940825","208","208","208","54.110576739172686","54.110576739172686","54.110576739172686","208","208","208","52.764847750314345","52.764847750314345","52.764847750314345","208","208","208","56.65368548060103","56.65368548060103","56.65368548060103"
"355300","209","209","209","51.60099153176381","51.60099153176381","51.60099153176381","209","209","209","53.066813976309085","53.066813976309085","53.066813976309085","209","209","209","56.0345973670204","56.0345973670204","56.0345973670204","209","209","209","55.54026593154036","55.54026593154036","55.54026593154036","209","209","209","53.408750665820804","53.408750665820804","53.408750665820804","209","209","209","55.50095824921781","55.50095824921781","55.50095824921781","209","209","209","56.45426336940668","56.45426336940668","56.45426336940668","209","209","209","54.50114569907195","54.50114569907195","54.50114569907195","209","209","209","53.08429297623047","53.08429297623047","53.08429297623047","209","209","209","56.53632739227949","56.53632739227949","56.53632739227949"
"357000","210","210","210","51.43378220856909","51.43378220856909","51.43378220856909","210","210","210","53.42054078700051","53.42054078700051","53.42054078700051","210","210","210","55.620542755921285","55.620542755921285","55.620542755921285","210","210","210","54.80127222656483","54.80127222656483","54.80127222656483","210","210","210","53.96403866198359","53.96403866198359","53.96403866198359","210","210","210","55.288850391327884","55.288850391327884","55.288850391327884","210","210","210","56.695749146723585","56.695749146723585","56.695749146723585","210","210","210","55.050412741004656","55.050412741004656","55.050412741004656","210","210","210","53.800867925278396","53.800867925278396","53.800867925278396","210","210","210","57.02268138478167","57.02268138478167","57.02268138478167"
"358700","211","211","211","52.05389717067854","52.05389717067854","52.05389717067854","211","211","211","53.442924655777304","53.442924655777304","53.442924655777304","211","211","211","55.15348969750896","55.15348969750896","55.15348969750896","211","211","211","54.89871375504374","54.89871375504374","54.89871375504374","211","211","211","53.74958976702942","53.74958976702942","53.74958976702942","211","211","211","55.36596376168092","55.36596376168092","55.36596376168092","211","211","211","56.58434209635673","56.58434209635673","56.58434209635673","211","211","211","55.185584499088","55.185584499088","55.185584499088","211","211","211","53.723464332552965","53.723464332552965","53.723464332552965","211","211","211","57.055519946295256","57.055519946295256","57.055519946295256"
"360400","212","212","212","52.57744261023381","52.57744261023381","52.57744261023381","212","212","212","53.87126301034689","53.87126301034689","53.87126301034689","212","212","212","55.544378264680965","55.544378264680965","55.544378264680965","212","212","212","54.695140431980555","54.695140431980555","54.695140431980555","212","212","212","53.953077405073316","53.953077405073316","53.953077405073316","212","212","212","54.92843601115208","54.92843601115208","54.92843601115208","212","212","212","56.52383272105437","56.52383272105437","56.52383272105437","212","212","212","55.75057693548164","55.75057693548164","55.75057693548164","212","212","212","52.55237796075982","52.55237796075982","52.55237796075982","212","212","212","56.709191092369196","56.709191092369196","56.709191092369196"
"362100","213","213","213","52.55029832777309","52.55029832777309","52.55029832777309","213","213","213","54.609045766793805","54.609045766793805","54.609045766793805","213","213","213","56.06198882061461","56.06198882061461","56.06198882061461","213","213","213","54.926971364469864","54.926971364469864","54.926971364469864","213","213","213","53.597084979609406","53.597084979609406","53.597084979609406","213","213","213","54.62751398112748","54.62751398112748","54.62751398112748","213","213","213","56.59705723160817","56.59705723160817","56.59705723160817","213","213","213","56.8205128309642","56.8205128309642","56.8205128309642","213","213","213","53.369289554450646","53.369289554450646","53.369289554450646","213","213","213","56.72220191062817","56.72220191062817","56.72220191062817"
"363800","214","214","214","52.3314917307025","52.3314917307025","52.3314917307025","214","214","214","54.76113331441519","54.76113331441519","54.76113331441519","214","214","214","55.976111192644204","55.976111192644204","55.976111192644204","214","214","214","55.108691668010216","55.108691668010216","55.108691668010216","214","214","214","54.0846280835041","54.0846280835041","54.0846280835041","214","214","214","54.01730368391197","54.01730368391197","54.01730368391197","214","214","214","56.947093418672736","56.947093418672736","56.947093418672736","214","214","214","56.836981242001386","56.836981242001386","56.836981242001386","214","214","214","52.7373362323725","52.7373362323725","52.7373362323725","214","214","214","56.5899690859945","56.5899690859945","56.5899690859945"
"365500","215","215","215","52.5491610264589","52.5491610264589","52.5491610264589","215","215","215","54.34747743968849","54.34747743968849","54.34747743968849","215","215","215","56.28244020602093","56.28244020602093","56.28244020602093","215","215","215","55.93557619721816","55.93557619721816","55.93557619721816","215","215","215","54.79269217223243","54.79269217223243","54.79269217223243","215","215","215","54.02301803352324","54.02301803352324","54.02301803352324","215","215","215","57.91296763728246","57.91296763728246","57.91296763728246","215","215","215","57.129222625651856","57.129222625651856","57.129222625651856","215","215","215","52.97673365644991","52.97673365644991","52.97673365644991","215","215","215","56.21196906953608","56.21196906953608","56.21196906953608"
"367200","216","216","216","52.569260148769985","52.569260148769985","52.569260148769985","216","216","216","54.160158666977104","54.160158666977104","54.160158666977104","216","216","216","56.20624118560574","56.20624118560574","56.20624118560574","216","216","216","56.073654676227214","56.073654676227214","56.073654676227214","216","216","216","54.36375645151835","54.36375645151835","54.36375645151835","216","216","216","53.36777721177294","53.36777721177294","53.36777721177294","216","216","216","57.37286691222867","57.37286691222867","57.37286691222867","216","216","216","57.09096021130038","57.09096021130038","57.09096021130038","216","216","216","53.02773704126964","53.02773704126964","53.02773704126964","216","216","216","56.123860477900145","56.123860477900145","56.123860477900145"
