"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - collision_end_mean","peach-sweep-10 - collision_end_mean__MIN","peach-sweep-10 - collision_end_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - collision_end_mean","exalted-sweep-9 - collision_end_mean__MIN","exalted-sweep-9 - collision_end_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - collision_end_mean","balmy-sweep-8 - collision_end_mean__MIN","balmy-sweep-8 - collision_end_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - collision_end_mean","still-sweep-7 - collision_end_mean__MIN","still-sweep-7 - collision_end_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - collision_end_mean","graceful-sweep-6 - collision_end_mean__MIN","graceful-sweep-6 - collision_end_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - collision_end_mean","lively-sweep-5 - collision_end_mean__MIN","lively-sweep-5 - collision_end_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - collision_end_mean","astral-sweep-4 - collision_end_mean__MIN","astral-sweep-4 - collision_end_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - collision_end_mean","light-sweep-3 - collision_end_mean__MIN","light-sweep-3 - collision_end_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - collision_end_mean","eternal-sweep-2 - collision_end_mean__MIN","eternal-sweep-2 - collision_end_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - collision_end_mean","hardy-sweep-1 - collision_end_mean__MIN","hardy-sweep-1 - collision_end_mean__MAX"
"315500","15775","15775","15775","0.28","0.28","0.28","15775","15775","15775","0.44","0.44","0.44","15775","15775","15775","0.28","0.28","0.28","15775","15775","15775","0.32","0.32","0.32","15775","15775","15775","0.4","0.4","0.4","15775","15775","15775","0.32","0.32","0.32","15775","15775","15775","0.32","0.32","0.32","15775","15775","15775","0.4","0.4","0.4","15775","15775","15775","0.32","0.32","0.32","15775","15775","15775","0.4","0.4","0.4"
"316000","15800","15800","15800","0.28","0.28","0.28","15800","15800","15800","0.32","0.32","0.32","15800","15800","15800","0.4","0.4","0.4","15800","15800","15800","0.36","0.36","0.36","15800","15800","15800","0.4","0.4","0.4","15800","15800","15800","0.4","0.4","0.4","15800","15800","15800","0.36","0.36","0.36","15800","15800","15800","0.52","0.52","0.52","15800","15800","15800","0.32","0.32","0.32","15800","15800","15800","0.36","0.36","0.36"
"316500","15825","15825","15825","0.28","0.28","0.28","15825","15825","15825","0.2","0.2","0.2","15825","15825","15825","0.4","0.4","0.4","15825","15825","15825","0.36","0.36","0.36","15825","15825","15825","0.24","0.24","0.24","15825","15825","15825","0.4","0.4","0.4","15825","15825","15825","0.4","0.4","0.4","15825","15825","15825","0.4","0.4","0.4","15825","15825","15825","0.4","0.4","0.4","15825","15825","15825","0.4","0.4","0.4"
"317000","15850","15850","15850","0.32","0.32","0.32","15850","15850","15850","0.2","0.2","0.2","15850","15850","15850","0.36","0.36","0.36","15850","15850","15850","0.32","0.32","0.32","15850","15850","15850","0.32","0.32","0.32","15850","15850","15850","0.4","0.4","0.4","15850","15850","15850","0.36","0.36","0.36","15850","15850","15850","0.28","0.28","0.28","15850","15850","15850","0.4","0.4","0.4","15850","15850","15850","0.44","0.44","0.44"
"317500","15875","15875","15875","0.32","0.32","0.32","15875","15875","15875","0.32","0.32","0.32","15875","15875","15875","0.4","0.4","0.4","15875","15875","15875","0.28","0.28","0.28","15875","15875","15875","0.32","0.32","0.32","15875","15875","15875","0.36","0.36","0.36","15875","15875","15875","0.32","0.32","0.32","15875","15875","15875","0.24","0.24","0.24","15875","15875","15875","0.36","0.36","0.36","15875","15875","15875","0.4","0.4","0.4"
"318000","15900","15900","15900","0.32","0.32","0.32","15900","15900","15900","0.44","0.44","0.44","15900","15900","15900","0.44","0.44","0.44","15900","15900","15900","0.32","0.32","0.32","15900","15900","15900","0.32","0.32","0.32","15900","15900","15900","0.32","0.32","0.32","15900","15900","15900","0.36","0.36","0.36","15900","15900","15900","0.24","0.24","0.24","15900","15900","15900","0.36","0.36","0.36","15900","15900","15900","0.36","0.36","0.36"
"318500","15925","15925","15925","0.32","0.32","0.32","15925","15925","15925","0.36","0.36","0.36","15925","15925","15925","0.44","0.44","0.44","15925","15925","15925","0.36","0.36","0.36","15925","15925","15925","0.28","0.28","0.28","15925","15925","15925","0.36","0.36","0.36","15925","15925","15925","0.36","0.36","0.36","15925","15925","15925","0.24","0.24","0.24","15925","15925","15925","0.4","0.4","0.4","15925","15925","15925","0.44","0.44","0.44"
"319000","15950","15950","15950","0.32","0.32","0.32","15950","15950","15950","0.28","0.28","0.28","15950","15950","15950","0.48","0.48","0.48","15950","15950","15950","0.32","0.32","0.32","15950","15950","15950","0.24","0.24","0.24","15950","15950","15950","0.44","0.44","0.44","15950","15950","15950","0.28","0.28","0.28","15950","15950","15950","0.28","0.28","0.28","15950","15950","15950","0.44","0.44","0.44","15950","15950","15950","0.36","0.36","0.36"
"319500","15975","15975","15975","0.44","0.44","0.44","15975","15975","15975","0.28","0.28","0.28","15975","15975","15975","0.32","0.32","0.32","15975","15975","15975","0.36","0.36","0.36","15975","15975","15975","0.32","0.32","0.32","15975","15975","15975","0.36","0.36","0.36","15975","15975","15975","0.2","0.2","0.2","15975","15975","15975","0.32","0.32","0.32","15975","15975","15975","0.36","0.36","0.36","15975","15975","15975","0.24","0.24","0.24"
"320500","16025","16025","16025","0.28","0.28","0.28","16025","16025","16025","0.2","0.2","0.2","16025","16025","16025","0.32","0.32","0.32","16025","16025","16025","0.32","0.32","0.32","16025","16025","16025","0.2","0.2","0.2","16025","16025","16025","0.2","0.2","0.2","16025","16025","16025","0.48","0.48","0.48","16025","16025","16025","0.32","0.32","0.32","16025","16025","16025","0.36","0.36","0.36","16025","16025","16025","0.24","0.24","0.24"
"321000","16050","16050","16050","0.28","0.28","0.28","16050","16050","16050","0.24","0.24","0.24","16050","16050","16050","0.4","0.4","0.4","16050","16050","16050","0.32","0.32","0.32","16050","16050","16050","0.28","0.28","0.28","16050","16050","16050","0.28","0.28","0.28","16050","16050","16050","0.32","0.32","0.32","16050","16050","16050","0.24","0.24","0.24","16050","16050","16050","0.4","0.4","0.4","16050","16050","16050","0.24","0.24","0.24"
"321500","16075","16075","16075","0.2","0.2","0.2","16075","16075","16075","0.36","0.36","0.36","16075","16075","16075","0.4","0.4","0.4","16075","16075","16075","0.4","0.4","0.4","16075","16075","16075","0.28","0.28","0.28","16075","16075","16075","0.32","0.32","0.32","16075","16075","16075","0.28","0.28","0.28","16075","16075","16075","0.24","0.24","0.24","16075","16075","16075","0.24","0.24","0.24","16075","16075","16075","0.28","0.28","0.28"
"322000","16100","16100","16100","0.28","0.28","0.28","16100","16100","16100","0.32","0.32","0.32","16100","16100","16100","0.44","0.44","0.44","16100","16100","16100","0.48","0.48","0.48","16100","16100","16100","0.28","0.28","0.28","16100","16100","16100","0.32","0.32","0.32","16100","16100","16100","0.16","0.16","0.16","16100","16100","16100","0.32","0.32","0.32","16100","16100","16100","0.2","0.2","0.2","16100","16100","16100","0.32","0.32","0.32"
"322500","16125","16125","16125","0.4","0.4","0.4","16125","16125","16125","0.32","0.32","0.32","16125","16125","16125","0.44","0.44","0.44","16125","16125","16125","0.44","0.44","0.44","16125","16125","16125","0.28","0.28","0.28","16125","16125","16125","0.36","0.36","0.36","16125","16125","16125","0.32","0.32","0.32","16125","16125","16125","0.28","0.28","0.28","16125","16125","16125","0.2","0.2","0.2","16125","16125","16125","0.24","0.24","0.24"
"323000","16150","16150","16150","0.4","0.4","0.4","16150","16150","16150","0.32","0.32","0.32","16150","16150","16150","0.36","0.36","0.36","16150","16150","16150","0.4","0.4","0.4","16150","16150","16150","0.4","0.4","0.4","16150","16150","16150","0.36","0.36","0.36","16150","16150","16150","0.48","0.48","0.48","16150","16150","16150","0.28","0.28","0.28","16150","16150","16150","0.36","0.36","0.36","16150","16150","16150","0.28","0.28","0.28"
"323500","16175","16175","16175","0.4","0.4","0.4","16175","16175","16175","0.28","0.28","0.28","16175","16175","16175","0.36","0.36","0.36","16175","16175","16175","0.4","0.4","0.4","16175","16175","16175","0.4","0.4","0.4","16175","16175","16175","0.32","0.32","0.32","16175","16175","16175","0.4","0.4","0.4","16175","16175","16175","0.28","0.28","0.28","16175","16175","16175","0.36","0.36","0.36","16175","16175","16175","0.28","0.28","0.28"
"324000","16200","16200","16200","0.36","0.36","0.36","16200","16200","16200","0.32","0.32","0.32","16200","16200","16200","0.4","0.4","0.4","16200","16200","16200","0.44","0.44","0.44","16200","16200","16200","0.32","0.32","0.32","16200","16200","16200","0.2","0.2","0.2","16200","16200","16200","0.36","0.36","0.36","16200","16200","16200","0.24","0.24","0.24","16200","16200","16200","0.36","0.36","0.36","16200","16200","16200","0.28","0.28","0.28"
"324500","16225","16225","16225","0.32","0.32","0.32","16225","16225","16225","0.32","0.32","0.32","16225","16225","16225","0.36","0.36","0.36","16225","16225","16225","0.44","0.44","0.44","16225","16225","16225","0.44","0.44","0.44","16225","16225","16225","0.24","0.24","0.24","16225","16225","16225","0.36","0.36","0.36","16225","16225","16225","0.24","0.24","0.24","16225","16225","16225","0.44","0.44","0.44","16225","16225","16225","0.36","0.36","0.36"
"325000","16250","16250","16250","0.24","0.24","0.24","16250","16250","16250","0.32","0.32","0.32","16250","16250","16250","0.28","0.28","0.28","16250","16250","16250","0.44","0.44","0.44","16250","16250","16250","0.44","0.44","0.44","16250","16250","16250","0.32","0.32","0.32","16250","16250","16250","0.32","0.32","0.32","16250","16250","16250","0.28","0.28","0.28","16250","16250","16250","0.4","0.4","0.4","16250","16250","16250","0.32","0.32","0.32"
"325500","16275","16275","16275","0.2","0.2","0.2","16275","16275","16275","0.44","0.44","0.44","16275","16275","16275","0.44","0.44","0.44","16275","16275","16275","0.4","0.4","0.4","16275","16275","16275","0.32","0.32","0.32","16275","16275","16275","0.32","0.32","0.32","16275","16275","16275","0.28","0.28","0.28","16275","16275","16275","0.36","0.36","0.36","16275","16275","16275","0.32","0.32","0.32","16275","16275","16275","0.36","0.36","0.36"
"326000","16300","16300","16300","0.24","0.24","0.24","16300","16300","16300","0.44","0.44","0.44","16300","16300","16300","0.48","0.48","0.48","16300","16300","16300","0.32","0.32","0.32","16300","16300","16300","0.28","0.28","0.28","16300","16300","16300","0.24","0.24","0.24","16300","16300","16300","0.28","0.28","0.28","16300","16300","16300","0.32","0.32","0.32","16300","16300","16300","0.36","0.36","0.36","16300","16300","16300","0.24","0.24","0.24"
"326500","16325","16325","16325","0.24","0.24","0.24","16325","16325","16325","0.36","0.36","0.36","16325","16325","16325","0.4","0.4","0.4","16325","16325","16325","0.28","0.28","0.28","16325","16325","16325","0.24","0.24","0.24","16325","16325","16325","0.32","0.32","0.32","16325","16325","16325","0.4","0.4","0.4","16325","16325","16325","0.28","0.28","0.28","16325","16325","16325","0.36","0.36","0.36","16325","16325","16325","0.32","0.32","0.32"
"327000","16350","16350","16350","0.24","0.24","0.24","16350","16350","16350","0.24","0.24","0.24","16350","16350","16350","0.44","0.44","0.44","16350","16350","16350","0.28","0.28","0.28","16350","16350","16350","0.28","0.28","0.28","16350","16350","16350","0.4","0.4","0.4","16350","16350","16350","0.48","0.48","0.48","16350","16350","16350","0.28","0.28","0.28","16350","16350","16350","0.24","0.24","0.24","16350","16350","16350","0.36","0.36","0.36"
"327500","16375","16375","16375","0.2","0.2","0.2","16375","16375","16375","0.24","0.24","0.24","16375","16375","16375","0.36","0.36","0.36","16375","16375","16375","0.36","0.36","0.36","16375","16375","16375","0.2","0.2","0.2","16375","16375","16375","0.52","0.52","0.52","16375","16375","16375","0.44","0.44","0.44","16375","16375","16375","0.2","0.2","0.2","16375","16375","16375","0.36","0.36","0.36","16375","16375","16375","0.28","0.28","0.28"
"328000","16400","16400","16400","0.36","0.36","0.36","16400","16400","16400","0.36","0.36","0.36","16400","16400","16400","0.4","0.4","0.4","16400","16400","16400","0.4","0.4","0.4","16400","16400","16400","0.2","0.2","0.2","16400","16400","16400","0.52","0.52","0.52","16400","16400","16400","0.32","0.32","0.32","16400","16400","16400","0.32","0.32","0.32","16400","16400","16400","0.2","0.2","0.2","16400","16400","16400","0.28","0.28","0.28"
"328500","16425","16425","16425","0.56","0.56","0.56","16425","16425","16425","0.32","0.32","0.32","16425","16425","16425","0.36","0.36","0.36","16425","16425","16425","0.32","0.32","0.32","16425","16425","16425","0.4","0.4","0.4","16425","16425","16425","0.36","0.36","0.36","16425","16425","16425","0.28","0.28","0.28","16425","16425","16425","0.24","0.24","0.24","16425","16425","16425","0.2","0.2","0.2","16425","16425","16425","0.36","0.36","0.36"
"329000","16450","16450","16450","0.4","0.4","0.4","16450","16450","16450","0.32","0.32","0.32","16450","16450","16450","0.36","0.36","0.36","16450","16450","16450","0.2","0.2","0.2","16450","16450","16450","0.36","0.36","0.36","16450","16450","16450","0.28","0.28","0.28","16450","16450","16450","0.32","0.32","0.32","16450","16450","16450","0.28","0.28","0.28","16450","16450","16450","0.28","0.28","0.28","16450","16450","16450","0.4","0.4","0.4"
"329500","16475","16475","16475","0.4","0.4","0.4","16475","16475","16475","0.48","0.48","0.48","16475","16475","16475","0.32","0.32","0.32","16475","16475","16475","0.36","0.36","0.36","16475","16475","16475","0.28","0.28","0.28","16475","16475","16475","0.4","0.4","0.4","16475","16475","16475","0.4","0.4","0.4","16475","16475","16475","0.24","0.24","0.24","16475","16475","16475","0.44","0.44","0.44","16475","16475","16475","0.28","0.28","0.28"
"330000","16500","16500","16500","0.48","0.48","0.48","16500","16500","16500","0.52","0.52","0.52","16500","16500","16500","0.28","0.28","0.28","16500","16500","16500","0.32","0.32","0.32","16500","16500","16500","0.4","0.4","0.4","16500","16500","16500","0.44","0.44","0.44","16500","16500","16500","0.4","0.4","0.4","16500","16500","16500","0.2","0.2","0.2","16500","16500","16500","0.44","0.44","0.44","16500","16500","16500","0.36","0.36","0.36"
"330500","16525","16525","16525","0.36","0.36","0.36","16525","16525","16525","0.36","0.36","0.36","16525","16525","16525","0.28","0.28","0.28","16525","16525","16525","0.2","0.2","0.2","16525","16525","16525","0.44","0.44","0.44","16525","16525","16525","0.32","0.32","0.32","16525","16525","16525","0.28","0.28","0.28","16525","16525","16525","0.28","0.28","0.28","16525","16525","16525","0.44","0.44","0.44","16525","16525","16525","0.32","0.32","0.32"
"331000","16550","16550","16550","0.2","0.2","0.2","16550","16550","16550","0.36","0.36","0.36","16550","16550","16550","0.44","0.44","0.44","16550","16550","16550","0.2","0.2","0.2","16550","16550","16550","0.4","0.4","0.4","16550","16550","16550","0.32","0.32","0.32","16550","16550","16550","0.28","0.28","0.28","16550","16550","16550","0.28","0.28","0.28","16550","16550","16550","0.36","0.36","0.36","16550","16550","16550","0.24","0.24","0.24"
"331500","16575","16575","16575","0.24","0.24","0.24","16575","16575","16575","0.36","0.36","0.36","16575","16575","16575","0.48","0.48","0.48","16575","16575","16575","0.28","0.28","0.28","16575","16575","16575","0.32","0.32","0.32","16575","16575","16575","0.36","0.36","0.36","16575","16575","16575","0.36","0.36","0.36","16575","16575","16575","0.28","0.28","0.28","16575","16575","16575","0.4","0.4","0.4","16575","16575","16575","0.36","0.36","0.36"
"332000","16600","16600","16600","0.32","0.32","0.32","16600","16600","16600","0.32","0.32","0.32","16600","16600","16600","0.52","0.52","0.52","16600","16600","16600","0.28","0.28","0.28","16600","16600","16600","0.28","0.28","0.28","16600","16600","16600","0.32","0.32","0.32","16600","16600","16600","0.32","0.32","0.32","16600","16600","16600","0.36","0.36","0.36","16600","16600","16600","0.28","0.28","0.28","16600","16600","16600","0.4","0.4","0.4"
"332500","16625","16625","16625","0.36","0.36","0.36","16625","16625","16625","0.24","0.24","0.24","16625","16625","16625","0.44","0.44","0.44","16625","16625","16625","0.28","0.28","0.28","16625","16625","16625","0.28","0.28","0.28","16625","16625","16625","0.32","0.32","0.32","16625","16625","16625","0.32","0.32","0.32","16625","16625","16625","0.36","0.36","0.36","16625","16625","16625","0.28","0.28","0.28","16625","16625","16625","0.32","0.32","0.32"
"333000","16650","16650","16650","0.36","0.36","0.36","16650","16650","16650","0.36","0.36","0.36","16650","16650","16650","0.4","0.4","0.4","16650","16650","16650","0.4","0.4","0.4","16650","16650","16650","0.24","0.24","0.24","16650","16650","16650","0.28","0.28","0.28","16650","16650","16650","0.28","0.28","0.28","16650","16650","16650","0.32","0.32","0.32","16650","16650","16650","0.32","0.32","0.32","16650","16650","16650","0.32","0.32","0.32"
"333500","16675","16675","16675","0.28","0.28","0.28","16675","16675","16675","0.48","0.48","0.48","16675","16675","16675","0.36","0.36","0.36","16675","16675","16675","0.32","0.32","0.32","16675","16675","16675","0.28","0.28","0.28","16675","16675","16675","0.36","0.36","0.36","16675","16675","16675","0.32","0.32","0.32","16675","16675","16675","0.24","0.24","0.24","16675","16675","16675","0.36","0.36","0.36","16675","16675","16675","0.28","0.28","0.28"
"334000","16700","16700","16700","0.36","0.36","0.36","16700","16700","16700","0.28","0.28","0.28","16700","16700","16700","0.28","0.28","0.28","16700","16700","16700","0.28","0.28","0.28","16700","16700","16700","0.32","0.32","0.32","16700","16700","16700","0.36","0.36","0.36","16700","16700","16700","0.28","0.28","0.28","16700","16700","16700","0.28","0.28","0.28","16700","16700","16700","0.28","0.28","0.28","16700","16700","16700","0.24","0.24","0.24"
"334500","16725","16725","16725","0.32","0.32","0.32","16725","16725","16725","0.4","0.4","0.4","16725","16725","16725","0.32","0.32","0.32","16725","16725","16725","0.2","0.2","0.2","16725","16725","16725","0.2","0.2","0.2","16725","16725","16725","0.24","0.24","0.24","16725","16725","16725","0.24","0.24","0.24","16725","16725","16725","0.28","0.28","0.28","16725","16725","16725","0.2","0.2","0.2","16725","16725","16725","0.28","0.28","0.28"
"335000","16750","16750","16750","0.36","0.36","0.36","16750","16750","16750","0.32","0.32","0.32","16750","16750","16750","0.36","0.36","0.36","16750","16750","16750","0.2","0.2","0.2","16750","16750","16750","0.28","0.28","0.28","16750","16750","16750","0.32","0.32","0.32","16750","16750","16750","0.28","0.28","0.28","16750","16750","16750","0.36","0.36","0.36","16750","16750","16750","0.32","0.32","0.32","16750","16750","16750","0.36","0.36","0.36"
"335500","16775","16775","16775","0.32","0.32","0.32","16775","16775","16775","0.24","0.24","0.24","16775","16775","16775","0.4","0.4","0.4","16775","16775","16775","0.28","0.28","0.28","16775","16775","16775","0.32","0.32","0.32","16775","16775","16775","0.28","0.28","0.28","16775","16775","16775","0.48","0.48","0.48","16775","16775","16775","0.36","0.36","0.36","16775","16775","16775","0.24","0.24","0.24","16775","16775","16775","0.44","0.44","0.44"
"336000","16800","16800","16800","0.32","0.32","0.32","16800","16800","16800","0.2","0.2","0.2","16800","16800","16800","0.24","0.24","0.24","16800","16800","16800","0.32","0.32","0.32","16800","16800","16800","0.28","0.28","0.28","16800","16800","16800","0.32","0.32","0.32","16800","16800","16800","0.52","0.52","0.52","16800","16800","16800","0.32","0.32","0.32","16800","16800","16800","0.32","0.32","0.32","16800","16800","16800","0.4","0.4","0.4"
"336500","16825","16825","16825","0.4","0.4","0.4","16825","16825","16825","0.32","0.32","0.32","16825","16825","16825","0.2","0.2","0.2","16825","16825","16825","0.28","0.28","0.28","16825","16825","16825","0.32","0.32","0.32","16825","16825","16825","0.4","0.4","0.4","16825","16825","16825","0.36","0.36","0.36","16825","16825","16825","0.36","0.36","0.36","16825","16825","16825","0.2","0.2","0.2","16825","16825","16825","0.36","0.36","0.36"
"337000","16850","16850","16850","0.44","0.44","0.44","16850","16850","16850","0.32","0.32","0.32","16850","16850","16850","0.2","0.2","0.2","16850","16850","16850","0.32","0.32","0.32","16850","16850","16850","0.28","0.28","0.28","16850","16850","16850","0.32","0.32","0.32","16850","16850","16850","0.32","0.32","0.32","16850","16850","16850","0.28","0.28","0.28","16850","16850","16850","0.28","0.28","0.28","16850","16850","16850","0.44","0.44","0.44"
"337500","16875","16875","16875","0.36","0.36","0.36","16875","16875","16875","0.28","0.28","0.28","16875","16875","16875","0.28","0.28","0.28","16875","16875","16875","0.4","0.4","0.4","16875","16875","16875","0.36","0.36","0.36","16875","16875","16875","0.4","0.4","0.4","16875","16875","16875","0.36","0.36","0.36","16875","16875","16875","0.32","0.32","0.32","16875","16875","16875","0.32","0.32","0.32","16875","16875","16875","0.32","0.32","0.32"
"338000","16900","16900","16900","0.36","0.36","0.36","16900","16900","16900","0.4","0.4","0.4","16900","16900","16900","0.28","0.28","0.28","16900","16900","16900","0.4","0.4","0.4","16900","16900","16900","0.28","0.28","0.28","16900","16900","16900","0.36","0.36","0.36","16900","16900","16900","0.32","0.32","0.32","16900","16900","16900","0.32","0.32","0.32","16900","16900","16900","0.32","0.32","0.32","16900","16900","16900","0.32","0.32","0.32"
"338500","16925","16925","16925","0.32","0.32","0.32","16925","16925","16925","0.4","0.4","0.4","16925","16925","16925","0.32","0.32","0.32","16925","16925","16925","0.44","0.44","0.44","16925","16925","16925","0.32","0.32","0.32","16925","16925","16925","0.36","0.36","0.36","16925","16925","16925","0.24","0.24","0.24","16925","16925","16925","0.32","0.32","0.32","16925","16925","16925","0.2","0.2","0.2","16925","16925","16925","0.32","0.32","0.32"
"339000","16950","16950","16950","0.44","0.44","0.44","16950","16950","16950","0.36","0.36","0.36","16950","16950","16950","0.32","0.32","0.32","16950","16950","16950","0.4","0.4","0.4","16950","16950","16950","0.32","0.32","0.32","16950","16950","16950","0.16","0.16","0.16","16950","16950","16950","0.24","0.24","0.24","16950","16950","16950","0.36","0.36","0.36","16950","16950","16950","0.28","0.28","0.28","16950","16950","16950","0.32","0.32","0.32"
"339500","16975","16975","16975","0.4","0.4","0.4","16975","16975","16975","0.44","0.44","0.44","16975","16975","16975","0.24","0.24","0.24","16975","16975","16975","0.4","0.4","0.4","16975","16975","16975","0.28","0.28","0.28","16975","16975","16975","0.32","0.32","0.32","16975","16975","16975","0.2","0.2","0.2","16975","16975","16975","0.32","0.32","0.32","16975","16975","16975","0.4","0.4","0.4","16975","16975","16975","0.28","0.28","0.28"
"340500","17025","17025","17025","0.28","0.28","0.28","17025","17025","17025","0.44","0.44","0.44","17025","17025","17025","0.36","0.36","0.36","17025","17025","17025","0.32","0.32","0.32","17025","17025","17025","0.32","0.32","0.32","17025","17025","17025","0.4","0.4","0.4","17025","17025","17025","0.36","0.36","0.36","17025","17025","17025","0.32","0.32","0.32","17025","17025","17025","0.36","0.36","0.36","17025","17025","17025","0.24","0.24","0.24"
"341000","17050","17050","17050","0.28","0.28","0.28","17050","17050","17050","0.44","0.44","0.44","17050","17050","17050","0.32","0.32","0.32","17050","17050","17050","0.28","0.28","0.28","17050","17050","17050","0.28","0.28","0.28","17050","17050","17050","0.32","0.32","0.32","17050","17050","17050","0.44","0.44","0.44","17050","17050","17050","0.24","0.24","0.24","17050","17050","17050","0.4","0.4","0.4","17050","17050","17050","0.28","0.28","0.28"
"341500","17075","17075","17075","0.24","0.24","0.24","17075","17075","17075","0.48","0.48","0.48","17075","17075","17075","0.28","0.28","0.28","17075","17075","17075","0.36","0.36","0.36","17075","17075","17075","0.28","0.28","0.28","17075","17075","17075","0.32","0.32","0.32","17075","17075","17075","0.36","0.36","0.36","17075","17075","17075","0.12","0.12","0.12","17075","17075","17075","0.32","0.32","0.32","17075","17075","17075","0.32","0.32","0.32"
"342000","17100","17100","17100","0.28","0.28","0.28","17100","17100","17100","0.4","0.4","0.4","17100","17100","17100","0.4","0.4","0.4","17100","17100","17100","0.32","0.32","0.32","17100","17100","17100","0.36","0.36","0.36","17100","17100","17100","0.44","0.44","0.44","17100","17100","17100","0.36","0.36","0.36","17100","17100","17100","0.24","0.24","0.24","17100","17100","17100","0.32","0.32","0.32","17100","17100","17100","0.36","0.36","0.36"
"342500","17125","17125","17125","0.36","0.36","0.36","17125","17125","17125","0.4","0.4","0.4","17125","17125","17125","0.36","0.36","0.36","17125","17125","17125","0.32","0.32","0.32","17125","17125","17125","0.36","0.36","0.36","17125","17125","17125","0.48","0.48","0.48","17125","17125","17125","0.32","0.32","0.32","17125","17125","17125","0.28","0.28","0.28","17125","17125","17125","0.36","0.36","0.36","17125","17125","17125","0.36","0.36","0.36"
"343000","17150","17150","17150","0.32","0.32","0.32","17150","17150","17150","0.36","0.36","0.36","17150","17150","17150","0.28","0.28","0.28","17150","17150","17150","0.2","0.2","0.2","17150","17150","17150","0.24","0.24","0.24","17150","17150","17150","0.56","0.56","0.56","17150","17150","17150","0.36","0.36","0.36","17150","17150","17150","0.28","0.28","0.28","17150","17150","17150","0.4","0.4","0.4","17150","17150","17150","0.4","0.4","0.4"
"343500","17175","17175","17175","0.28","0.28","0.28","17175","17175","17175","0.28","0.28","0.28","17175","17175","17175","0.32","0.32","0.32","17175","17175","17175","0.32","0.32","0.32","17175","17175","17175","0.28","0.28","0.28","17175","17175","17175","0.48","0.48","0.48","17175","17175","17175","0.28","0.28","0.28","17175","17175","17175","0.2","0.2","0.2","17175","17175","17175","0.32","0.32","0.32","17175","17175","17175","0.32","0.32","0.32"
"344000","17200","17200","17200","0.4","0.4","0.4","17200","17200","17200","0.32","0.32","0.32","17200","17200","17200","0.28","0.28","0.28","17200","17200","17200","0.36","0.36","0.36","17200","17200","17200","0.32","0.32","0.32","17200","17200","17200","0.4","0.4","0.4","17200","17200","17200","0.2","0.2","0.2","17200","17200","17200","0.28","0.28","0.28","17200","17200","17200","0.32","0.32","0.32","17200","17200","17200","0.32","0.32","0.32"
"344500","17225","17225","17225","0.36","0.36","0.36","17225","17225","17225","0.28","0.28","0.28","17225","17225","17225","0.4","0.4","0.4","17225","17225","17225","0.32","0.32","0.32","17225","17225","17225","0.32","0.32","0.32","17225","17225","17225","0.32","0.32","0.32","17225","17225","17225","0.32","0.32","0.32","17225","17225","17225","0.32","0.32","0.32","17225","17225","17225","0.36","0.36","0.36","17225","17225","17225","0.4","0.4","0.4"
"345000","17250","17250","17250","0.52","0.52","0.52","17250","17250","17250","0.32","0.32","0.32","17250","17250","17250","0.44","0.44","0.44","17250","17250","17250","0.4","0.4","0.4","17250","17250","17250","0.28","0.28","0.28","17250","17250","17250","0.4","0.4","0.4","17250","17250","17250","0.4","0.4","0.4","17250","17250","17250","0.2","0.2","0.2","17250","17250","17250","0.4","0.4","0.4","17250","17250","17250","0.36","0.36","0.36"
"345500","17275","17275","17275","0.44","0.44","0.44","17275","17275","17275","0.32","0.32","0.32","17275","17275","17275","0.4","0.4","0.4","17275","17275","17275","0.48","0.48","0.48","17275","17275","17275","0.32","0.32","0.32","17275","17275","17275","0.44","0.44","0.44","17275","17275","17275","0.36","0.36","0.36","17275","17275","17275","0.2","0.2","0.2","17275","17275","17275","0.28","0.28","0.28","17275","17275","17275","0.32","0.32","0.32"
