"time_steps","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - expert_avg_eval_r_mean","snowy-sweep-2 - expert_avg_eval_r_mean__MIN","snowy-sweep-2 - expert_avg_eval_r_mean__MAX","sweet-sweep-9 - _step","sweet-sweep-9 - _step__MIN","sweet-sweep-9 - _step__MAX","sweet-sweep-9 - expert_avg_eval_r_mean","sweet-sweep-9 - expert_avg_eval_r_mean__MIN","sweet-sweep-9 - expert_avg_eval_r_mean__MAX","pleasant-sweep-8 - _step","pleasant-sweep-8 - _step__MIN","pleasant-sweep-8 - _step__MAX","pleasant-sweep-8 - expert_avg_eval_r_mean","pleasant-sweep-8 - expert_avg_eval_r_mean__MIN","pleasant-sweep-8 - expert_avg_eval_r_mean__MAX","apricot-sweep-7 - _step","apricot-sweep-7 - _step__MIN","apricot-sweep-7 - _step__MAX","apricot-sweep-7 - expert_avg_eval_r_mean","apricot-sweep-7 - expert_avg_eval_r_mean__MIN","apricot-sweep-7 - expert_avg_eval_r_mean__MAX","fanciful-sweep-6 - _step","fanciful-sweep-6 - _step__MIN","fanciful-sweep-6 - _step__MAX","fanciful-sweep-6 - expert_avg_eval_r_mean","fanciful-sweep-6 - expert_avg_eval_r_mean__MIN","fanciful-sweep-6 - expert_avg_eval_r_mean__MAX","polished-sweep-5 - _step","polished-sweep-5 - _step__MIN","polished-sweep-5 - _step__MAX","polished-sweep-5 - expert_avg_eval_r_mean","polished-sweep-5 - expert_avg_eval_r_mean__MIN","polished-sweep-5 - expert_avg_eval_r_mean__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - expert_avg_eval_r_mean","sunny-sweep-4 - expert_avg_eval_r_mean__MIN","sunny-sweep-4 - expert_avg_eval_r_mean__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - expert_avg_eval_r_mean","earthy-sweep-3 - expert_avg_eval_r_mean__MIN","earthy-sweep-3 - expert_avg_eval_r_mean__MAX","pious-sweep-2 - _step","pious-sweep-2 - _step__MIN","pious-sweep-2 - _step__MAX","pious-sweep-2 - expert_avg_eval_r_mean","pious-sweep-2 - expert_avg_eval_r_mean__MIN","pious-sweep-2 - expert_avg_eval_r_mean__MAX","rich-sweep-1 - _step","rich-sweep-1 - _step__MIN","rich-sweep-1 - _step__MAX","rich-sweep-1 - expert_avg_eval_r_mean","rich-sweep-1 - expert_avg_eval_r_mean__MIN","rich-sweep-1 - expert_avg_eval_r_mean__MAX"
"304000","380","380","380","61.39339307563796","61.39339307563796","61.39339307563796","380","380","380","62.65049329205243","62.65049329205243","62.65049329205243","380","380","380","60.24704005398219","60.24704005398219","60.24704005398219","380","380","380","60.75875307149572","60.75875307149572","60.75875307149572","380","380","380","61.66497685569958","61.66497685569958","61.66497685569958","380","380","380","59.37658099796212","59.37658099796212","59.37658099796212","380","380","380","57.65834432250345","57.65834432250345","57.65834432250345","380","380","380","59.25340992645156","59.25340992645156","59.25340992645156","380","380","380","58.41289862950812","58.41289862950812","58.41289862950812","380","380","380","58.536380189078024","58.536380189078024","58.536380189078024"
"305600","382","382","382","61.83600002473118","61.83600002473118","61.83600002473118","382","382","382","62.98289167969289","62.98289167969289","62.98289167969289","382","382","382","59.56909472620224","59.56909472620224","59.56909472620224","382","382","382","61.1180577544683","61.1180577544683","61.1180577544683","382","382","382","61.3499888829229","61.3499888829229","61.3499888829229","382","382","382","59.72495685943925","59.72495685943925","59.72495685943925","382","382","382","57.9662928894495","57.9662928894495","57.9662928894495","382","382","382","59.31986738200447","59.31986738200447","59.31986738200447","382","382","382","58.15808507465688","58.15808507465688","58.15808507465688","382","382","382","58.49880388412025","58.49880388412025","58.49880388412025"
"307200","384","384","384","62.41082036634167","62.41082036634167","62.41082036634167","384","384","384","62.24474885277583","62.24474885277583","62.24474885277583","384","384","384","59.319088204563386","59.319088204563386","59.319088204563386","384","384","384","60.85772310231515","60.85772310231515","60.85772310231515","384","384","384","60.72445682443336","60.72445682443336","60.72445682443336","384","384","384","60.702336320655675","60.702336320655675","60.702336320655675","384","384","384","58.30448670751399","58.30448670751399","58.30448670751399","384","384","384","59.071333431989835","59.071333431989835","59.071333431989835","384","384","384","57.73311431005331","57.73311431005331","57.73311431005331","384","384","384","58.886871696290584","58.886871696290584","58.886871696290584"
"308800","386","386","386","62.383905686450746","62.383905686450746","62.383905686450746","386","386","386","61.89204917553219","61.89204917553219","61.89204917553219","386","386","386","59.02423044601852","59.02423044601852","59.02423044601852","386","386","386","60.52345691453444","60.52345691453444","60.52345691453444","386","386","386","61.12865803351175","61.12865803351175","61.12865803351175","386","386","386","60.667264742376844","60.667264742376844","60.667264742376844","386","386","386","58.67204656845512","58.67204656845512","58.67204656845512","386","386","386","59.43230361844499","59.43230361844499","59.43230361844499","386","386","386","57.506619267311834","57.506619267311834","57.506619267311834","386","386","386","59.32679844948323","59.32679844948323","59.32679844948323"
"310400","388","388","388","62.44027662409141","62.44027662409141","62.44027662409141","388","388","388","62.16971738310902","62.16971738310902","62.16971738310902","388","388","388","59.63881230174908","59.63881230174908","59.63881230174908","388","388","388","60.58159980484178","60.58159980484178","60.58159980484178","388","388","388","60.783532114315065","60.783532114315065","60.783532114315065","388","388","388","61.34116625369372","61.34116625369372","61.34116625369372","388","388","388","59.02640588311584","59.02640588311584","59.02640588311584","388","388","388","60.11244319878561","60.11244319878561","60.11244319878561","388","388","388","57.49877421162068","57.49877421162068","57.49877421162068","388","388","388","60.2754750725696","60.2754750725696","60.2754750725696"
"312000","390","390","390","62.50649338823656","62.50649338823656","62.50649338823656","390","390","390","61.7793618684618","61.7793618684618","61.7793618684618","390","390","390","59.56030940980171","59.56030940980171","59.56030940980171","390","390","390","60.89089496427863","60.89089496427863","60.89089496427863","390","390","390","61.167541315101346","61.167541315101346","61.167541315101346","390","390","390","61.73344016288206","61.73344016288206","61.73344016288206","390","390","390","58.63645675789875","58.63645675789875","58.63645675789875","390","390","390","60.3939576819156","60.3939576819156","60.3939576819156","390","390","390","56.83901454312097","56.83901454312097","56.83901454312097","390","390","390","60.64544530541211","60.64544530541211","60.64544530541211"
"313600","392","392","392","62.6106357630679","62.6106357630679","62.6106357630679","392","392","392","61.39062901075171","61.39062901075171","61.39062901075171","392","392","392","59.25754697922889","59.25754697922889","59.25754697922889","392","392","392","61.279811516545095","61.279811516545095","61.279811516545095","392","392","392","61.62600181146337","61.62600181146337","61.62600181146337","392","392","392","61.407815399105075","61.407815399105075","61.407815399105075","392","392","392","59.00936088897168","59.00936088897168","59.00936088897168","392","392","392","60.026331275504496","60.026331275504496","60.026331275504496","392","392","392","56.607624407414136","56.607624407414136","56.607624407414136","392","392","392","60.3745844833636","60.3745844833636","60.3745844833636"
"315200","394","394","394","62.99984656713507","62.99984656713507","62.99984656713507","394","394","394","61.37074749758371","61.37074749758371","61.37074749758371","394","394","394","58.97274089141061","58.97274089141061","58.97274089141061","394","394","394","61.61163165918567","61.61163165918567","61.61163165918567","394","394","394","61.327192378326124","61.327192378326124","61.327192378326124","394","394","394","62.00431861498675","62.00431861498675","62.00431861498675","394","394","394","60.02163651133632","60.02163651133632","60.02163651133632","394","394","394","60.036122262687","60.036122262687","60.036122262687","394","394","394","56.79724568491072","56.79724568491072","56.79724568491072","394","394","394","60.390914413549005","60.390914413549005","60.390914413549005"
"316800","396","396","396","62.72134411121065","62.72134411121065","62.72134411121065","396","396","396","60.668344005846265","60.668344005846265","60.668344005846265","396","396","396","59.353314162329696","59.353314162329696","59.353314162329696","396","396","396","62.54779394147635","62.54779394147635","62.54779394147635","396","396","396","60.991195902719284","60.991195902719284","60.991195902719284","396","396","396","62.07040924096778","62.07040924096778","62.07040924096778","396","396","396","59.70408359082063","59.70408359082063","59.70408359082063","396","396","396","59.697296207670185","59.697296207670185","59.697296207670185","396","396","396","57.288413172126","57.288413172126","57.288413172126","396","396","396","60.065049558884965","60.065049558884965","60.065049558884965"
"318400","398","398","398","62.0309234267102","62.0309234267102","62.0309234267102","398","398","398","59.96697682576927","59.96697682576927","59.96697682576927","398","398","398","59.0039279532553","59.0039279532553","59.0039279532553","398","398","398","62.17003348459034","62.17003348459034","62.17003348459034","398","398","398","60.52589524645311","60.52589524645311","60.52589524645311","398","398","398","62.1494488138661","62.1494488138661","62.1494488138661","398","398","398","59.73122506562257","59.73122506562257","59.73122506562257","398","398","398","59.71509774079494","59.71509774079494","59.71509774079494","398","398","398","56.38678688250577","56.38678688250577","56.38678688250577","398","398","398","60.70209650960519","60.70209650960519","60.70209650960519"
"320000","400","400","400","61.86465306968196","61.86465306968196","61.86465306968196","400","400","400","60.252827123934466","60.252827123934466","60.252827123934466","400","400","400","59.02112066887392","59.02112066887392","59.02112066887392","400","400","400","61.7669470071636","61.7669470071636","61.7669470071636","400","400","400","60.83056675082178","60.83056675082178","60.83056675082178","400","400","400","62.22681432913185","62.22681432913185","62.22681432913185","400","400","400","59.02000712687237","59.02000712687237","59.02000712687237","400","400","400","59.17226458675116","59.17226458675116","59.17226458675116","400","400","400","56.79754671083569","56.79754671083569","56.79754671083569","400","400","400","60.31619126337467","60.31619126337467","60.31619126337467"
"321600","402","402","402","61.839702770670264","61.839702770670264","61.839702770670264","402","402","402","60.562998319716456","60.562998319716456","60.562998319716456","402","402","402","59.31584239781643","59.31584239781643","59.31584239781643","402","402","402","62.0651575301666","62.0651575301666","62.0651575301666","402","402","402","60.824518491909465","60.824518491909465","60.824518491909465","402","402","402","62.79349433387361","62.79349433387361","62.79349433387361","402","402","402","59.07010767936444","59.07010767936444","59.07010767936444","402","402","402","59.473340764587604","59.473340764587604","59.473340764587604","402","402","402","56.91607173633691","56.91607173633691","56.91607173633691","402","402","402","60.29039317658939","60.29039317658939","60.29039317658939"
"323200","404","404","404","61.560043445684485","61.560043445684485","61.560043445684485","404","404","404","60.27465960480738","60.27465960480738","60.27465960480738","404","404","404","58.977974837769395","58.977974837769395","58.977974837769395","404","404","404","61.79502355672087","61.79502355672087","61.79502355672087","404","404","404","61.46423151771016","61.46423151771016","61.46423151771016","404","404","404","62.8011182482768","62.8011182482768","62.8011182482768","404","404","404","59.076240832547384","59.076240832547384","59.076240832547384","404","404","404","60.211683883675434","60.211683883675434","60.211683883675434","404","404","404","56.55574209026216","56.55574209026216","56.55574209026216","404","404","404","60.266353632049324","60.266353632049324","60.266353632049324"
"324800","406","406","406","62.5350075368417","62.5350075368417","62.5350075368417","406","406","406","60.28247358556318","60.28247358556318","60.28247358556318","406","406","406","59.0389677051859","59.0389677051859","59.0389677051859","406","406","406","61.802659319812726","61.802659319812726","61.802659319812726","406","406","406","60.761372095428754","60.761372095428754","60.761372095428754","406","406","406","62.208992313905476","62.208992313905476","62.208992313905476","406","406","406","59.122395130053285","59.122395130053285","59.122395130053285","406","406","406","59.57190935324246","59.57190935324246","59.57190935324246","406","406","406","57.21405537450033","57.21405537450033","57.21405537450033","406","406","406","60.563322235158786","60.563322235158786","60.563322235158786"
"326400","408","408","408","62.521848025698176","62.521848025698176","62.521848025698176","408","408","408","59.93510443036296","59.93510443036296","59.93510443036296","408","408","408","58.657639361357276","58.657639361357276","58.657639361357276","408","408","408","61.744002248966545","61.744002248966545","61.744002248966545","408","408","408","60.45093805670986","60.45093805670986","60.45093805670986","408","408","408","62.22569946022369","62.22569946022369","62.22569946022369","408","408","408","59.43379376444868","59.43379376444868","59.43379376444868","408","408","408","59.63357890259671","59.63357890259671","59.63357890259671","408","408","408","57.96193582141197","57.96193582141197","57.96193582141197","408","408","408","60.20661766201797","60.20661766201797","60.20661766201797"
"328000","410","410","410","63.57889937566473","63.57889937566473","63.57889937566473","410","410","410","59.56124204679498","59.56124204679498","59.56124204679498","410","410","410","58.984235500616094","58.984235500616094","58.984235500616094","410","410","410","62.06548125949943","62.06548125949943","62.06548125949943","410","410","410","61.4459590395622","61.4459590395622","61.4459590395622","410","410","410","62.58754672311966","62.58754672311966","62.58754672311966","410","410","410","59.09848503402512","59.09848503402512","59.09848503402512","410","410","410","60.02879357443297","60.02879357443297","60.02879357443297","410","410","410","58.38344028104121","58.38344028104121","58.38344028104121","410","410","410","59.5819374670241","59.5819374670241","59.5819374670241"
"329600","412","412","412","63.53600126071161","63.53600126071161","63.53600126071161","412","412","412","59.924506281149974","59.924506281149974","59.924506281149974","412","412","412","58.72496641325223","58.72496641325223","58.72496641325223","412","412","412","61.98074283864493","61.98074283864493","61.98074283864493","412","412","412","61.4493727356931","61.4493727356931","61.4493727356931","412","412","412","62.61315202774384","62.61315202774384","62.61315202774384","412","412","412","59.94607349211518","59.94607349211518","59.94607349211518","412","412","412","60.364145717764096","60.364145717764096","60.364145717764096","412","412","412","59.150268040519535","59.150268040519535","59.150268040519535","412","412","412","59.20198367854148","59.20198367854148","59.20198367854148"
"331200","414","414","414","62.89593203813678","62.89593203813678","62.89593203813678","414","414","414","60.341804699190746","60.341804699190746","60.341804699190746","414","414","414","58.77936168778645","58.77936168778645","58.77936168778645","414","414","414","62.58396985282297","62.58396985282297","62.58396985282297","414","414","414","60.77606143857537","60.77606143857537","60.77606143857537","414","414","414","62.038115040224646","62.038115040224646","62.038115040224646","414","414","414","59.62031033285777","59.62031033285777","59.62031033285777","414","414","414","61.04358229491454","61.04358229491454","61.04358229491454","414","414","414","59.526447030101316","59.526447030101316","59.526447030101316","414","414","414","58.86372405758359","58.86372405758359","58.86372405758359"
"332800","416","416","416","63.27546958357094","63.27546958357094","63.27546958357094","416","416","416","60.0062307768027","60.0062307768027","60.0062307768027","416","416","416","59.46272536879942","59.46272536879942","59.46272536879942","416","416","416","62.86316052969501","62.86316052969501","62.86316052969501","416","416","416","60.67184204301751","60.67184204301751","60.67184204301751","416","416","416","61.761544933202714","61.761544933202714","61.761544933202714","416","416","416","59.366605527010236","59.366605527010236","59.366605527010236","416","416","416","61.095888327212286","61.095888327212286","61.095888327212286","416","416","416","59.57059795520454","59.57059795520454","59.57059795520454","416","416","416","58.500152690158366","58.500152690158366","58.500152690158366"
"334400","418","418","418","62.74737058277324","62.74737058277324","62.74737058277324","418","418","418","59.65097471176719","59.65097471176719","59.65097471176719","418","418","418","59.10210163011047","59.10210163011047","59.10210163011047","418","418","418","63.50353272684044","63.50353272684044","63.50353272684044","418","418","418","60.738724076337114","60.738724076337114","60.738724076337114","418","418","418","62.12531436510923","62.12531436510923","62.12531436510923","418","418","418","59.70906653334478","59.70906653334478","59.70906653334478","418","418","418","62.08101297774326","62.08101297774326","62.08101297774326","418","418","418","59.24760654480405","59.24760654480405","59.24760654480405","418","418","418","58.80896513028377","58.80896513028377","58.80896513028377"
"336000","420","420","420","62.45755805403866","62.45755805403866","62.45755805403866","420","420","420","60.024491560266554","60.024491560266554","60.024491560266554","420","420","420","58.79351774165311","58.79351774165311","58.79351774165311","420","420","420","63.093594754305606","63.093594754305606","63.093594754305606","420","420","420","60.69692494199691","60.69692494199691","60.69692494199691","420","420","420","61.856453932140504","61.856453932140504","61.856453932140504","420","420","420","60.39276780088432","60.39276780088432","60.39276780088432","420","420","420","61.734872055441144","61.734872055441144","61.734872055441144","420","420","420","58.289434438923465","58.289434438923465","58.289434438923465","420","420","420","58.79752391098211","58.79752391098211","58.79752391098211"
"337600","422","422","422","62.45961457807178","62.45961457807178","62.45961457807178","422","422","422","59.73827317999749","59.73827317999749","59.73827317999749","422","422","422","58.23501173556652","58.23501173556652","58.23501173556652","422","422","422","62.757300573035145","62.757300573035145","62.757300573035145","422","422","422","60.98655306564127","60.98655306564127","60.98655306564127","422","422","422","61.56138986232052","61.56138986232052","61.56138986232052","422","422","422","60.965966449326494","60.965966449326494","60.965966449326494","422","422","422","61.78639649140868","61.78639649140868","61.78639649140868","422","422","422","58.28406881586735","58.28406881586735","58.28406881586735","422","422","422","58.43145711698873","58.43145711698873","58.43145711698873"
"339200","424","424","424","62.521995767733216","62.521995767733216","62.521995767733216","424","424","424","59.43356245834232","59.43356245834232","59.43356245834232","424","424","424","57.592401245223854","57.592401245223854","57.592401245223854","424","424","424","62.07926175468391","62.07926175468391","62.07926175468391","424","424","424","60.30291200056788","60.30291200056788","60.30291200056788","424","424","424","61.63781682315915","61.63781682315915","61.63781682315915","424","424","424","60.67832485216936","60.67832485216936","60.67832485216936","424","424","424","61.43559417672756","61.43559417672756","61.43559417672756","424","424","424","58.02405738448316","58.02405738448316","58.02405738448316","424","424","424","59.41677878990219","59.41677878990219","59.41677878990219"
"340800","426","426","426","61.93009982062199","61.93009982062199","61.93009982062199","426","426","426","59.47369398663973","59.47369398663973","59.47369398663973","426","426","426","57.56686347595181","57.56686347595181","57.56686347595181","426","426","426","62.377104992158294","62.377104992158294","62.377104992158294","426","426","426","60.19043458366425","60.19043458366425","60.19043458366425","426","426","426","61.28120760110798","61.28120760110798","61.28120760110798","426","426","426","60.395921450783","60.395921450783","60.395921450783","426","426","426","61.410706929282036","61.410706929282036","61.410706929282036","426","426","426","58.14040724882593","58.14040724882593","58.14040724882593","426","426","426","60.28061067647412","60.28061067647412","60.28061067647412"
"342400","428","428","428","61.614234714755796","61.614234714755796","61.614234714755796","428","428","428","59.38790663747871","59.38790663747871","59.38790663747871","428","428","428","57.52903195700556","57.52903195700556","57.52903195700556","428","428","428","62.005920577685245","62.005920577685245","62.005920577685245","428","428","428","60.0182625727268","60.0182625727268","60.0182625727268","428","428","428","60.99612017288219","60.99612017288219","60.99612017288219","428","428","428","60.81896467810485","60.81896467810485","60.81896467810485","428","428","428","62.15836147578858","62.15836147578858","62.15836147578858","428","428","428","58.05913715788213","58.05913715788213","58.05913715788213","428","428","428","59.89567791313237","59.89567791313237","59.89567791313237"
"344000","430","430","430","61.61573240948608","61.61573240948608","61.61573240948608","430","430","430","60.322181788413275","60.322181788413275","60.322181788413275","430","430","430","57.85748672964834","57.85748672964834","57.85748672964834","430","430","430","62.30783006415163","62.30783006415163","62.30783006415163","430","430","430","59.95038186846434","59.95038186846434","59.95038186846434","430","430","430","61.08431087705247","61.08431087705247","61.08431087705247","430","430","430","60.50366610316274","60.50366610316274","60.50366610316274","430","430","430","62.86685794909746","62.86685794909746","62.86685794909746","430","430","430","58.06446690397293","58.06446690397293","58.06446690397293","430","430","430","60.19618929094834","60.19618929094834","60.19618929094834"
"345600","432","432","432","61.24970945184582","61.24970945184582","61.24970945184582","432","432","432","60.72907587146593","60.72907587146593","60.72907587146593","432","432","432","58.55057398707385","58.55057398707385","58.55057398707385","432","432","432","62.27751754985678","62.27751754985678","62.27751754985678","432","432","432","59.915312468353726","59.915312468353726","59.915312468353726","432","432","432","61.49347090860036","61.49347090860036","61.49347090860036","432","432","432","60.59968485184049","60.59968485184049","60.59968485184049","432","432","432","63.4516702607061","63.4516702607061","63.4516702607061","432","432","432","57.94148101578044","57.94148101578044","57.94148101578044","432","432","432","60.62120414609178","60.62120414609178","60.62120414609178"
"347200","434","434","434","61.286124947664405","61.286124947664405","61.286124947664405","434","434","434","61.75385085819984","61.75385085819984","61.75385085819984","434","434","434","58.839296819964794","58.839296819964794","58.839296819964794","434","434","434","62.56618365741145","62.56618365741145","62.56618365741145","434","434","434","60.466249443623745","60.466249443623745","60.466249443623745","434","434","434","61.240458751899475","61.240458751899475","61.240458751899475","434","434","434","61.070352909975355","61.070352909975355","61.070352909975355","434","434","434","63.79086480671179","63.79086480671179","63.79086480671179","434","434","434","58.265989413081726","58.265989413081726","58.265989413081726","434","434","434","60.95363555261691","60.95363555261691","60.95363555261691"
"348800","436","436","436","61.35951863476129","61.35951863476129","61.35951863476129","436","436","436","62.05409095548978","62.05409095548978","62.05409095548978","436","436","436","59.13677787803408","59.13677787803408","59.13677787803408","436","436","436","62.761028632974366","62.761028632974366","62.761028632974366","436","436","436","60.34747632119309","60.34747632119309","60.34747632119309","436","436","436","60.62421790945729","60.62421790945729","60.62421790945729","436","436","436","60.77967118765204","60.77967118765204","60.77967118765204","436","436","436","63.11068222929026","63.11068222929026","63.11068222929026","436","436","436","58.25624922003795","58.25624922003795","58.25624922003795","436","436","436","60.95773596273969","60.95773596273969","60.95773596273969"
"350400","438","438","438","61.43245994508399","61.43245994508399","61.43245994508399","438","438","438","61.8026093493479","61.8026093493479","61.8026093493479","438","438","438","58.87057803163464","58.87057803163464","58.87057803163464","438","438","438","62.72880605711659","62.72880605711659","62.72880605711659","438","438","438","60.63843364594455","60.63843364594455","60.63843364594455","438","438","438","60.39270300926457","60.39270300926457","60.39270300926457","438","438","438","60.468591904835776","60.468591904835776","60.468591904835776","438","438","438","62.16555918499696","62.16555918499696","62.16555918499696","438","438","438","58.67147230143719","58.67147230143719","58.67147230143719","438","438","438","60.771933363484514","60.771933363484514","60.771933363484514"
"352000","440","440","440","61.68703066836797","61.68703066836797","61.68703066836797","440","440","440","61.84683722924037","61.84683722924037","61.84683722924037","440","440","440","58.85958975929336","58.85958975929336","58.85958975929336","440","440","440","62.45745197664247","62.45745197664247","62.45745197664247","440","440","440","60.616540947471684","60.616540947471684","60.616540947471684","440","440","440","60.20810800698089","60.20810800698089","60.20810800698089","440","440","440","60.87806138877024","60.87806138877024","60.87806138877024","440","440","440","61.915415799113774","61.915415799113774","61.915415799113774","440","440","440","59.0365344131028","59.0365344131028","59.0365344131028","440","440","440","60.418350981123766","60.418350981123766","60.418350981123766"
"353600","442","442","442","61.71449641968402","61.71449641968402","61.71449641968402","442","442","442","61.458478895097414","61.458478895097414","61.458478895097414","442","442","442","59.20784172099854","59.20784172099854","59.20784172099854","442","442","442","62.117533818452884","62.117533818452884","62.117533818452884","442","442","442","59.83827643999124","59.83827643999124","59.83827643999124","442","442","442","61.011597640038296","61.011597640038296","61.011597640038296","442","442","442","60.59451421605449","60.59451421605449","60.59451421605449","442","442","442","62.2800149956305","62.2800149956305","62.2800149956305","442","442","442","59.76946749914343","59.76946749914343","59.76946749914343","442","442","442","60.39869146640125","60.39869146640125","60.39869146640125"
"355200","444","444","444","61.1198508863621","61.1198508863621","61.1198508863621","444","444","444","62.121816599547316","62.121816599547316","62.121816599547316","444","444","444","59.221891447421925","59.221891447421925","59.221891447421925","444","444","444","62.090586242249564","62.090586242249564","62.090586242249564","444","444","444","59.74671918506491","59.74671918506491","59.74671918506491","444","444","444","61.18446463413029","61.18446463413029","61.18446463413029","444","444","444","60.687064017989336","60.687064017989336","60.687064017989336","444","444","444","62.297617409852066","62.297617409852066","62.297617409852066","444","444","444","59.41817977108726","59.41817977108726","59.41817977108726","444","444","444","59.753935755802246","59.753935755802246","59.753935755802246"
"356800","446","446","446","61.181306083259095","61.181306083259095","61.181306083259095","446","446","446","62.829973133449165","62.829973133449165","62.829973133449165","446","446","446","59.85787698401013","59.85787698401013","59.85787698401013","446","446","446","61.72351276967278","61.72351276967278","61.72351276967278","446","446","446","60.02039002029902","60.02039002029902","60.02039002029902","446","446","446","61.20803618611388","61.20803618611388","61.20803618611388","446","446","446","60.413108582784346","60.413108582784346","60.413108582784346","446","446","446","62.00091643993424","62.00091643993424","62.00091643993424","446","446","446","59.08054790654153","59.08054790654153","59.08054790654153","446","446","446","59.7283983277799","59.7283983277799","59.7283983277799"
"358400","448","448","448","61.564959314839044","61.564959314839044","61.564959314839044","448","448","448","63.112406520483134","63.112406520483134","63.112406520483134","448","448","448","60.61865866378226","60.61865866378226","60.61865866378226","448","448","448","62.05291990680005","62.05291990680005","62.05291990680005","448","448","448","60.16614387804736","60.16614387804736","60.16614387804736","448","448","448","61.04139263128269","61.04139263128269","61.04139263128269","448","448","448","60.79920162571524","60.79920162571524","60.79920162571524","448","448","448","62.32909797027468","62.32909797027468","62.32909797027468","448","448","448","59.800420789768324","59.800420789768324","59.800420789768324","448","448","448","59.44996584438326","59.44996584438326","59.44996584438326"
"360000","450","450","450","62.198233645703006","62.198233645703006","62.198233645703006","450","450","450","62.83054163927452","62.83054163927452","62.83054163927452","450","450","450","60.75864036223219","60.75864036223219","60.75864036223219","450","450","450","61.96614478821181","61.96614478821181","61.96614478821181","450","450","450","59.89051961290394","59.89051961290394","59.89051961290394","450","450","450","60.846182278428266","60.846182278428266","60.846182278428266","450","450","450","61.284914045809394","61.284914045809394","61.284914045809394","450","450","450","62.03451724937555","62.03451724937555","62.03451724937555","450","450","450","59.871277169307305","59.871277169307305","59.871277169307305","450","450","450","59.50553902216054","59.50553902216054","59.50553902216054"
"361600","452","452","452","61.91599020508498","61.91599020508498","61.91599020508498","452","452","452","62.23781379087634","62.23781379087634","62.23781379087634","452","452","452","59.90795595084913","59.90795595084913","59.90795595084913","452","452","452","62.267070947652535","62.267070947652535","62.267070947652535","452","452","452","59.80556834988544","59.80556834988544","59.80556834988544","452","452","452","61.22124565169334","61.22124565169334","61.22124565169334","452","452","452","61.65584599832412","61.65584599832412","61.65584599832412","452","452","452","62.691383623653635","62.691383623653635","62.691383623653635","452","452","452","60.2846658336244","60.2846658336244","60.2846658336244","452","452","452","59.9004939248437","59.9004939248437","59.9004939248437"
"363200","454","454","454","62.26194865529818","62.26194865529818","62.26194865529818","454","454","454","62.25066735581831","62.25066735581831","62.25066735581831","454","454","454","59.583855509550425","59.583855509550425","59.583855509550425","454","454","454","62.464243323867116","62.464243323867116","62.464243323867116","454","454","454","59.18446589825595","59.18446589825595","59.18446589825595","454","454","454","60.60485644716307","60.60485644716307","60.60485644716307","454","454","454","62.10754024075036","62.10754024075036","62.10754024075036","454","454","454","61.99606110925386","61.99606110925386","61.99606110925386","454","454","454","61.123596993552276","61.123596993552276","61.123596993552276","454","454","454","59.967735733659694","59.967735733659694","59.967735733659694"
"364800","456","456","456","61.62500171036698","61.62500171036698","61.62500171036698","456","456","456","61.917116119824875","61.917116119824875","61.917116119824875","456","456","456","59.76367899428361","59.76367899428361","59.76367899428361","456","456","456","62.197475966785895","62.197475966785895","62.197475966785895","456","456","456","59.84630680495986","59.84630680495986","59.84630680495986","456","456","456","61.31946773658094","61.31946773658094","61.31946773658094","456","456","456","61.76810065911006","61.76810065911006","61.76810065911006","456","456","456","62.03959516963254","62.03959516963254","62.03959516963254","456","456","456","60.85129727890554","60.85129727890554","60.85129727890554","456","456","456","59.70561821178278","59.70561821178278","59.70561821178278"
"366400","458","458","458","61.49512333235192","61.49512333235192","61.49512333235192","458","458","458","61.99769110130023","61.99769110130023","61.99769110130023","458","458","458","60.30507157786263","60.30507157786263","60.30507157786263","458","458","458","61.85797824892837","61.85797824892837","61.85797824892837","458","458","458","59.4838465598817","59.4838465598817","59.4838465598817","458","458","458","61.42444050693254","61.42444050693254","61.42444050693254","458","458","458","61.147922253687454","61.147922253687454","61.147922253687454","458","458","458","62.06421269297322","62.06421269297322","62.06421269297322","458","458","458","60.754810388463824","60.754810388463824","60.754810388463824","458","458","458","60.05555033611407","60.05555033611407","60.05555033611407"
"368000","460","460","460","60.88390567329426","60.88390567329426","60.88390567329426","460","460","460","62.37133164452316","62.37133164452316","62.37133164452316","460","460","460","60.29499423701993","60.29499423701993","60.29499423701993","460","460","460","61.794258917851906","61.794258917851906","61.794258917851906","460","460","460","58.560910039159396","58.560910039159396","58.560910039159396","460","460","460","62.1776524197096","62.1776524197096","62.1776524197096","460","460","460","61.18917607838873","61.18917607838873","61.18917607838873","460","460","460","61.741488022640816","61.741488022640816","61.741488022640816","460","460","460","61.037608245441064","61.037608245441064","61.037608245441064","460","460","460","60.42802971325045","60.42802971325045","60.42802971325045"
