"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_avg_eval_r_mean","wandering-sweep-4 - agent_avg_eval_r_mean__MIN","wandering-sweep-4 - agent_avg_eval_r_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_avg_eval_r_mean","sweet-sweep-3 - agent_avg_eval_r_mean__MIN","sweet-sweep-3 - agent_avg_eval_r_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_avg_eval_r_mean","lucky-sweep-2 - agent_avg_eval_r_mean__MIN","lucky-sweep-2 - agent_avg_eval_r_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_avg_eval_r_mean","clear-sweep-1 - agent_avg_eval_r_mean__MIN","clear-sweep-1 - agent_avg_eval_r_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_avg_eval_r_mean","playful-sweep-10 - agent_avg_eval_r_mean__MIN","playful-sweep-10 - agent_avg_eval_r_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_avg_eval_r_mean","fresh-sweep-8 - agent_avg_eval_r_mean__MIN","fresh-sweep-8 - agent_avg_eval_r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_avg_eval_r_mean","jumping-sweep-5 - agent_avg_eval_r_mean__MIN","jumping-sweep-5 - agent_avg_eval_r_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_avg_eval_r_mean","good-sweep-4 - agent_avg_eval_r_mean__MIN","good-sweep-4 - agent_avg_eval_r_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_avg_eval_r_mean","sandy-sweep-3 - agent_avg_eval_r_mean__MIN","sandy-sweep-3 - agent_avg_eval_r_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_avg_eval_r_mean","youthful-sweep-1 - agent_avg_eval_r_mean__MIN","youthful-sweep-1 - agent_avg_eval_r_mean__MAX"
"304500","1015","1015","1015","31.22347487454731","31.22347487454731","31.22347487454731","1015","1015","1015","30.80375425453024","30.80375425453024","30.80375425453024","1015","1015","1015","29.59243819589428","29.59243819589428","29.59243819589428","1015","1015","1015","31.22210873782262","31.22210873782262","31.22210873782262","1015","1015","1015","30.621789449569736","30.621789449569736","30.621789449569736","1015","1015","1015","32.26329876312926","32.26329876312926","32.26329876312926","1015","1015","1015","32.97381410557162","32.97381410557162","32.97381410557162","1015","1015","1015","31.297842377210678","31.297842377210678","31.297842377210678","1015","1015","1015","32.70312385457461","32.70312385457461","32.70312385457461","1015","1015","1015","29.03778428895237","29.03778428895237","29.03778428895237"
"306000","1020","1020","1020","31.129234755549355","31.129234755549355","31.129234755549355","1020","1020","1020","30.698855596706515","30.698855596706515","30.698855596706515","1020","1020","1020","29.560469688429645","29.560469688429645","29.560469688429645","1020","1020","1020","30.664883977194222","30.664883977194222","30.664883977194222","1020","1020","1020","31.15051946177008","31.15051946177008","31.15051946177008","1020","1020","1020","32.33828573087088","32.33828573087088","32.33828573087088","1020","1020","1020","32.6562450116568","32.6562450116568","32.6562450116568","1020","1020","1020","31.35314369790959","31.35314369790959","31.35314369790959","1020","1020","1020","32.70154184186948","32.70154184186948","32.70154184186948","1020","1020","1020","28.292645757729606","28.292645757729606","28.292645757729606"
"307500","1025","1025","1025","31.139712011599602","31.139712011599602","31.139712011599602","1025","1025","1025","30.94934162502898","30.94934162502898","30.94934162502898","1025","1025","1025","29.905015041903354","29.905015041903354","29.905015041903354","1025","1025","1025","30.717904228522166","30.717904228522166","30.717904228522166","1025","1025","1025","31.245946927899293","31.245946927899293","31.245946927899293","1025","1025","1025","32.2757624296151","32.2757624296151","32.2757624296151","1025","1025","1025","32.122499917966124","32.122499917966124","32.122499917966124","1025","1025","1025","30.535191158464887","30.535191158464887","30.535191158464887","1025","1025","1025","32.67029059936981","32.67029059936981","32.67029059936981","1025","1025","1025","28.125116491492044","28.125116491492044","28.125116491492044"
"309000","1030","1030","1030","31.24771278753035","31.24771278753035","31.24771278753035","1030","1030","1030","31.07649571857426","31.07649571857426","31.07649571857426","1030","1030","1030","29.349162907927763","29.349162907927763","29.349162907927763","1030","1030","1030","30.34848702345455","30.34848702345455","30.34848702345455","1030","1030","1030","30.98658428416386","30.98658428416386","30.98658428416386","1030","1030","1030","32.26267337089495","32.26267337089495","32.26267337089495","1030","1030","1030","32.10369502295792","32.10369502295792","32.10369502295792","1030","1030","1030","29.880359155135643","29.880359155135643","29.880359155135643","1030","1030","1030","32.61609105913258","32.61609105913258","32.61609105913258","1030","1030","1030","28.208028428487886","28.208028428487886","28.208028428487886"
"310500","1035","1035","1035","31.39937912440882","31.39937912440882","31.39937912440882","1035","1035","1035","31.7611756594934","31.7611756594934","31.7611756594934","1035","1035","1035","29.535431048545338","29.535431048545338","29.535431048545338","1035","1035","1035","30.687811344439293","30.687811344439293","30.687811344439293","1035","1035","1035","30.672775300777","30.672775300777","30.672775300777","1035","1035","1035","32.26832045216997","32.26832045216997","32.26832045216997","1035","1035","1035","32.20795740983086","32.20795740983086","32.20795740983086","1035","1035","1035","30.524772881037233","30.524772881037233","30.524772881037233","1035","1035","1035","31.961483171262376","31.961483171262376","31.961483171262376","1035","1035","1035","27.486847932977117","27.486847932977117","27.486847932977117"
"312000","1040","1040","1040","31.01693249685978","31.01693249685978","31.01693249685978","1040","1040","1040","31.970588235682786","31.970588235682786","31.970588235682786","1040","1040","1040","29.9256468185984","29.9256468185984","29.9256468185984","1040","1040","1040","30.946015571296694","30.946015571296694","30.946015571296694","1040","1040","1040","30.64736527191219","30.64736527191219","30.64736527191219","1040","1040","1040","32.432699174918234","32.432699174918234","32.432699174918234","1040","1040","1040","32.05182595144615","32.05182595144615","32.05182595144615","1040","1040","1040","30.288857178804378","30.288857178804378","30.288857178804378","1040","1040","1040","31.603057121017724","31.603057121017724","31.603057121017724","1040","1040","1040","28.01784603534842","28.01784603534842","28.01784603534842"
"313500","1045","1045","1045","31.417763630988123","31.417763630988123","31.417763630988123","1045","1045","1045","32.17730378471576","32.17730378471576","32.17730378471576","1045","1045","1045","30.26094633344673","30.26094633344673","30.26094633344673","1045","1045","1045","31.581831151224602","31.581831151224602","31.581831151224602","1045","1045","1045","30.753872745587227","30.753872745587227","30.753872745587227","1045","1045","1045","33.08164527856508","33.08164527856508","33.08164527856508","1045","1045","1045","32.08782975446181","32.08782975446181","32.08782975446181","1045","1045","1045","30.374437474448488","30.374437474448488","30.374437474448488","1045","1045","1045","32.01766390294635","32.01766390294635","32.01766390294635","1045","1045","1045","28.570968588653344","28.570968588653344","28.570968588653344"
"315000","1050","1050","1050","31.366299281946873","31.366299281946873","31.366299281946873","1050","1050","1050","31.433401634584648","31.433401634584648","31.433401634584648","1050","1050","1050","30.16295792413067","30.16295792413067","30.16295792413067","1050","1050","1050","31.096274514244236","31.096274514244236","31.096274514244236","1050","1050","1050","30.369429240882695","30.369429240882695","30.369429240882695","1050","1050","1050","33.82649051499044","33.82649051499044","33.82649051499044","1050","1050","1050","32.22516893326274","32.22516893326274","32.22516893326274","1050","1050","1050","29.96555973553519","29.96555973553519","29.96555973553519","1050","1050","1050","32.14705707792135","32.14705707792135","32.14705707792135","1050","1050","1050","28.452552968702552","28.452552968702552","28.452552968702552"
"316500","1055","1055","1055","30.789128789575578","30.789128789575578","30.789128789575578","1055","1055","1055","31.206698128196614","31.206698128196614","31.206698128196614","1055","1055","1055","30.103110815338614","30.103110815338614","30.103110815338614","1055","1055","1055","31.569371500915537","31.569371500915537","31.569371500915537","1055","1055","1055","30.413769855713035","30.413769855713035","30.413769855713035","1055","1055","1055","33.7619585590554","33.7619585590554","33.7619585590554","1055","1055","1055","31.81069723382892","31.81069723382892","31.81069723382892","1055","1055","1055","30.152952854144495","30.152952854144495","30.152952854144495","1055","1055","1055","32.21755326256504","32.21755326256504","32.21755326256504","1055","1055","1055","28.247055072582665","28.247055072582665","28.247055072582665"
"318000","1060","1060","1060","30.93368210345939","30.93368210345939","30.93368210345939","1060","1060","1060","31.47461301942772","31.47461301942772","31.47461301942772","1060","1060","1060","29.70004014951554","29.70004014951554","29.70004014951554","1060","1060","1060","31.44487762666766","31.44487762666766","31.44487762666766","1060","1060","1060","30.055678933243566","30.055678933243566","30.055678933243566","1060","1060","1060","33.90030260694014","33.90030260694014","33.90030260694014","1060","1060","1060","31.57031961765872","31.57031961765872","31.57031961765872","1060","1060","1060","30.767161257397028","30.767161257397028","30.767161257397028","1060","1060","1060","32.15675251509751","32.15675251509751","32.15675251509751","1060","1060","1060","28.77812218685153","28.77812218685153","28.77812218685153"
"319500","1065","1065","1065","31.235286309616395","31.235286309616395","31.235286309616395","1065","1065","1065","31.116543825490083","31.116543825490083","31.116543825490083","1065","1065","1065","29.92882350940589","29.92882350940589","29.92882350940589","1065","1065","1065","31.644766742785734","31.644766742785734","31.644766742785734","1065","1065","1065","29.9534841263243","29.9534841263243","29.9534841263243","1065","1065","1065","33.519665577768436","33.519665577768436","33.519665577768436","1065","1065","1065","31.44127151398115","31.44127151398115","31.44127151398115","1065","1065","1065","31.140058772667523","31.140058772667523","31.140058772667523","1065","1065","1065","32.47596307801787","32.47596307801787","32.47596307801787","1065","1065","1065","28.99763835734015","28.99763835734015","28.99763835734015"
"321000","1070","1070","1070","31.377421014839257","31.377421014839257","31.377421014839257","1070","1070","1070","30.803127066979368","30.803127066979368","30.803127066979368","1070","1070","1070","29.96630102974682","29.96630102974682","29.96630102974682","1070","1070","1070","31.591017626761598","31.591017626761598","31.591017626761598","1070","1070","1070","30.149893675602815","30.149893675602815","30.149893675602815","1070","1070","1070","32.696825795001615","32.696825795001615","32.696825795001615","1070","1070","1070","31.820070960258633","31.820070960258633","31.820070960258633","1070","1070","1070","31.198280689798963","31.198280689798963","31.198280689798963","1070","1070","1070","32.18279522090043","32.18279522090043","32.18279522090043","1070","1070","1070","28.795480543938652","28.795480543938652","28.795480543938652"
"322500","1075","1075","1075","30.86954858242029","30.86954858242029","30.86954858242029","1075","1075","1075","30.71430852839192","30.71430852839192","30.71430852839192","1075","1075","1075","29.907096138446306","29.907096138446306","29.907096138446306","1075","1075","1075","32.257187612873025","32.257187612873025","32.257187612873025","1075","1075","1075","30.306284111832657","30.306284111832657","30.306284111832657","1075","1075","1075","33.25344104400914","33.25344104400914","33.25344104400914","1075","1075","1075","32.290109964539354","32.290109964539354","32.290109964539354","1075","1075","1075","31.004978977814115","31.004978977814115","31.004978977814115","1075","1075","1075","32.15536975085655","32.15536975085655","32.15536975085655","1075","1075","1075","29.027515207259615","29.027515207259615","29.027515207259615"
"324000","1080","1080","1080","30.891064763046284","30.891064763046284","30.891064763046284","1080","1080","1080","30.262790761829923","30.262790761829923","30.262790761829923","1080","1080","1080","30.160730193777344","30.160730193777344","30.160730193777344","1080","1080","1080","32.50433377957338","32.50433377957338","32.50433377957338","1080","1080","1080","30.797387008298028","30.797387008298028","30.797387008298028","1080","1080","1080","33.78176483248124","33.78176483248124","33.78176483248124","1080","1080","1080","32.71904063537513","32.71904063537513","32.71904063537513","1080","1080","1080","31.406151507174982","31.406151507174982","31.406151507174982","1080","1080","1080","32.18297302783467","32.18297302783467","32.18297302783467","1080","1080","1080","28.69613960483649","28.69613960483649","28.69613960483649"
"325500","1085","1085","1085","30.814327063094265","30.814327063094265","30.814327063094265","1085","1085","1085","30.51020690866002","30.51020690866002","30.51020690866002","1085","1085","1085","30.574960151011293","30.574960151011293","30.574960151011293","1085","1085","1085","32.30058525480496","32.30058525480496","32.30058525480496","1085","1085","1085","30.818311321495656","30.818311321495656","30.818311321495656","1085","1085","1085","33.49148384314255","33.49148384314255","33.49148384314255","1085","1085","1085","33.264211830231396","33.264211830231396","33.264211830231396","1085","1085","1085","31.23547348191265","31.23547348191265","31.23547348191265","1085","1085","1085","31.96022564601278","31.96022564601278","31.96022564601278","1085","1085","1085","28.48263795527404","28.48263795527404","28.48263795527404"
"327000","1090","1090","1090","31.305617110747367","31.305617110747367","31.305617110747367","1090","1090","1090","30.48950904732793","30.48950904732793","30.48950904732793","1090","1090","1090","30.94816133129252","30.94816133129252","30.94816133129252","1090","1090","1090","31.548272925696228","31.548272925696228","31.548272925696228","1090","1090","1090","31.149922143174035","31.149922143174035","31.149922143174035","1090","1090","1090","33.4584358950383","33.4584358950383","33.4584358950383","1090","1090","1090","33.79634843986535","33.79634843986535","33.79634843986535","1090","1090","1090","31.73500996585374","31.73500996585374","31.73500996585374","1090","1090","1090","32.229457593978985","32.229457593978985","32.229457593978985","1090","1090","1090","28.214638230134543","28.214638230134543","28.214638230134543"
"328500","1095","1095","1095","31.478546528829305","31.478546528829305","31.478546528829305","1095","1095","1095","31.104411884854102","31.104411884854102","31.104411884854102","1095","1095","1095","30.750840544903845","30.750840544903845","30.750840544903845","1095","1095","1095","31.156768064900668","31.156768064900668","31.156768064900668","1095","1095","1095","32.17339426908988","32.17339426908988","32.17339426908988","1095","1095","1095","33.12738480821831","33.12738480821831","33.12738480821831","1095","1095","1095","33.73438090599084","33.73438090599084","33.73438090599084","1095","1095","1095","32.40587504016856","32.40587504016856","32.40587504016856","1095","1095","1095","32.34196095352811","32.34196095352811","32.34196095352811","1095","1095","1095","28.449977752364877","28.449977752364877","28.449977752364877"
"330000","1100","1100","1100","31.29730770201811","31.29730770201811","31.29730770201811","1100","1100","1100","30.812632416724437","30.812632416724437","30.812632416724437","1100","1100","1100","30.844937284171124","30.844937284171124","30.844937284171124","1100","1100","1100","30.865095565961322","30.865095565961322","30.865095565961322","1100","1100","1100","32.44741075053818","32.44741075053818","32.44741075053818","1100","1100","1100","33.118822953095375","33.118822953095375","33.118822953095375","1100","1100","1100","33.34812395216697","33.34812395216697","33.34812395216697","1100","1100","1100","31.427993951135466","31.427993951135466","31.427993951135466","1100","1100","1100","32.25258763259063","32.25258763259063","32.25258763259063","1100","1100","1100","28.854231810622714","28.854231810622714","28.854231810622714"
"331500","1105","1105","1105","31.299727957321352","31.299727957321352","31.299727957321352","1105","1105","1105","30.98253021119521","30.98253021119521","30.98253021119521","1105","1105","1105","31.192000415964195","31.192000415964195","31.192000415964195","1105","1105","1105","31.050958109173745","31.050958109173745","31.050958109173745","1105","1105","1105","32.66812406193566","32.66812406193566","32.66812406193566","1105","1105","1105","32.55906794711526","32.55906794711526","32.55906794711526","1105","1105","1105","33.43646417558072","33.43646417558072","33.43646417558072","1105","1105","1105","31.506633400912655","31.506633400912655","31.506633400912655","1105","1105","1105","32.5083181969723","32.5083181969723","32.5083181969723","1105","1105","1105","29.28039520053775","29.28039520053775","29.28039520053775"
"333000","1110","1110","1110","31.056923340338617","31.056923340338617","31.056923340338617","1110","1110","1110","30.61488880442158","30.61488880442158","30.61488880442158","1110","1110","1110","31.61275486693208","31.61275486693208","31.61275486693208","1110","1110","1110","31.590066456191984","31.590066456191984","31.590066456191984","1110","1110","1110","32.48576224029194","32.48576224029194","32.48576224029194","1110","1110","1110","32.45524518394144","32.45524518394144","32.45524518394144","1110","1110","1110","33.50664984265543","33.50664984265543","33.50664984265543","1110","1110","1110","31.867399429383628","31.867399429383628","31.867399429383628","1110","1110","1110","32.13779045914523","32.13779045914523","32.13779045914523","1110","1110","1110","30.318353198685838","30.318353198685838","30.318353198685838"
"334500","1115","1115","1115","31.104373519425902","31.104373519425902","31.104373519425902","1115","1115","1115","30.70938911030136","30.70938911030136","30.70938911030136","1115","1115","1115","31.506614753817775","31.506614753817775","31.506614753817775","1115","1115","1115","31.55134899005382","31.55134899005382","31.55134899005382","1115","1115","1115","31.839870217931903","31.839870217931903","31.839870217931903","1115","1115","1115","32.914724335735876","32.914724335735876","32.914724335735876","1115","1115","1115","33.44808289361403","33.44808289361403","33.44808289361403","1115","1115","1115","31.019691805564875","31.019691805564875","31.019691805564875","1115","1115","1115","32.58574109471267","32.58574109471267","32.58574109471267","1115","1115","1115","30.77734900746676","30.77734900746676","30.77734900746676"
"336000","1120","1120","1120","31.75656671669458","31.75656671669458","31.75656671669458","1120","1120","1120","30.8624146305623","30.8624146305623","30.8624146305623","1120","1120","1120","31.186299537692495","31.186299537692495","31.186299537692495","1120","1120","1120","31.457475671621605","31.457475671621605","31.457475671621605","1120","1120","1120","31.686423571342647","31.686423571342647","31.686423571342647","1120","1120","1120","32.77436990670046","32.77436990670046","32.77436990670046","1120","1120","1120","34.13736607055762","34.13736607055762","34.13736607055762","1120","1120","1120","31.198118689014677","31.198118689014677","31.198118689014677","1120","1120","1120","32.60639258940964","32.60639258940964","32.60639258940964","1120","1120","1120","30.78521919634154","30.78521919634154","30.78521919634154"
"337500","1125","1125","1125","31.514941484737943","31.514941484737943","31.514941484737943","1125","1125","1125","31.55671406188505","31.55671406188505","31.55671406188505","1125","1125","1125","31.372341614734122","31.372341614734122","31.372341614734122","1125","1125","1125","30.48075384079327","30.48075384079327","30.48075384079327","1125","1125","1125","31.144278596034916","31.144278596034916","31.144278596034916","1125","1125","1125","32.55361372565745","32.55361372565745","32.55361372565745","1125","1125","1125","34.31890910106431","34.31890910106431","34.31890910106431","1125","1125","1125","31.6108575467227","31.6108575467227","31.6108575467227","1125","1125","1125","31.88747049569753","31.88747049569753","31.88747049569753","1125","1125","1125","31.185865948204846","31.185865948204846","31.185865948204846"
"339000","1130","1130","1130","31.863129647299726","31.863129647299726","31.863129647299726","1130","1130","1130","32.530661193849845","32.530661193849845","32.530661193849845","1130","1130","1130","31.395059499631035","31.395059499631035","31.395059499631035","1130","1130","1130","31.36693996894459","31.36693996894459","31.36693996894459","1130","1130","1130","30.222338187893374","30.222338187893374","30.222338187893374","1130","1130","1130","32.0730028589387","32.0730028589387","32.0730028589387","1130","1130","1130","34.067008716396586","34.067008716396586","34.067008716396586","1130","1130","1130","30.74099223786355","30.74099223786355","30.74099223786355","1130","1130","1130","31.95715479653625","31.95715479653625","31.95715479653625","1130","1130","1130","32.02719909795573","32.02719909795573","32.02719909795573"
"340500","1135","1135","1135","32.32265785246774","32.32265785246774","32.32265785246774","1135","1135","1135","32.53265088420927","32.53265088420927","32.53265088420927","1135","1135","1135","31.798772013819907","31.798772013819907","31.798772013819907","1135","1135","1135","31.3607633372648","31.3607633372648","31.3607633372648","1135","1135","1135","29.939409713026848","29.939409713026848","29.939409713026848","1135","1135","1135","31.562173244613874","31.562173244613874","31.562173244613874","1135","1135","1135","33.58986507941195","33.58986507941195","33.58986507941195","1135","1135","1135","30.880718121716882","30.880718121716882","30.880718121716882","1135","1135","1135","31.62516337652547","31.62516337652547","31.62516337652547","1135","1135","1135","32.04353394260178","32.04353394260178","32.04353394260178"
"342000","1140","1140","1140","32.14332016319146","32.14332016319146","32.14332016319146","1140","1140","1140","32.17526206587997","32.17526206587997","32.17526206587997","1140","1140","1140","31.570998200295175","31.570998200295175","31.570998200295175","1140","1140","1140","31.826154222156994","31.826154222156994","31.826154222156994","1140","1140","1140","30.293304277032316","30.293304277032316","30.293304277032316","1140","1140","1140","31.26858676628551","31.26858676628551","31.26858676628551","1140","1140","1140","33.580776134705225","33.580776134705225","33.580776134705225","1140","1140","1140","31.08214559216247","31.08214559216247","31.08214559216247","1140","1140","1140","32.477851136868736","32.477851136868736","32.477851136868736","1140","1140","1140","32.14524601722542","32.14524601722542","32.14524601722542"
"343500","1145","1145","1145","32.56830703756463","32.56830703756463","32.56830703756463","1145","1145","1145","32.35023579253698","32.35023579253698","32.35023579253698","1145","1145","1145","31.877067416976985","31.877067416976985","31.877067416976985","1145","1145","1145","32.08092565903143","32.08092565903143","32.08092565903143","1145","1145","1145","29.749666753944158","29.749666753944158","29.749666753944158","1145","1145","1145","30.82535205259416","30.82535205259416","30.82535205259416","1145","1145","1145","33.278007795756665","33.278007795756665","33.278007795756665","1145","1145","1145","31.499252088392968","31.499252088392968","31.499252088392968","1145","1145","1145","32.40553302758897","32.40553302758897","32.40553302758897","1145","1145","1145","32.494559123572806","32.494559123572806","32.494559123572806"
"345000","1150","1150","1150","32.70394056116702","32.70394056116702","32.70394056116702","1150","1150","1150","32.64014155828408","32.64014155828408","32.64014155828408","1150","1150","1150","31.861020867670504","31.861020867670504","31.861020867670504","1150","1150","1150","32.481814302758565","32.481814302758565","32.481814302758565","1150","1150","1150","29.045601154853326","29.045601154853326","29.045601154853326","1150","1150","1150","31.149178067800054","31.149178067800054","31.149178067800054","1150","1150","1150","33.45498227137287","33.45498227137287","33.45498227137287","1150","1150","1150","32.02824343801346","32.02824343801346","32.02824343801346","1150","1150","1150","32.139247542596266","32.139247542596266","32.139247542596266","1150","1150","1150","32.976731694897836","32.976731694897836","32.976731694897836"
"346500","1155","1155","1155","32.948516318203126","32.948516318203126","32.948516318203126","1155","1155","1155","32.74588171721414","32.74588171721414","32.74588171721414","1155","1155","1155","32.08901613314445","32.08901613314445","32.08901613314445","1155","1155","1155","32.270846551063116","32.270846551063116","32.270846551063116","1155","1155","1155","29.74457540704243","29.74457540704243","29.74457540704243","1155","1155","1155","30.918724819603128","30.918724819603128","30.918724819603128","1155","1155","1155","33.22398024801371","33.22398024801371","33.22398024801371","1155","1155","1155","32.6086407481708","32.6086407481708","32.6086407481708","1155","1155","1155","32.57089775565293","32.57089775565293","32.57089775565293","1155","1155","1155","33.02365659008091","33.02365659008091","33.02365659008091"
"348000","1160","1160","1160","32.98601237906815","32.98601237906815","32.98601237906815","1160","1160","1160","32.31173413565515","32.31173413565515","32.31173413565515","1160","1160","1160","32.74779843075459","32.74779843075459","32.74779843075459","1160","1160","1160","31.846640453529208","31.846640453529208","31.846640453529208","1160","1160","1160","29.82955385616643","29.82955385616643","29.82955385616643","1160","1160","1160","31.051028566964625","31.051028566964625","31.051028566964625","1160","1160","1160","33.20980565426387","33.20980565426387","33.20980565426387","1160","1160","1160","31.900882283640748","31.900882283640748","31.900882283640748","1160","1160","1160","33.06279028580886","33.06279028580886","33.06279028580886","1160","1160","1160","33.43604938953592","33.43604938953592","33.43604938953592"
"349500","1165","1165","1165","33.4528740136321","33.4528740136321","33.4528740136321","1165","1165","1165","31.712497085307692","31.712497085307692","31.712497085307692","1165","1165","1165","32.36643410021094","32.36643410021094","32.36643410021094","1165","1165","1165","31.694210883771625","31.694210883771625","31.694210883771625","1165","1165","1165","30.03498494457603","30.03498494457603","30.03498494457603","1165","1165","1165","30.91717809174723","30.91717809174723","30.91717809174723","1165","1165","1165","33.0791024458347","33.0791024458347","33.0791024458347","1165","1165","1165","32.230577181654","32.230577181654","32.230577181654","1165","1165","1165","32.98049337229501","32.98049337229501","32.98049337229501","1165","1165","1165","33.19489323552032","33.19489323552032","33.19489323552032"
"351000","1170","1170","1170","32.92864377745812","32.92864377745812","32.92864377745812","1170","1170","1170","31.728027632654","31.728027632654","31.728027632654","1170","1170","1170","32.11645092988246","32.11645092988246","32.11645092988246","1170","1170","1170","31.192654702259997","31.192654702259997","31.192654702259997","1170","1170","1170","30.44589884837238","30.44589884837238","30.44589884837238","1170","1170","1170","30.283152311733314","30.283152311733314","30.283152311733314","1170","1170","1170","32.55791118726526","32.55791118726526","32.55791118726526","1170","1170","1170","31.987750963270877","31.987750963270877","31.987750963270877","1170","1170","1170","33.3150964981936","33.3150964981936","33.3150964981936","1170","1170","1170","33.84034232759288","33.84034232759288","33.84034232759288"
"352500","1175","1175","1175","33.115752985263875","33.115752985263875","33.115752985263875","1175","1175","1175","32.12915390034966","32.12915390034966","32.12915390034966","1175","1175","1175","32.871477048511125","32.871477048511125","32.871477048511125","1175","1175","1175","31.717303973097337","31.717303973097337","31.717303973097337","1175","1175","1175","30.558155134042323","30.558155134042323","30.558155134042323","1175","1175","1175","29.888893423299123","29.888893423299123","29.888893423299123","1175","1175","1175","31.76422620211036","31.76422620211036","31.76422620211036","1175","1175","1175","32.45251306403021","32.45251306403021","32.45251306403021","1175","1175","1175","33.32219171680638","33.32219171680638","33.32219171680638","1175","1175","1175","33.98798392863147","33.98798392863147","33.98798392863147"
"354000","1180","1180","1180","33.44698929897539","33.44698929897539","33.44698929897539","1180","1180","1180","32.09707555069747","32.09707555069747","32.09707555069747","1180","1180","1180","33.360624304447036","33.360624304447036","33.360624304447036","1180","1180","1180","31.945323770842634","31.945323770842634","31.945323770842634","1180","1180","1180","29.959944707902086","29.959944707902086","29.959944707902086","1180","1180","1180","29.76723824353227","29.76723824353227","29.76723824353227","1180","1180","1180","31.55273660749486","31.55273660749486","31.55273660749486","1180","1180","1180","31.94954155613511","31.94954155613511","31.94954155613511","1180","1180","1180","33.03327000285709","33.03327000285709","33.03327000285709","1180","1180","1180","34.29922478443509","34.29922478443509","34.29922478443509"
"355500","1185","1185","1185","33.62544694482019","33.62544694482019","33.62544694482019","1185","1185","1185","32.5328638977144","32.5328638977144","32.5328638977144","1185","1185","1185","33.80798504240851","33.80798504240851","33.80798504240851","1185","1185","1185","31.958984432872025","31.958984432872025","31.958984432872025","1185","1185","1185","30.041646524643856","30.041646524643856","30.041646524643856","1185","1185","1185","29.568066265067618","29.568066265067618","29.568066265067618","1185","1185","1185","31.650132950610583","31.650132950610583","31.650132950610583","1185","1185","1185","31.47061953399935","31.47061953399935","31.47061953399935","1185","1185","1185","33.461574029187034","33.461574029187034","33.461574029187034","1185","1185","1185","33.72351058823394","33.72351058823394","33.72351058823394"
"357000","1190","1190","1190","34.15367283622007","34.15367283622007","34.15367283622007","1190","1190","1190","32.43014801463124","32.43014801463124","32.43014801463124","1190","1190","1190","33.962481676592375","33.962481676592375","33.962481676592375","1190","1190","1190","31.510760969039897","31.510760969039897","31.510760969039897","1190","1190","1190","30.064434825578054","30.064434825578054","30.064434825578054","1190","1190","1190","29.24478417686104","29.24478417686104","29.24478417686104","1190","1190","1190","32.16524664060938","32.16524664060938","32.16524664060938","1190","1190","1190","30.91025488101062","30.91025488101062","30.91025488101062","1190","1190","1190","33.22939042006134","33.22939042006134","33.22939042006134","1190","1190","1190","34.18726659603674","34.18726659603674","34.18726659603674"
"358500","1195","1195","1195","34.65750737443231","34.65750737443231","34.65750737443231","1195","1195","1195","32.449419592429635","32.449419592429635","32.449419592429635","1195","1195","1195","33.90697412311117","33.90697412311117","33.90697412311117","1195","1195","1195","32.0967692757998","32.0967692757998","32.0967692757998","1195","1195","1195","30.129429230478035","30.129429230478035","30.129429230478035","1195","1195","1195","29.34119756259323","29.34119756259323","29.34119756259323","1195","1195","1195","32.031723314577114","32.031723314577114","32.031723314577114","1195","1195","1195","31.225609427360826","31.225609427360826","31.225609427360826","1195","1195","1195","33.49312711759743","33.49312711759743","33.49312711759743","1195","1195","1195","34.881263434042374","34.881263434042374","34.881263434042374"
