"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_eval_collision_end_mean","wandering-sweep-4 - agent_eval_collision_end_mean__MIN","wandering-sweep-4 - agent_eval_collision_end_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_eval_collision_end_mean","sweet-sweep-3 - agent_eval_collision_end_mean__MIN","sweet-sweep-3 - agent_eval_collision_end_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_eval_collision_end_mean","lucky-sweep-2 - agent_eval_collision_end_mean__MIN","lucky-sweep-2 - agent_eval_collision_end_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_eval_collision_end_mean","clear-sweep-1 - agent_eval_collision_end_mean__MIN","clear-sweep-1 - agent_eval_collision_end_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_eval_collision_end_mean","playful-sweep-10 - agent_eval_collision_end_mean__MIN","playful-sweep-10 - agent_eval_collision_end_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_eval_collision_end_mean","fresh-sweep-8 - agent_eval_collision_end_mean__MIN","fresh-sweep-8 - agent_eval_collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_eval_collision_end_mean","jumping-sweep-5 - agent_eval_collision_end_mean__MIN","jumping-sweep-5 - agent_eval_collision_end_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_eval_collision_end_mean","good-sweep-4 - agent_eval_collision_end_mean__MIN","good-sweep-4 - agent_eval_collision_end_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_eval_collision_end_mean","sandy-sweep-3 - agent_eval_collision_end_mean__MIN","sandy-sweep-3 - agent_eval_collision_end_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_eval_collision_end_mean","youthful-sweep-1 - agent_eval_collision_end_mean__MIN","youthful-sweep-1 - agent_eval_collision_end_mean__MAX"
"271500","905","905","905","0","0","0","905","905","905","0","0","0","905","905","905","0","0","0","905","905","905","0.3333333333333333","0.3333333333333333","0.3333333333333333","905","905","905","0","0","0","905","905","905","0.3333333333333333","0.3333333333333333","0.3333333333333333","905","905","905","0","0","0","905","905","905","0.6666666666666666","0.6666666666666666","0.6666666666666666","905","905","905","0.3333333333333333","0.3333333333333333","0.3333333333333333","905","905","905","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"273000","910","910","910","0","0","0","910","910","910","0.3333333333333333","0.3333333333333333","0.3333333333333333","910","910","910","0","0","0","910","910","910","0.3333333333333333","0.3333333333333333","0.3333333333333333","910","910","910","0.6666666666666666","0.6666666666666666","0.6666666666666666","910","910","910","0.3333333333333333","0.3333333333333333","0.3333333333333333","910","910","910","0","0","0","910","910","910","0.6666666666666666","0.6666666666666666","0.6666666666666666","910","910","910","0.3333333333333333","0.3333333333333333","0.3333333333333333","910","910","910","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"274500","915","915","915","0.3333333333333333","0.3333333333333333","0.3333333333333333","915","915","915","0.3333333333333333","0.3333333333333333","0.3333333333333333","915","915","915","0.6666666666666666","0.6666666666666666","0.6666666666666666","915","915","915","0.3333333333333333","0.3333333333333333","0.3333333333333333","915","915","915","0.6666666666666666","0.6666666666666666","0.6666666666666666","915","915","915","0.3333333333333333","0.3333333333333333","0.3333333333333333","915","915","915","0.6666666666666666","0.6666666666666666","0.6666666666666666","915","915","915","0.6666666666666666","0.6666666666666666","0.6666666666666666","915","915","915","0.3333333333333333","0.3333333333333333","0.3333333333333333","915","915","915","0","0","0"
"276000","920","920","920","0.3333333333333333","0.3333333333333333","0.3333333333333333","920","920","920","0.6666666666666666","0.6666666666666666","0.6666666666666666","920","920","920","0","0","0","920","920","920","0.6666666666666666","0.6666666666666666","0.6666666666666666","920","920","920","1","1","1","920","920","920","0","0","0","920","920","920","0","0","0","920","920","920","0.3333333333333333","0.3333333333333333","0.3333333333333333","920","920","920","0","0","0","920","920","920","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"277500","925","925","925","0.6666666666666666","0.6666666666666666","0.6666666666666666","925","925","925","0","0","0","925","925","925","0.6666666666666666","0.6666666666666666","0.6666666666666666","925","925","925","0","0","0","925","925","925","0.3333333333333333","0.3333333333333333","0.3333333333333333","925","925","925","0.3333333333333333","0.3333333333333333","0.3333333333333333","925","925","925","0.3333333333333333","0.3333333333333333","0.3333333333333333","925","925","925","0","0","0","925","925","925","0","0","0","925","925","925","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"279000","930","930","930","0.3333333333333333","0.3333333333333333","0.3333333333333333","930","930","930","0.6666666666666666","0.6666666666666666","0.6666666666666666","930","930","930","0.3333333333333333","0.3333333333333333","0.3333333333333333","930","930","930","0.3333333333333333","0.3333333333333333","0.3333333333333333","930","930","930","0","0","0","930","930","930","0.3333333333333333","0.3333333333333333","0.3333333333333333","930","930","930","0.3333333333333333","0.3333333333333333","0.3333333333333333","930","930","930","0","0","0","930","930","930","0","0","0","930","930","930","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"280500","935","935","935","0.6666666666666666","0.6666666666666666","0.6666666666666666","935","935","935","0.3333333333333333","0.3333333333333333","0.3333333333333333","935","935","935","0.3333333333333333","0.3333333333333333","0.3333333333333333","935","935","935","0.6666666666666666","0.6666666666666666","0.6666666666666666","935","935","935","0.3333333333333333","0.3333333333333333","0.3333333333333333","935","935","935","0.3333333333333333","0.3333333333333333","0.3333333333333333","935","935","935","0","0","0","935","935","935","0","0","0","935","935","935","0","0","0","935","935","935","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"282000","940","940","940","0.3333333333333333","0.3333333333333333","0.3333333333333333","940","940","940","0","0","0","940","940","940","0.3333333333333333","0.3333333333333333","0.3333333333333333","940","940","940","0","0","0","940","940","940","0.3333333333333333","0.3333333333333333","0.3333333333333333","940","940","940","0","0","0","940","940","940","0","0","0","940","940","940","0","0","0","940","940","940","0","0","0","940","940","940","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"283500","945","945","945","0.3333333333333333","0.3333333333333333","0.3333333333333333","945","945","945","0.3333333333333333","0.3333333333333333","0.3333333333333333","945","945","945","0.3333333333333333","0.3333333333333333","0.3333333333333333","945","945","945","0","0","0","945","945","945","0.3333333333333333","0.3333333333333333","0.3333333333333333","945","945","945","0","0","0","945","945","945","0","0","0","945","945","945","0.3333333333333333","0.3333333333333333","0.3333333333333333","945","945","945","0.3333333333333333","0.3333333333333333","0.3333333333333333","945","945","945","0","0","0"
"285000","950","950","950","0.3333333333333333","0.3333333333333333","0.3333333333333333","950","950","950","0.6666666666666666","0.6666666666666666","0.6666666666666666","950","950","950","0.3333333333333333","0.3333333333333333","0.3333333333333333","950","950","950","0","0","0","950","950","950","0.3333333333333333","0.3333333333333333","0.3333333333333333","950","950","950","0.3333333333333333","0.3333333333333333","0.3333333333333333","950","950","950","0.6666666666666666","0.6666666666666666","0.6666666666666666","950","950","950","0","0","0","950","950","950","0.3333333333333333","0.3333333333333333","0.3333333333333333","950","950","950","0","0","0"
"286500","955","955","955","0","0","0","955","955","955","0.3333333333333333","0.3333333333333333","0.3333333333333333","955","955","955","0","0","0","955","955","955","0.3333333333333333","0.3333333333333333","0.3333333333333333","955","955","955","0.6666666666666666","0.6666666666666666","0.6666666666666666","955","955","955","0.3333333333333333","0.3333333333333333","0.3333333333333333","955","955","955","0.6666666666666666","0.6666666666666666","0.6666666666666666","955","955","955","0.3333333333333333","0.3333333333333333","0.3333333333333333","955","955","955","0.3333333333333333","0.3333333333333333","0.3333333333333333","955","955","955","0","0","0"
"288000","960","960","960","0","0","0","960","960","960","1","1","1","960","960","960","0","0","0","960","960","960","0.3333333333333333","0.3333333333333333","0.3333333333333333","960","960","960","0.6666666666666666","0.6666666666666666","0.6666666666666666","960","960","960","0","0","0","960","960","960","0","0","0","960","960","960","0.3333333333333333","0.3333333333333333","0.3333333333333333","960","960","960","0.6666666666666666","0.6666666666666666","0.6666666666666666","960","960","960","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"289500","965","965","965","0.3333333333333333","0.3333333333333333","0.3333333333333333","965","965","965","0.3333333333333333","0.3333333333333333","0.3333333333333333","965","965","965","0.3333333333333333","0.3333333333333333","0.3333333333333333","965","965","965","0.3333333333333333","0.3333333333333333","0.3333333333333333","965","965","965","0.6666666666666666","0.6666666666666666","0.6666666666666666","965","965","965","0.6666666666666666","0.6666666666666666","0.6666666666666666","965","965","965","0.3333333333333333","0.3333333333333333","0.3333333333333333","965","965","965","0","0","0","965","965","965","0.3333333333333333","0.3333333333333333","0.3333333333333333","965","965","965","0","0","0"
"291000","970","970","970","0","0","0","970","970","970","0","0","0","970","970","970","0.3333333333333333","0.3333333333333333","0.3333333333333333","970","970","970","0","0","0","970","970","970","0.3333333333333333","0.3333333333333333","0.3333333333333333","970","970","970","0.6666666666666666","0.6666666666666666","0.6666666666666666","970","970","970","0.6666666666666666","0.6666666666666666","0.6666666666666666","970","970","970","0","0","0","970","970","970","0","0","0","970","970","970","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"292500","975","975","975","0.3333333333333333","0.3333333333333333","0.3333333333333333","975","975","975","0","0","0","975","975","975","0.3333333333333333","0.3333333333333333","0.3333333333333333","975","975","975","0.6666666666666666","0.6666666666666666","0.6666666666666666","975","975","975","0","0","0","975","975","975","0","0","0","975","975","975","0","0","0","975","975","975","0","0","0","975","975","975","0","0","0","975","975","975","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"294000","980","980","980","0.3333333333333333","0.3333333333333333","0.3333333333333333","980","980","980","0","0","0","980","980","980","0","0","0","980","980","980","0.3333333333333333","0.3333333333333333","0.3333333333333333","980","980","980","0.6666666666666666","0.6666666666666666","0.6666666666666666","980","980","980","0.3333333333333333","0.3333333333333333","0.3333333333333333","980","980","980","0.3333333333333333","0.3333333333333333","0.3333333333333333","980","980","980","0","0","0","980","980","980","0.6666666666666666","0.6666666666666666","0.6666666666666666","980","980","980","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"295500","985","985","985","0.3333333333333333","0.3333333333333333","0.3333333333333333","985","985","985","0","0","0","985","985","985","0","0","0","985","985","985","0.6666666666666666","0.6666666666666666","0.6666666666666666","985","985","985","0.3333333333333333","0.3333333333333333","0.3333333333333333","985","985","985","0","0","0","985","985","985","1","1","1","985","985","985","0","0","0","985","985","985","0","0","0","985","985","985","0","0","0"
"297000","990","990","990","0","0","0","990","990","990","1","1","1","990","990","990","0","0","0","990","990","990","0","0","0","990","990","990","0","0","0","990","990","990","1","1","1","990","990","990","0","0","0","990","990","990","0.3333333333333333","0.3333333333333333","0.3333333333333333","990","990","990","0.3333333333333333","0.3333333333333333","0.3333333333333333","990","990","990","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"298500","995","995","995","0.6666666666666666","0.6666666666666666","0.6666666666666666","995","995","995","0.3333333333333333","0.3333333333333333","0.3333333333333333","995","995","995","0.3333333333333333","0.3333333333333333","0.3333333333333333","995","995","995","0.6666666666666666","0.6666666666666666","0.6666666666666666","995","995","995","0","0","0","995","995","995","0.6666666666666666","0.6666666666666666","0.6666666666666666","995","995","995","0","0","0","995","995","995","0.3333333333333333","0.3333333333333333","0.3333333333333333","995","995","995","0.3333333333333333","0.3333333333333333","0.3333333333333333","995","995","995","0","0","0"
"300000","1000","1000","1000","0","0","0","1000","1000","1000","1","1","1","1000","1000","1000","0.3333333333333333","0.3333333333333333","0.3333333333333333","1000","1000","1000","0","0","0","1000","1000","1000","0.3333333333333333","0.3333333333333333","0.3333333333333333","1000","1000","1000","0.6666666666666666","0.6666666666666666","0.6666666666666666","1000","1000","1000","0.3333333333333333","0.3333333333333333","0.3333333333333333","1000","1000","1000","0.3333333333333333","0.3333333333333333","0.3333333333333333","1000","1000","1000","0.3333333333333333","0.3333333333333333","0.3333333333333333","1000","1000","1000","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"301500","1005","1005","1005","0.3333333333333333","0.3333333333333333","0.3333333333333333","1005","1005","1005","0","0","0","1005","1005","1005","0.3333333333333333","0.3333333333333333","0.3333333333333333","1005","1005","1005","0.3333333333333333","0.3333333333333333","0.3333333333333333","1005","1005","1005","0","0","0","1005","1005","1005","0.3333333333333333","0.3333333333333333","0.3333333333333333","1005","1005","1005","0","0","0","1005","1005","1005","0.3333333333333333","0.3333333333333333","0.3333333333333333","1005","1005","1005","0.3333333333333333","0.3333333333333333","0.3333333333333333","1005","1005","1005","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"303000","1010","1010","1010","0","0","0","1010","1010","1010","0.6666666666666666","0.6666666666666666","0.6666666666666666","1010","1010","1010","0.6666666666666666","0.6666666666666666","0.6666666666666666","1010","1010","1010","0.3333333333333333","0.3333333333333333","0.3333333333333333","1010","1010","1010","0","0","0","1010","1010","1010","0.3333333333333333","0.3333333333333333","0.3333333333333333","1010","1010","1010","0","0","0","1010","1010","1010","0.6666666666666666","0.6666666666666666","0.6666666666666666","1010","1010","1010","0.3333333333333333","0.3333333333333333","0.3333333333333333","1010","1010","1010","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"304500","1015","1015","1015","0.3333333333333333","0.3333333333333333","0.3333333333333333","1015","1015","1015","0.3333333333333333","0.3333333333333333","0.3333333333333333","1015","1015","1015","0.3333333333333333","0.3333333333333333","0.3333333333333333","1015","1015","1015","0","0","0","1015","1015","1015","0.6666666666666666","0.6666666666666666","0.6666666666666666","1015","1015","1015","0.3333333333333333","0.3333333333333333","0.3333333333333333","1015","1015","1015","0.3333333333333333","0.3333333333333333","0.3333333333333333","1015","1015","1015","0.3333333333333333","0.3333333333333333","0.3333333333333333","1015","1015","1015","0","0","0","1015","1015","1015","0","0","0"
"306000","1020","1020","1020","0.3333333333333333","0.3333333333333333","0.3333333333333333","1020","1020","1020","0","0","0","1020","1020","1020","0.3333333333333333","0.3333333333333333","0.3333333333333333","1020","1020","1020","0","0","0","1020","1020","1020","0.3333333333333333","0.3333333333333333","0.3333333333333333","1020","1020","1020","0.3333333333333333","0.3333333333333333","0.3333333333333333","1020","1020","1020","0.3333333333333333","0.3333333333333333","0.3333333333333333","1020","1020","1020","0","0","0","1020","1020","1020","0.3333333333333333","0.3333333333333333","0.3333333333333333","1020","1020","1020","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"307500","1025","1025","1025","0.6666666666666666","0.6666666666666666","0.6666666666666666","1025","1025","1025","0.3333333333333333","0.3333333333333333","0.3333333333333333","1025","1025","1025","0.6666666666666666","0.6666666666666666","0.6666666666666666","1025","1025","1025","0.6666666666666666","0.6666666666666666","0.6666666666666666","1025","1025","1025","0","0","0","1025","1025","1025","0","0","0","1025","1025","1025","0","0","0","1025","1025","1025","0.6666666666666666","0.6666666666666666","0.6666666666666666","1025","1025","1025","0","0","0","1025","1025","1025","0","0","0"
"309000","1030","1030","1030","0.6666666666666666","0.6666666666666666","0.6666666666666666","1030","1030","1030","0.3333333333333333","0.3333333333333333","0.3333333333333333","1030","1030","1030","0.6666666666666666","0.6666666666666666","0.6666666666666666","1030","1030","1030","0","0","0","1030","1030","1030","0.6666666666666666","0.6666666666666666","0.6666666666666666","1030","1030","1030","0.3333333333333333","0.3333333333333333","0.3333333333333333","1030","1030","1030","0","0","0","1030","1030","1030","0","0","0","1030","1030","1030","0.3333333333333333","0.3333333333333333","0.3333333333333333","1030","1030","1030","0","0","0"
"310500","1035","1035","1035","0.3333333333333333","0.3333333333333333","0.3333333333333333","1035","1035","1035","0","0","0","1035","1035","1035","0.3333333333333333","0.3333333333333333","0.3333333333333333","1035","1035","1035","0.3333333333333333","0.3333333333333333","0.3333333333333333","1035","1035","1035","0","0","0","1035","1035","1035","0.6666666666666666","0.6666666666666666","0.6666666666666666","1035","1035","1035","0.3333333333333333","0.3333333333333333","0.3333333333333333","1035","1035","1035","0.3333333333333333","0.3333333333333333","0.3333333333333333","1035","1035","1035","0.3333333333333333","0.3333333333333333","0.3333333333333333","1035","1035","1035","0","0","0"
"312000","1040","1040","1040","0.6666666666666666","0.6666666666666666","0.6666666666666666","1040","1040","1040","0","0","0","1040","1040","1040","0","0","0","1040","1040","1040","0","0","0","1040","1040","1040","0.6666666666666666","0.6666666666666666","0.6666666666666666","1040","1040","1040","0.6666666666666666","0.6666666666666666","0.6666666666666666","1040","1040","1040","0","0","0","1040","1040","1040","1","1","1","1040","1040","1040","0.6666666666666666","0.6666666666666666","0.6666666666666666","1040","1040","1040","0","0","0"
"313500","1045","1045","1045","0","0","0","1045","1045","1045","0.6666666666666666","0.6666666666666666","0.6666666666666666","1045","1045","1045","0.3333333333333333","0.3333333333333333","0.3333333333333333","1045","1045","1045","0.3333333333333333","0.3333333333333333","0.3333333333333333","1045","1045","1045","0","0","0","1045","1045","1045","0","0","0","1045","1045","1045","0","0","0","1045","1045","1045","1","1","1","1045","1045","1045","0.3333333333333333","0.3333333333333333","0.3333333333333333","1045","1045","1045","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"315000","1050","1050","1050","0.6666666666666666","0.6666666666666666","0.6666666666666666","1050","1050","1050","0.3333333333333333","0.3333333333333333","0.3333333333333333","1050","1050","1050","0.3333333333333333","0.3333333333333333","0.3333333333333333","1050","1050","1050","0.3333333333333333","0.3333333333333333","0.3333333333333333","1050","1050","1050","0.3333333333333333","0.3333333333333333","0.3333333333333333","1050","1050","1050","0","0","0","1050","1050","1050","0","0","0","1050","1050","1050","0.3333333333333333","0.3333333333333333","0.3333333333333333","1050","1050","1050","0","0","0","1050","1050","1050","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"316500","1055","1055","1055","0.6666666666666666","0.6666666666666666","0.6666666666666666","1055","1055","1055","1","1","1","1055","1055","1055","0.3333333333333333","0.3333333333333333","0.3333333333333333","1055","1055","1055","0.3333333333333333","0.3333333333333333","0.3333333333333333","1055","1055","1055","0.3333333333333333","0.3333333333333333","0.3333333333333333","1055","1055","1055","0.3333333333333333","0.3333333333333333","0.3333333333333333","1055","1055","1055","0","0","0","1055","1055","1055","0.3333333333333333","0.3333333333333333","0.3333333333333333","1055","1055","1055","0.6666666666666666","0.6666666666666666","0.6666666666666666","1055","1055","1055","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"318000","1060","1060","1060","0","0","0","1060","1060","1060","0","0","0","1060","1060","1060","0.3333333333333333","0.3333333333333333","0.3333333333333333","1060","1060","1060","0.3333333333333333","0.3333333333333333","0.3333333333333333","1060","1060","1060","0.3333333333333333","0.3333333333333333","0.3333333333333333","1060","1060","1060","0.3333333333333333","0.3333333333333333","0.3333333333333333","1060","1060","1060","0","0","0","1060","1060","1060","0","0","0","1060","1060","1060","0.6666666666666666","0.6666666666666666","0.6666666666666666","1060","1060","1060","0","0","0"
"319500","1065","1065","1065","0.6666666666666666","0.6666666666666666","0.6666666666666666","1065","1065","1065","0","0","0","1065","1065","1065","0.3333333333333333","0.3333333333333333","0.3333333333333333","1065","1065","1065","0.3333333333333333","0.3333333333333333","0.3333333333333333","1065","1065","1065","0.6666666666666666","0.6666666666666666","0.6666666666666666","1065","1065","1065","0","0","0","1065","1065","1065","0.6666666666666666","0.6666666666666666","0.6666666666666666","1065","1065","1065","0.3333333333333333","0.3333333333333333","0.3333333333333333","1065","1065","1065","0.3333333333333333","0.3333333333333333","0.3333333333333333","1065","1065","1065","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"321000","1070","1070","1070","0.3333333333333333","0.3333333333333333","0.3333333333333333","1070","1070","1070","0.6666666666666666","0.6666666666666666","0.6666666666666666","1070","1070","1070","0","0","0","1070","1070","1070","0","0","0","1070","1070","1070","0.6666666666666666","0.6666666666666666","0.6666666666666666","1070","1070","1070","0.3333333333333333","0.3333333333333333","0.3333333333333333","1070","1070","1070","0.6666666666666666","0.6666666666666666","0.6666666666666666","1070","1070","1070","0.3333333333333333","0.3333333333333333","0.3333333333333333","1070","1070","1070","0.3333333333333333","0.3333333333333333","0.3333333333333333","1070","1070","1070","0","0","0"
"322500","1075","1075","1075","0","0","0","1075","1075","1075","0.6666666666666666","0.6666666666666666","0.6666666666666666","1075","1075","1075","0.3333333333333333","0.3333333333333333","0.3333333333333333","1075","1075","1075","0.6666666666666666","0.6666666666666666","0.6666666666666666","1075","1075","1075","0.3333333333333333","0.3333333333333333","0.3333333333333333","1075","1075","1075","0.3333333333333333","0.3333333333333333","0.3333333333333333","1075","1075","1075","0","0","0","1075","1075","1075","0.6666666666666666","0.6666666666666666","0.6666666666666666","1075","1075","1075","0","0","0","1075","1075","1075","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"324000","1080","1080","1080","1","1","1","1080","1080","1080","0.3333333333333333","0.3333333333333333","0.3333333333333333","1080","1080","1080","0","0","0","1080","1080","1080","0","0","0","1080","1080","1080","0.6666666666666666","0.6666666666666666","0.6666666666666666","1080","1080","1080","0.6666666666666666","0.6666666666666666","0.6666666666666666","1080","1080","1080","0","0","0","1080","1080","1080","0.3333333333333333","0.3333333333333333","0.3333333333333333","1080","1080","1080","0.3333333333333333","0.3333333333333333","0.3333333333333333","1080","1080","1080","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"325500","1085","1085","1085","0.6666666666666666","0.6666666666666666","0.6666666666666666","1085","1085","1085","0.3333333333333333","0.3333333333333333","0.3333333333333333","1085","1085","1085","0","0","0","1085","1085","1085","0","0","0","1085","1085","1085","0.6666666666666666","0.6666666666666666","0.6666666666666666","1085","1085","1085","0.3333333333333333","0.3333333333333333","0.3333333333333333","1085","1085","1085","0","0","0","1085","1085","1085","0.3333333333333333","0.3333333333333333","0.3333333333333333","1085","1085","1085","1","1","1","1085","1085","1085","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"327000","1090","1090","1090","0.3333333333333333","0.3333333333333333","0.3333333333333333","1090","1090","1090","0.3333333333333333","0.3333333333333333","0.3333333333333333","1090","1090","1090","0","0","0","1090","1090","1090","0","0","0","1090","1090","1090","0.3333333333333333","0.3333333333333333","0.3333333333333333","1090","1090","1090","0.6666666666666666","0.6666666666666666","0.6666666666666666","1090","1090","1090","0.3333333333333333","0.3333333333333333","0.3333333333333333","1090","1090","1090","0.6666666666666666","0.6666666666666666","0.6666666666666666","1090","1090","1090","0.3333333333333333","0.3333333333333333","0.3333333333333333","1090","1090","1090","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"328500","1095","1095","1095","0.3333333333333333","0.3333333333333333","0.3333333333333333","1095","1095","1095","0.6666666666666666","0.6666666666666666","0.6666666666666666","1095","1095","1095","0","0","0","1095","1095","1095","0","0","0","1095","1095","1095","0","0","0","1095","1095","1095","0.6666666666666666","0.6666666666666666","0.6666666666666666","1095","1095","1095","0.3333333333333333","0.3333333333333333","0.3333333333333333","1095","1095","1095","0","0","0","1095","1095","1095","0.3333333333333333","0.3333333333333333","0.3333333333333333","1095","1095","1095","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"330000","1100","1100","1100","0.6666666666666666","0.6666666666666666","0.6666666666666666","1100","1100","1100","0","0","0","1100","1100","1100","0","0","0","1100","1100","1100","0.6666666666666666","0.6666666666666666","0.6666666666666666","1100","1100","1100","0.3333333333333333","0.3333333333333333","0.3333333333333333","1100","1100","1100","0.3333333333333333","0.3333333333333333","0.3333333333333333","1100","1100","1100","0.3333333333333333","0.3333333333333333","0.3333333333333333","1100","1100","1100","0","0","0","1100","1100","1100","0.6666666666666666","0.6666666666666666","0.6666666666666666","1100","1100","1100","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"331500","1105","1105","1105","0.3333333333333333","0.3333333333333333","0.3333333333333333","1105","1105","1105","0.6666666666666666","0.6666666666666666","0.6666666666666666","1105","1105","1105","0","0","0","1105","1105","1105","0.3333333333333333","0.3333333333333333","0.3333333333333333","1105","1105","1105","0.6666666666666666","0.6666666666666666","0.6666666666666666","1105","1105","1105","1","1","1","1105","1105","1105","0","0","0","1105","1105","1105","0","0","0","1105","1105","1105","0.3333333333333333","0.3333333333333333","0.3333333333333333","1105","1105","1105","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"333000","1110","1110","1110","0","0","0","1110","1110","1110","0.3333333333333333","0.3333333333333333","0.3333333333333333","1110","1110","1110","0.3333333333333333","0.3333333333333333","0.3333333333333333","1110","1110","1110","0","0","0","1110","1110","1110","0.3333333333333333","0.3333333333333333","0.3333333333333333","1110","1110","1110","0.3333333333333333","0.3333333333333333","0.3333333333333333","1110","1110","1110","0.6666666666666666","0.6666666666666666","0.6666666666666666","1110","1110","1110","0","0","0","1110","1110","1110","0.3333333333333333","0.3333333333333333","0.3333333333333333","1110","1110","1110","0","0","0"
"334500","1115","1115","1115","0.3333333333333333","0.3333333333333333","0.3333333333333333","1115","1115","1115","0.3333333333333333","0.3333333333333333","0.3333333333333333","1115","1115","1115","0.3333333333333333","0.3333333333333333","0.3333333333333333","1115","1115","1115","0.3333333333333333","0.3333333333333333","0.3333333333333333","1115","1115","1115","1","1","1","1115","1115","1115","0","0","0","1115","1115","1115","0","0","0","1115","1115","1115","0.3333333333333333","0.3333333333333333","0.3333333333333333","1115","1115","1115","0.6666666666666666","0.6666666666666666","0.6666666666666666","1115","1115","1115","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"336000","1120","1120","1120","0.3333333333333333","0.3333333333333333","0.3333333333333333","1120","1120","1120","0","0","0","1120","1120","1120","0","0","0","1120","1120","1120","0","0","0","1120","1120","1120","0","0","0","1120","1120","1120","0","0","0","1120","1120","1120","0.3333333333333333","0.3333333333333333","0.3333333333333333","1120","1120","1120","0","0","0","1120","1120","1120","0.3333333333333333","0.3333333333333333","0.3333333333333333","1120","1120","1120","0","0","0"
"337500","1125","1125","1125","0.6666666666666666","0.6666666666666666","0.6666666666666666","1125","1125","1125","0","0","0","1125","1125","1125","0","0","0","1125","1125","1125","0","0","0","1125","1125","1125","0.3333333333333333","0.3333333333333333","0.3333333333333333","1125","1125","1125","0.3333333333333333","0.3333333333333333","0.3333333333333333","1125","1125","1125","0.6666666666666666","0.6666666666666666","0.6666666666666666","1125","1125","1125","0.6666666666666666","0.6666666666666666","0.6666666666666666","1125","1125","1125","0.3333333333333333","0.3333333333333333","0.3333333333333333","1125","1125","1125","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"339000","1130","1130","1130","0","0","0","1130","1130","1130","0","0","0","1130","1130","1130","0.3333333333333333","0.3333333333333333","0.3333333333333333","1130","1130","1130","0.3333333333333333","0.3333333333333333","0.3333333333333333","1130","1130","1130","0","0","0","1130","1130","1130","0","0","0","1130","1130","1130","0.3333333333333333","0.3333333333333333","0.3333333333333333","1130","1130","1130","0","0","0","1130","1130","1130","0","0","0","1130","1130","1130","0","0","0"
