"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - collision_end_mean","silvery-sweep-6 - collision_end_mean__MIN","silvery-sweep-6 - collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - collision_end_mean","jumping-sweep-5 - collision_end_mean__MIN","jumping-sweep-5 - collision_end_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - collision_end_mean","zany-sweep-4 - collision_end_mean__MIN","zany-sweep-4 - collision_end_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - collision_end_mean","visionary-sweep-3 - collision_end_mean__MIN","visionary-sweep-3 - collision_end_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - collision_end_mean","wandering-sweep-2 - collision_end_mean__MIN","wandering-sweep-2 - collision_end_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - collision_end_mean","eager-sweep-5 - collision_end_mean__MIN","eager-sweep-5 - collision_end_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - collision_end_mean","wild-sweep-3 - collision_end_mean__MIN","wild-sweep-3 - collision_end_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - collision_end_mean","blooming-sweep-4 - collision_end_mean__MIN","blooming-sweep-4 - collision_end_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - collision_end_mean","worldly-sweep-2 - collision_end_mean__MIN","worldly-sweep-2 - collision_end_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - collision_end_mean","eager-sweep-1 - collision_end_mean__MIN","eager-sweep-1 - collision_end_mean__MAX"
"298000","14875","14875","14875","0.04","0.04","0.04","14875","14875","14875","0","0","0","14875","14875","14875","0","0","0","14875","14875","14875","0","0","0","14875","14875","14875","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"298500","14900","14900","14900","0","0","0","14900","14900","14900","0","0","0","14900","14900","14900","0","0","0","14900","14900","14900","0","0","0","14900","14900","14900","0","0","0","4950","4950","4950","0","0","0","4950","4950","4950","0","0","0","4950","4950","4950","0","0","0","4950","4950","4950","0","0","0","4950","4950","4950","0","0","0"
"299000","14925","14925","14925","0","0","0","14925","14925","14925","0","0","0","14925","14925","14925","0","0","0","14925","14925","14925","0","0","0","14925","14925","14925","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"299500","14950","14950","14950","0","0","0","14950","14950","14950","0","0","0","14950","14950","14950","0","0","0","14950","14950","14950","0","0","0","14950","14950","14950","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300000","14975","14975","14975","0","0","0","14975","14975","14975","0","0","0","14975","14975","14975","0","0","0","14975","14975","14975","0","0","0","14975","14975","14975","0","0","0","4975","4975","4975","0.08","0.08","0.08","4975","4975","4975","0","0","0","4975","4975","4975","0","0","0","4975","4975","4975","0","0","0","4975","4975","4975","0","0","0"
"300500","15000","15000","15000","0","0","0","15000","15000","15000","0","0","0","15000","15000","15000","0","0","0","15000","15000","15000","0","0","0","15000","15000","15000","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"301000","15025","15025","15025","0","0","0","15025","15025","15025","0","0","0","15025","15025","15025","0","0","0","15025","15025","15025","0","0","0","15025","15025","15025","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"301500","15050","15050","15050","0","0","0","15050","15050","15050","0","0","0","15050","15050","15050","0","0","0","15050","15050","15050","0","0","0","15050","15050","15050","0","0","0","5000","5000","5000","0","0","0","5000","5000","5000","0","0","0","5000","5000","5000","0","0","0","5000","5000","5000","0","0","0","5000","5000","5000","0","0","0"
"302000","15075","15075","15075","0","0","0","15075","15075","15075","0","0","0","15075","15075","15075","0","0","0","15075","15075","15075","0","0","0","15075","15075","15075","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"302500","15100","15100","15100","0","0","0","15100","15100","15100","0","0","0","15100","15100","15100","0","0","0","15100","15100","15100","0","0","0","15100","15100","15100","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"303000","15125","15125","15125","0","0","0","15125","15125","15125","0","0","0","15125","15125","15125","0","0","0","15125","15125","15125","0","0","0","15125","15125","15125","0.04","0.04","0.04","5025","5025","5025","0","0","0","5025","5025","5025","0","0","0","5025","5025","5025","0","0","0","5025","5025","5025","0","0","0","5025","5025","5025","0","0","0"
"303500","15150","15150","15150","0","0","0","15150","15150","15150","0","0","0","15150","15150","15150","0","0","0","15150","15150","15150","0","0","0","15150","15150","15150","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"304000","15175","15175","15175","0","0","0","15175","15175","15175","0","0","0","15175","15175","15175","0","0","0","15175","15175","15175","0","0","0","15175","15175","15175","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"304500","15200","15200","15200","0","0","0","15200","15200","15200","0","0","0","15200","15200","15200","0","0","0","15200","15200","15200","0","0","0","15200","15200","15200","0","0","0","5050","5050","5050","0","0","0","5050","5050","5050","0","0","0","5050","5050","5050","0","0","0","5050","5050","5050","0","0","0","5050","5050","5050","0","0","0"
"305000","15225","15225","15225","0","0","0","15225","15225","15225","0","0","0","15225","15225","15225","0","0","0","15225","15225","15225","0","0","0","15225","15225","15225","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"305500","15250","15250","15250","0","0","0","15250","15250","15250","0","0","0","15250","15250","15250","0","0","0","15250","15250","15250","0","0","0","15250","15250","15250","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"306000","15275","15275","15275","0","0","0","15275","15275","15275","0","0","0","15275","15275","15275","0","0","0","15275","15275","15275","0","0","0","15275","15275","15275","0","0","0","5075","5075","5075","0","0","0","5075","5075","5075","0","0","0","5075","5075","5075","0","0","0","5075","5075","5075","0","0","0","5075","5075","5075","0","0","0"
"306500","15300","15300","15300","0","0","0","15300","15300","15300","0","0","0","15300","15300","15300","0","0","0","15300","15300","15300","0","0","0","15300","15300","15300","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"307000","15325","15325","15325","0","0","0","15325","15325","15325","0","0","0","15325","15325","15325","0","0","0","15325","15325","15325","0","0","0","15325","15325","15325","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"307500","15350","15350","15350","0","0","0","15350","15350","15350","0","0","0","15350","15350","15350","0","0","0","15350","15350","15350","0","0","0","15350","15350","15350","0","0","0","5100","5100","5100","0.04","0.04","0.04","5100","5100","5100","0","0","0","5100","5100","5100","0","0","0","5100","5100","5100","0.04","0.04","0.04","5100","5100","5100","0","0","0"
"308000","15375","15375","15375","0","0","0","15375","15375","15375","0","0","0","15375","15375","15375","0","0","0","15375","15375","15375","0","0","0","15375","15375","15375","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"308500","15400","15400","15400","0","0","0","15400","15400","15400","0","0","0","15400","15400","15400","0","0","0","15400","15400","15400","0","0","0","15400","15400","15400","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"309000","15425","15425","15425","0","0","0","15425","15425","15425","0","0","0","15425","15425","15425","0","0","0","15425","15425","15425","0","0","0","15425","15425","15425","0","0","0","5125","5125","5125","0","0","0","5125","5125","5125","0","0","0","5125","5125","5125","0","0","0","5125","5125","5125","0","0","0","5125","5125","5125","0","0","0"
"309500","15450","15450","15450","0","0","0","15450","15450","15450","0","0","0","15450","15450","15450","0","0","0","15450","15450","15450","0","0","0","15450","15450","15450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310000","15475","15475","15475","0","0","0","15475","15475","15475","0","0","0","15475","15475","15475","0","0","0","15475","15475","15475","0","0","0","15475","15475","15475","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310500","15500","15500","15500","0","0","0","15500","15500","15500","0","0","0","15500","15500","15500","0","0","0","15500","15500","15500","0","0","0","15500","15500","15500","0","0","0","5150","5150","5150","0.04","0.04","0.04","5150","5150","5150","0","0","0","5150","5150","5150","0","0","0","5150","5150","5150","0","0","0","5150","5150","5150","0.08","0.08","0.08"
"311000","15525","15525","15525","0","0","0","15525","15525","15525","0","0","0","15525","15525","15525","0","0","0","15525","15525","15525","0","0","0","15525","15525","15525","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"311500","15550","15550","15550","0","0","0","15550","15550","15550","0","0","0","15550","15550","15550","0","0","0","15550","15550","15550","0","0","0","15550","15550","15550","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"312000","15575","15575","15575","0","0","0","15575","15575","15575","0","0","0","15575","15575","15575","0","0","0","15575","15575","15575","0","0","0","15575","15575","15575","0","0","0","5175","5175","5175","0.04","0.04","0.04","5175","5175","5175","0","0","0","5175","5175","5175","0","0","0","5175","5175","5175","0","0","0","5175","5175","5175","0","0","0"
"312500","15600","15600","15600","0","0","0","15600","15600","15600","0","0","0","15600","15600","15600","0","0","0","15600","15600","15600","0","0","0","15600","15600","15600","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"313000","15625","15625","15625","0","0","0","15625","15625","15625","0","0","0","15625","15625","15625","0","0","0","15625","15625","15625","0","0","0","15625","15625","15625","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"313500","15650","15650","15650","0","0","0","15650","15650","15650","0","0","0","15650","15650","15650","0","0","0","15650","15650","15650","0","0","0","15650","15650","15650","0","0","0","5200","5200","5200","0","0","0","5200","5200","5200","0","0","0","5200","5200","5200","0","0","0","5200","5200","5200","0","0","0","5200","5200","5200","0","0","0"
"314000","15675","15675","15675","0","0","0","15675","15675","15675","0","0","0","15675","15675","15675","0","0","0","15675","15675","15675","0","0","0","15675","15675","15675","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"314500","15700","15700","15700","0","0","0","15700","15700","15700","0","0","0","15700","15700","15700","0","0","0","15700","15700","15700","0","0","0","15700","15700","15700","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"315000","15725","15725","15725","0","0","0","15725","15725","15725","0","0","0","15725","15725","15725","0","0","0","15725","15725","15725","0","0","0","15725","15725","15725","0","0","0","5225","5225","5225","0","0","0","5225","5225","5225","0","0","0","5225","5225","5225","0","0","0","5225","5225","5225","0","0","0","5225","5225","5225","0","0","0"
"315500","15750","15750","15750","0","0","0","15750","15750","15750","0","0","0","15750","15750","15750","0","0","0","15750","15750","15750","0","0","0","15750","15750","15750","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316000","15775","15775","15775","0","0","0","15775","15775","15775","0","0","0","15775","15775","15775","0.04","0.04","0.04","15775","15775","15775","0","0","0","15775","15775","15775","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316500","15800","15800","15800","0","0","0","15800","15800","15800","0","0","0","15800","15800","15800","0.04","0.04","0.04","15800","15800","15800","0","0","0","15800","15800","15800","0","0","0","5250","5250","5250","0","0","0","5250","5250","5250","0","0","0","5250","5250","5250","0","0","0","5250","5250","5250","0","0","0","5250","5250","5250","0","0","0"
"317000","15825","15825","15825","0","0","0","15825","15825","15825","0","0","0","15825","15825","15825","0.04","0.04","0.04","15825","15825","15825","0","0","0","15825","15825","15825","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"317500","15850","15850","15850","0","0","0","15850","15850","15850","0","0","0","15850","15850","15850","0","0","0","15850","15850","15850","0","0","0","15850","15850","15850","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"318000","15875","15875","15875","0","0","0","15875","15875","15875","0","0","0","15875","15875","15875","0","0","0","15875","15875","15875","0","0","0","15875","15875","15875","0","0","0","5275","5275","5275","0","0","0","5275","5275","5275","0","0","0","5275","5275","5275","0","0","0","5275","5275","5275","0.04","0.04","0.04","5275","5275","5275","0","0","0"
"318500","15900","15900","15900","0","0","0","15900","15900","15900","0","0","0","15900","15900","15900","0","0","0","15900","15900","15900","0","0","0","15900","15900","15900","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"319000","15925","15925","15925","0","0","0","15925","15925","15925","0","0","0","15925","15925","15925","0","0","0","15925","15925","15925","0","0","0","15925","15925","15925","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"319500","15950","15950","15950","0","0","0","15950","15950","15950","0","0","0","15950","15950","15950","0","0","0","15950","15950","15950","0","0","0","15950","15950","15950","0","0","0","5300","5300","5300","0","0","0","5300","5300","5300","0","0","0","5300","5300","5300","0","0","0","5300","5300","5300","0","0","0","5300","5300","5300","0","0","0"
"320000","15975","15975","15975","0","0","0","15975","15975","15975","0","0","0","15975","15975","15975","0","0","0","15975","15975","15975","0","0","0","15975","15975","15975","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320500","16000","16000","16000","0","0","0","16000","16000","16000","0","0","0","16000","16000","16000","0","0","0","16000","16000","16000","0","0","0","16000","16000","16000","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"321000","16025","16025","16025","0.04","0.04","0.04","16025","16025","16025","0","0","0","16025","16025","16025","0","0","0","16025","16025","16025","0","0","0","16025","16025","16025","0","0","0","5325","5325","5325","0","0","0","5325","5325","5325","0","0","0","5325","5325","5325","0","0","0","5325","5325","5325","0","0","0","5325","5325","5325","0","0","0"
"321500","16050","16050","16050","0.04","0.04","0.04","16050","16050","16050","0","0","0","16050","16050","16050","0","0","0","16050","16050","16050","0","0","0","16050","16050","16050","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322000","16075","16075","16075","0.04","0.04","0.04","16075","16075","16075","0","0","0","16075","16075","16075","0","0","0","16075","16075","16075","0","0","0","16075","16075","16075","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322500","16100","16100","16100","0","0","0","16100","16100","16100","0","0","0","16100","16100","16100","0","0","0","16100","16100","16100","0","0","0","16100","16100","16100","0","0","0","5350","5350","5350","0","0","0","5350","5350","5350","0","0","0","5350","5350","5350","0","0","0","5350","5350","5350","0","0","0","5350","5350","5350","0","0","0"
"323000","16125","16125","16125","0","0","0","16125","16125","16125","0","0","0","16125","16125","16125","0","0","0","16125","16125","16125","0","0","0","16125","16125","16125","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"323500","16150","16150","16150","0","0","0","16150","16150","16150","0","0","0","16150","16150","16150","0","0","0","16150","16150","16150","0","0","0","16150","16150","16150","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"324000","16175","16175","16175","0","0","0","16175","16175","16175","0","0","0","16175","16175","16175","0","0","0","16175","16175","16175","0","0","0","16175","16175","16175","0","0","0","5375","5375","5375","0","0","0","5375","5375","5375","0","0","0","5375","5375","5375","0","0","0","5375","5375","5375","0","0","0","5375","5375","5375","0","0","0"
"324500","16200","16200","16200","0","0","0","16200","16200","16200","0","0","0","16200","16200","16200","0","0","0","16200","16200","16200","0","0","0","16200","16200","16200","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325000","16225","16225","16225","0","0","0","16225","16225","16225","0","0","0","16225","16225","16225","0","0","0","16225","16225","16225","0","0","0","16225","16225","16225","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325500","16250","16250","16250","0","0","0","16250","16250","16250","0","0","0","16250","16250","16250","0","0","0","16250","16250","16250","0","0","0","16250","16250","16250","0","0","0","5400","5400","5400","0","0","0","5400","5400","5400","0","0","0","5400","5400","5400","0.04","0.04","0.04","5400","5400","5400","0","0","0","5400","5400","5400","0","0","0"
"326000","16275","16275","16275","0.04","0.04","0.04","16275","16275","16275","0","0","0","16275","16275","16275","0","0","0","16275","16275","16275","0","0","0","16275","16275","16275","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326500","16300","16300","16300","0.04","0.04","0.04","16300","16300","16300","0","0","0","16300","16300","16300","0","0","0","16300","16300","16300","0","0","0","16300","16300","16300","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"327000","16325","16325","16325","0","0","0","16325","16325","16325","0","0","0","16325","16325","16325","0","0","0","16325","16325","16325","0","0","0","16325","16325","16325","0","0","0","5425","5425","5425","0","0","0","5425","5425","5425","0","0","0","5425","5425","5425","0","0","0","5425","5425","5425","0.04","0.04","0.04","5425","5425","5425","0","0","0"
"327500","16350","16350","16350","0","0","0","16350","16350","16350","0","0","0","16350","16350","16350","0","0","0","16350","16350","16350","0","0","0","16350","16350","16350","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328000","16375","16375","16375","0","0","0","16375","16375","16375","0","0","0","16375","16375","16375","0","0","0","16375","16375","16375","0","0","0","16375","16375","16375","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328500","16400","16400","16400","0","0","0","16400","16400","16400","0","0","0","16400","16400","16400","0","0","0","16400","16400","16400","0","0","0","16400","16400","16400","0","0","0","5450","5450","5450","0","0","0","5450","5450","5450","0","0","0","5450","5450","5450","0","0","0","5450","5450","5450","0","0","0","5450","5450","5450","0","0","0"
"329000","16425","16425","16425","0","0","0","16425","16425","16425","0","0","0","16425","16425","16425","0","0","0","16425","16425","16425","0","0","0","16425","16425","16425","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"329500","16450","16450","16450","0","0","0","16450","16450","16450","0","0","0","16450","16450","16450","0","0","0","16450","16450","16450","0","0","0","16450","16450","16450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330000","16475","16475","16475","0","0","0","16475","16475","16475","0","0","0","16475","16475","16475","0","0","0","16475","16475","16475","0","0","0","16475","16475","16475","0","0","0","5475","5475","5475","0","0","0","5475","5475","5475","0","0","0","5475","5475","5475","0","0","0","5475","5475","5475","0","0","0","5475","5475","5475","0","0","0"
"330500","16500","16500","16500","0","0","0","16500","16500","16500","0","0","0","16500","16500","16500","0","0","0","16500","16500","16500","0","0","0","16500","16500","16500","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331000","16525","16525","16525","0","0","0","16525","16525","16525","0","0","0","16525","16525","16525","0","0","0","16525","16525","16525","0","0","0","16525","16525","16525","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331500","16550","16550","16550","0","0","0","16550","16550","16550","0","0","0","16550","16550","16550","0","0","0","16550","16550","16550","0","0","0","16550","16550","16550","0","0","0","5500","5500","5500","0","0","0","5500","5500","5500","0","0","0","5500","5500","5500","0.08","0.08","0.08","5500","5500","5500","0","0","0","5500","5500","5500","0.04","0.04","0.04"
"332000","16575","16575","16575","0","0","0","16575","16575","16575","0","0","0","16575","16575","16575","0","0","0","16575","16575","16575","0","0","0","16575","16575","16575","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332500","16600","16600","16600","0","0","0","16600","16600","16600","0","0","0","16600","16600","16600","0","0","0","16600","16600","16600","0","0","0","16600","16600","16600","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"333000","16625","16625","16625","0","0","0","16625","16625","16625","0","0","0","16625","16625","16625","0","0","0","16625","16625","16625","0","0","0","16625","16625","16625","0","0","0","5525","5525","5525","0.08","0.08","0.08","5525","5525","5525","0","0","0","5525","5525","5525","0","0","0","5525","5525","5525","0","0","0","5525","5525","5525","0","0","0"
"333500","16650","16650","16650","0","0","0","16650","16650","16650","0","0","0","16650","16650","16650","0","0","0","16650","16650","16650","0","0","0","16650","16650","16650","0.12","0.12","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"334000","16675","16675","16675","0","0","0","16675","16675","16675","0","0","0","16675","16675","16675","0","0","0","16675","16675","16675","0","0","0","16675","16675","16675","0.12","0.12","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"334500","16700","16700","16700","0","0","0","16700","16700","16700","0","0","0","16700","16700","16700","0","0","0","16700","16700","16700","0","0","0","16700","16700","16700","0.04","0.04","0.04","5550","5550","5550","0","0","0","5550","5550","5550","0","0","0","5550","5550","5550","0","0","0","5550","5550","5550","0","0","0","5550","5550","5550","0","0","0"
"335000","16725","16725","16725","0","0","0","16725","16725","16725","0","0","0","16725","16725","16725","0","0","0","16725","16725","16725","0","0","0","16725","16725","16725","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335500","16750","16750","16750","0","0","0","16750","16750","16750","0","0","0","16750","16750","16750","0","0","0","16750","16750","16750","0","0","0","16750","16750","16750","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"336000","16775","16775","16775","0","0","0","16775","16775","16775","0","0","0","16775","16775","16775","0","0","0","16775","16775","16775","0","0","0","16775","16775","16775","0","0","0","5575","5575","5575","0","0","0","5575","5575","5575","0","0","0","5575","5575","5575","0","0","0","5575","5575","5575","0.04","0.04","0.04","5575","5575","5575","0","0","0"
"336500","16800","16800","16800","0","0","0","16800","16800","16800","0","0","0","16800","16800","16800","0","0","0","16800","16800","16800","0","0","0","16800","16800","16800","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337000","16825","16825","16825","0","0","0","16825","16825","16825","0","0","0","16825","16825","16825","0","0","0","16825","16825","16825","0","0","0","16825","16825","16825","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337500","16850","16850","16850","0","0","0","16850","16850","16850","0","0","0","16850","16850","16850","0","0","0","16850","16850","16850","0","0","0","16850","16850","16850","0","0","0","5600","5600","5600","0","0","0","5600","5600","5600","0","0","0","5600","5600","5600","0","0","0","5600","5600","5600","0","0","0","5600","5600","5600","0","0","0"
"338000","16875","16875","16875","0","0","0","16875","16875","16875","0","0","0","16875","16875","16875","0","0","0","16875","16875","16875","0","0","0","16875","16875","16875","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338500","16900","16900","16900","0","0","0","16900","16900","16900","0","0","0","16900","16900","16900","0","0","0","16900","16900","16900","0","0","0","16900","16900","16900","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339000","16925","16925","16925","0","0","0","16925","16925","16925","0","0","0","16925","16925","16925","0","0","0","16925","16925","16925","0","0","0","16925","16925","16925","0","0","0","5625","5625","5625","0","0","0","5625","5625","5625","0","0","0","5625","5625","5625","0","0","0","5625","5625","5625","0","0","0","5625","5625","5625","0","0","0"
"339500","16950","16950","16950","0","0","0","16950","16950","16950","0","0","0","16950","16950","16950","0","0","0","16950","16950","16950","0","0","0","16950","16950","16950","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340000","16975","16975","16975","0","0","0","16975","16975","16975","0","0","0","16975","16975","16975","0","0","0","16975","16975","16975","0","0","0","16975","16975","16975","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340500","17000","17000","17000","0","0","0","17000","17000","17000","0","0","0","17000","17000","17000","0","0","0","17000","17000","17000","0","0","0","17000","17000","17000","0","0","0","5650","5650","5650","0","0","0","5650","5650","5650","0","0","0","5650","5650","5650","0","0","0","5650","5650","5650","0.04","0.04","0.04","5650","5650","5650","0","0","0"
"341000","17025","17025","17025","0","0","0","17025","17025","17025","0","0","0","17025","17025","17025","0","0","0","17025","17025","17025","0","0","0","17025","17025","17025","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341500","17050","17050","17050","0","0","0","17050","17050","17050","0","0","0","17050","17050","17050","0","0","0","17050","17050","17050","0","0","0","17050","17050","17050","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342000","17075","17075","17075","0","0","0","17075","17075","17075","0","0","0","17075","17075","17075","0","0","0","17075","17075","17075","0","0","0","17075","17075","17075","0","0","0","5675","5675","5675","0","0","0","5675","5675","5675","0","0","0","5675","5675","5675","0","0","0","5675","5675","5675","0","0","0","5675","5675","5675","0","0","0"
"342500","17100","17100","17100","0","0","0","17100","17100","17100","0","0","0","17100","17100","17100","0","0","0","17100","17100","17100","0","0","0","17100","17100","17100","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"343000","17125","17125","17125","0","0","0","17125","17125","17125","0","0","0","17125","17125","17125","0","0","0","17125","17125","17125","0","0","0","17125","17125","17125","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"343500","17150","17150","17150","0","0","0","17150","17150","17150","0","0","0","17150","17150","17150","0","0","0","17150","17150","17150","0","0","0","17150","17150","17150","0","0","0","5700","5700","5700","0","0","0","5700","5700","5700","0","0","0","5700","5700","5700","0","0","0","5700","5700","5700","0","0","0","5700","5700","5700","0","0","0"
"344000","17175","17175","17175","0","0","0","17175","17175","17175","0","0","0","17175","17175","17175","0","0","0","17175","17175","17175","0","0","0","17175","17175","17175","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344500","17200","17200","17200","0","0","0","17200","17200","17200","0","0","0","17200","17200","17200","0","0","0","17200","17200","17200","0","0","0","17200","17200","17200","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345000","17225","17225","17225","0","0","0","17225","17225","17225","0","0","0","17225","17225","17225","0","0","0","17225","17225","17225","0","0","0","17225","17225","17225","0","0","0","5725","5725","5725","0","0","0","5725","5725","5725","0","0","0","5725","5725","5725","0","0","0","5725","5725","5725","0","0","0","5725","5725","5725","0","0","0"
"345500","17250","17250","17250","0","0","0","17250","17250","17250","0","0","0","17250","17250","17250","0","0","0","17250","17250","17250","0","0","0","17250","17250","17250","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"346000","17275","17275","17275","0","0","0","17275","17275","17275","0","0","0","17275","17275","17275","0","0","0","17275","17275","17275","0","0","0","17275","17275","17275","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"346500","17300","17300","17300","0","0","0","17300","17300","17300","0","0","0","17300","17300","17300","0","0","0","17300","17300","17300","0","0","0","17300","17300","17300","0","0","0","5750","5750","5750","0","0","0","5750","5750","5750","0","0","0","5750","5750","5750","0","0","0","5750","5750","5750","0","0","0","5750","5750","5750","0","0","0"
"347000","17325","17325","17325","0","0","0","17325","17325","17325","0","0","0","17325","17325","17325","0","0","0","17325","17325","17325","0","0","0","17325","17325","17325","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"347500","17350","17350","17350","0","0","0","17350","17350","17350","0","0","0","17350","17350","17350","0","0","0","17350","17350","17350","0","0","0","17350","17350","17350","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"348000","17375","17375","17375","0","0","0","17375","17375","17375","0","0","0","17375","17375","17375","0","0","0","17375","17375","17375","0.04","0.04","0.04","17375","17375","17375","0","0","0","5775","5775","5775","0","0","0","5775","5775","5775","0","0","0","5775","5775","5775","0","0","0","5775","5775","5775","0","0","0","5775","5775","5775","0.08","0.08","0.08"
