"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - episode_waypoints_percent_mean","silvery-sweep-6 - episode_waypoints_percent_mean__MIN","silvery-sweep-6 - episode_waypoints_percent_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - episode_waypoints_percent_mean","jumping-sweep-5 - episode_waypoints_percent_mean__MIN","jumping-sweep-5 - episode_waypoints_percent_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - episode_waypoints_percent_mean","zany-sweep-4 - episode_waypoints_percent_mean__MIN","zany-sweep-4 - episode_waypoints_percent_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - episode_waypoints_percent_mean","visionary-sweep-3 - episode_waypoints_percent_mean__MIN","visionary-sweep-3 - episode_waypoints_percent_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - episode_waypoints_percent_mean","wandering-sweep-2 - episode_waypoints_percent_mean__MIN","wandering-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - episode_waypoints_percent_mean","eager-sweep-5 - episode_waypoints_percent_mean__MIN","eager-sweep-5 - episode_waypoints_percent_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - episode_waypoints_percent_mean","wild-sweep-3 - episode_waypoints_percent_mean__MIN","wild-sweep-3 - episode_waypoints_percent_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - episode_waypoints_percent_mean","blooming-sweep-4 - episode_waypoints_percent_mean__MIN","blooming-sweep-4 - episode_waypoints_percent_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - episode_waypoints_percent_mean","worldly-sweep-2 - episode_waypoints_percent_mean__MIN","worldly-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - episode_waypoints_percent_mean","eager-sweep-1 - episode_waypoints_percent_mean__MIN","eager-sweep-1 - episode_waypoints_percent_mean__MAX"
"321000","16025","16025","16025","0.8981818181818183","0.8981818181818183","0.8981818181818183","16025","16025","16025","0.9090909090909091","0.9090909090909091","0.9090909090909091","16025","16025","16025","0.9090909090909091","0.9090909090909091","0.9090909090909091","16025","16025","16025","0.9090909090909091","0.9090909090909091","0.9090909090909091","16025","16025","16025","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"321500","16050","16050","16050","0.8981818181818183","0.8981818181818183","0.8981818181818183","16050","16050","16050","0.9090909090909091","0.9090909090909091","0.9090909090909091","16050","16050","16050","0.9090909090909091","0.9090909090909091","0.9090909090909091","16050","16050","16050","0.9090909090909091","0.9090909090909091","0.9090909090909091","16050","16050","16050","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322000","16075","16075","16075","0.8981818181818183","0.8981818181818183","0.8981818181818183","16075","16075","16075","0.9090909090909091","0.9090909090909091","0.9090909090909091","16075","16075","16075","0.9090909090909091","0.9090909090909091","0.9090909090909091","16075","16075","16075","0.9090909090909091","0.9090909090909091","0.9090909090909091","16075","16075","16075","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322500","16100","16100","16100","0.9090909090909091","0.9090909090909091","0.9090909090909091","16100","16100","16100","0.9090909090909091","0.9090909090909091","0.9090909090909091","16100","16100","16100","0.9090909090909091","0.9090909090909091","0.9090909090909091","16100","16100","16100","0.9090909090909091","0.9090909090909091","0.9090909090909091","16100","16100","16100","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"323000","16125","16125","16125","0.9090909090909091","0.9090909090909091","0.9090909090909091","16125","16125","16125","0.9090909090909091","0.9090909090909091","0.9090909090909091","16125","16125","16125","0.9090909090909091","0.9090909090909091","0.9090909090909091","16125","16125","16125","0.9090909090909091","0.9090909090909091","0.9090909090909091","16125","16125","16125","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"323500","16150","16150","16150","0.9090909090909091","0.9090909090909091","0.9090909090909091","16150","16150","16150","0.9090909090909091","0.9090909090909091","0.9090909090909091","16150","16150","16150","0.9090909090909091","0.9090909090909091","0.9090909090909091","16150","16150","16150","0.9090909090909091","0.9090909090909091","0.9090909090909091","16150","16150","16150","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"324000","16175","16175","16175","0.9090909090909091","0.9090909090909091","0.9090909090909091","16175","16175","16175","0.9090909090909091","0.9090909090909091","0.9090909090909091","16175","16175","16175","0.9090909090909091","0.9090909090909091","0.9090909090909091","16175","16175","16175","0.9090909090909091","0.9090909090909091","0.9090909090909091","16175","16175","16175","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"324500","16200","16200","16200","0.9090909090909091","0.9090909090909091","0.9090909090909091","16200","16200","16200","0.9090909090909091","0.9090909090909091","0.9090909090909091","16200","16200","16200","0.9090909090909091","0.9090909090909091","0.9090909090909091","16200","16200","16200","0.9090909090909091","0.9090909090909091","0.9090909090909091","16200","16200","16200","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325000","16225","16225","16225","0.9090909090909091","0.9090909090909091","0.9090909090909091","16225","16225","16225","0.9090909090909091","0.9090909090909091","0.9090909090909091","16225","16225","16225","0.9090909090909091","0.9090909090909091","0.9090909090909091","16225","16225","16225","0.9090909090909091","0.9090909090909091","0.9090909090909091","16225","16225","16225","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325500","16250","16250","16250","0.9090909090909091","0.9090909090909091","0.9090909090909091","16250","16250","16250","0.9090909090909091","0.9090909090909091","0.9090909090909091","16250","16250","16250","0.9090909090909091","0.9090909090909091","0.9090909090909091","16250","16250","16250","0.9090909090909091","0.9090909090909091","0.9090909090909091","16250","16250","16250","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.8981818181818183","0.8981818181818183","0.8981818181818183","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"326000","16275","16275","16275","0.8981818181818183","0.8981818181818183","0.8981818181818183","16275","16275","16275","0.9090909090909091","0.9090909090909091","0.9090909090909091","16275","16275","16275","0.9090909090909091","0.9090909090909091","0.9090909090909091","16275","16275","16275","0.9090909090909091","0.9090909090909091","0.9090909090909091","16275","16275","16275","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326500","16300","16300","16300","0.8981818181818183","0.8981818181818183","0.8981818181818183","16300","16300","16300","0.9090909090909091","0.9090909090909091","0.9090909090909091","16300","16300","16300","0.9090909090909091","0.9090909090909091","0.9090909090909091","16300","16300","16300","0.9090909090909091","0.9090909090909091","0.9090909090909091","16300","16300","16300","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"327000","16325","16325","16325","0.9090909090909091","0.9090909090909091","0.9090909090909091","16325","16325","16325","0.9090909090909091","0.9090909090909091","0.9090909090909091","16325","16325","16325","0.9090909090909091","0.9090909090909091","0.9090909090909091","16325","16325","16325","0.9090909090909091","0.9090909090909091","0.9090909090909091","16325","16325","16325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.8981818181818183","0.8981818181818183","0.8981818181818183","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"327500","16350","16350","16350","0.9090909090909091","0.9090909090909091","0.9090909090909091","16350","16350","16350","0.9090909090909091","0.9090909090909091","0.9090909090909091","16350","16350","16350","0.9090909090909091","0.9090909090909091","0.9090909090909091","16350","16350","16350","0.9090909090909091","0.9090909090909091","0.9090909090909091","16350","16350","16350","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328000","16375","16375","16375","0.9090909090909091","0.9090909090909091","0.9090909090909091","16375","16375","16375","0.9090909090909091","0.9090909090909091","0.9090909090909091","16375","16375","16375","0.9090909090909091","0.9090909090909091","0.9090909090909091","16375","16375","16375","0.9090909090909091","0.9090909090909091","0.9090909090909091","16375","16375","16375","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328500","16400","16400","16400","0.9090909090909091","0.9090909090909091","0.9090909090909091","16400","16400","16400","0.9090909090909091","0.9090909090909091","0.9090909090909091","16400","16400","16400","0.9090909090909091","0.9090909090909091","0.9090909090909091","16400","16400","16400","0.9090909090909091","0.9090909090909091","0.9090909090909091","16400","16400","16400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"329000","16425","16425","16425","0.9090909090909091","0.9090909090909091","0.9090909090909091","16425","16425","16425","0.9090909090909091","0.9090909090909091","0.9090909090909091","16425","16425","16425","0.9090909090909091","0.9090909090909091","0.9090909090909091","16425","16425","16425","0.9090909090909091","0.9090909090909091","0.9090909090909091","16425","16425","16425","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"329500","16450","16450","16450","0.9090909090909091","0.9090909090909091","0.9090909090909091","16450","16450","16450","0.9090909090909091","0.9090909090909091","0.9090909090909091","16450","16450","16450","0.9090909090909091","0.9090909090909091","0.9090909090909091","16450","16450","16450","0.9090909090909091","0.9090909090909091","0.9090909090909091","16450","16450","16450","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330000","16475","16475","16475","0.9090909090909091","0.9090909090909091","0.9090909090909091","16475","16475","16475","0.9090909090909091","0.9090909090909091","0.9090909090909091","16475","16475","16475","0.9090909090909091","0.9090909090909091","0.9090909090909091","16475","16475","16475","0.9090909090909091","0.9090909090909091","0.9090909090909091","16475","16475","16475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"330500","16500","16500","16500","0.9090909090909091","0.9090909090909091","0.9090909090909091","16500","16500","16500","0.9090909090909091","0.9090909090909091","0.9090909090909091","16500","16500","16500","0.9090909090909091","0.9090909090909091","0.9090909090909091","16500","16500","16500","0.9090909090909091","0.9090909090909091","0.9090909090909091","16500","16500","16500","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331000","16525","16525","16525","0.9090909090909091","0.9090909090909091","0.9090909090909091","16525","16525","16525","0.9090909090909091","0.9090909090909091","0.9090909090909091","16525","16525","16525","0.9090909090909091","0.9090909090909091","0.9090909090909091","16525","16525","16525","0.9090909090909091","0.9090909090909091","0.9090909090909091","16525","16525","16525","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331500","16550","16550","16550","0.9090909090909091","0.9090909090909091","0.9090909090909091","16550","16550","16550","0.9090909090909091","0.9090909090909091","0.9090909090909091","16550","16550","16550","0.9090909090909091","0.9090909090909091","0.9090909090909091","16550","16550","16550","0.9090909090909091","0.9090909090909091","0.9090909090909091","16550","16550","16550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5500","5500","5500","0.9090909090909091","0.9090909090909091","0.9090909090909091","5500","5500","5500","0.9090909090909091","0.9090909090909091","0.9090909090909091","5500","5500","5500","0.8872727272727273","0.8872727272727273","0.8872727272727273","5500","5500","5500","0.9090909090909091","0.9090909090909091","0.9090909090909091","5500","5500","5500","0.8981818181818183","0.8981818181818183","0.8981818181818183"
"332000","16575","16575","16575","0.9090909090909091","0.9090909090909091","0.9090909090909091","16575","16575","16575","0.9090909090909091","0.9090909090909091","0.9090909090909091","16575","16575","16575","0.9090909090909091","0.9090909090909091","0.9090909090909091","16575","16575","16575","0.9090909090909091","0.9090909090909091","0.9090909090909091","16575","16575","16575","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332500","16600","16600","16600","0.9090909090909091","0.9090909090909091","0.9090909090909091","16600","16600","16600","0.9090909090909091","0.9090909090909091","0.9090909090909091","16600","16600","16600","0.9090909090909091","0.9090909090909091","0.9090909090909091","16600","16600","16600","0.9090909090909091","0.9090909090909091","0.9090909090909091","16600","16600","16600","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"333000","16625","16625","16625","0.9090909090909091","0.9090909090909091","0.9090909090909091","16625","16625","16625","0.9090909090909091","0.9090909090909091","0.9090909090909091","16625","16625","16625","0.9090909090909091","0.9090909090909091","0.9090909090909091","16625","16625","16625","0.9090909090909091","0.9090909090909091","0.9090909090909091","16625","16625","16625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.8872727272727273","0.8872727272727273","0.8872727272727273","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"333500","16650","16650","16650","0.9090909090909091","0.9090909090909091","0.9090909090909091","16650","16650","16650","0.9090909090909091","0.9090909090909091","0.9090909090909091","16650","16650","16650","0.9090909090909091","0.9090909090909091","0.9090909090909091","16650","16650","16650","0.9090909090909091","0.9090909090909091","0.9090909090909091","16650","16650","16650","0.8763636363636365","0.8763636363636365","0.8763636363636365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"334000","16675","16675","16675","0.9090909090909091","0.9090909090909091","0.9090909090909091","16675","16675","16675","0.9090909090909091","0.9090909090909091","0.9090909090909091","16675","16675","16675","0.9090909090909091","0.9090909090909091","0.9090909090909091","16675","16675","16675","0.9090909090909091","0.9090909090909091","0.9090909090909091","16675","16675","16675","0.8763636363636365","0.8763636363636365","0.8763636363636365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"334500","16700","16700","16700","0.9090909090909091","0.9090909090909091","0.9090909090909091","16700","16700","16700","0.9090909090909091","0.9090909090909091","0.9090909090909091","16700","16700","16700","0.9090909090909091","0.9090909090909091","0.9090909090909091","16700","16700","16700","0.9090909090909091","0.9090909090909091","0.9090909090909091","16700","16700","16700","0.8981818181818183","0.8981818181818183","0.8981818181818183","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"335000","16725","16725","16725","0.9090909090909091","0.9090909090909091","0.9090909090909091","16725","16725","16725","0.9090909090909091","0.9090909090909091","0.9090909090909091","16725","16725","16725","0.9090909090909091","0.9090909090909091","0.9090909090909091","16725","16725","16725","0.9090909090909091","0.9090909090909091","0.9090909090909091","16725","16725","16725","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335500","16750","16750","16750","0.9090909090909091","0.9090909090909091","0.9090909090909091","16750","16750","16750","0.9090909090909091","0.9090909090909091","0.9090909090909091","16750","16750","16750","0.9090909090909091","0.9090909090909091","0.9090909090909091","16750","16750","16750","0.9090909090909091","0.9090909090909091","0.9090909090909091","16750","16750","16750","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"336000","16775","16775","16775","0.9090909090909091","0.9090909090909091","0.9090909090909091","16775","16775","16775","0.9090909090909091","0.9090909090909091","0.9090909090909091","16775","16775","16775","0.9090909090909091","0.9090909090909091","0.9090909090909091","16775","16775","16775","0.9090909090909091","0.9090909090909091","0.9090909090909091","16775","16775","16775","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.8981818181818183","0.8981818181818183","0.8981818181818183","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"336500","16800","16800","16800","0.9090909090909091","0.9090909090909091","0.9090909090909091","16800","16800","16800","0.9090909090909091","0.9090909090909091","0.9090909090909091","16800","16800","16800","0.9090909090909091","0.9090909090909091","0.9090909090909091","16800","16800","16800","0.9090909090909091","0.9090909090909091","0.9090909090909091","16800","16800","16800","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337000","16825","16825","16825","0.9090909090909091","0.9090909090909091","0.9090909090909091","16825","16825","16825","0.9090909090909091","0.9090909090909091","0.9090909090909091","16825","16825","16825","0.9090909090909091","0.9090909090909091","0.9090909090909091","16825","16825","16825","0.9090909090909091","0.9090909090909091","0.9090909090909091","16825","16825","16825","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337500","16850","16850","16850","0.9090909090909091","0.9090909090909091","0.9090909090909091","16850","16850","16850","0.9090909090909091","0.9090909090909091","0.9090909090909091","16850","16850","16850","0.9090909090909091","0.9090909090909091","0.9090909090909091","16850","16850","16850","0.9090909090909091","0.9090909090909091","0.9090909090909091","16850","16850","16850","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"338000","16875","16875","16875","0.9090909090909091","0.9090909090909091","0.9090909090909091","16875","16875","16875","0.9090909090909091","0.9090909090909091","0.9090909090909091","16875","16875","16875","0.9090909090909091","0.9090909090909091","0.9090909090909091","16875","16875","16875","0.9090909090909091","0.9090909090909091","0.9090909090909091","16875","16875","16875","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338500","16900","16900","16900","0.9090909090909091","0.9090909090909091","0.9090909090909091","16900","16900","16900","0.9090909090909091","0.9090909090909091","0.9090909090909091","16900","16900","16900","0.9090909090909091","0.9090909090909091","0.9090909090909091","16900","16900","16900","0.9090909090909091","0.9090909090909091","0.9090909090909091","16900","16900","16900","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339000","16925","16925","16925","0.9090909090909091","0.9090909090909091","0.9090909090909091","16925","16925","16925","0.9090909090909091","0.9090909090909091","0.9090909090909091","16925","16925","16925","0.9090909090909091","0.9090909090909091","0.9090909090909091","16925","16925","16925","0.9090909090909091","0.9090909090909091","0.9090909090909091","16925","16925","16925","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"339500","16950","16950","16950","0.9090909090909091","0.9090909090909091","0.9090909090909091","16950","16950","16950","0.9090909090909091","0.9090909090909091","0.9090909090909091","16950","16950","16950","0.9090909090909091","0.9090909090909091","0.9090909090909091","16950","16950","16950","0.9090909090909091","0.9090909090909091","0.9090909090909091","16950","16950","16950","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340000","16975","16975","16975","0.9090909090909091","0.9090909090909091","0.9090909090909091","16975","16975","16975","0.9090909090909091","0.9090909090909091","0.9090909090909091","16975","16975","16975","0.9090909090909091","0.9090909090909091","0.9090909090909091","16975","16975","16975","0.9090909090909091","0.9090909090909091","0.9090909090909091","16975","16975","16975","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340500","17000","17000","17000","0.9090909090909091","0.9090909090909091","0.9090909090909091","17000","17000","17000","0.9090909090909091","0.9090909090909091","0.9090909090909091","17000","17000","17000","0.9090909090909091","0.9090909090909091","0.9090909090909091","17000","17000","17000","0.9090909090909091","0.9090909090909091","0.9090909090909091","17000","17000","17000","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9018181818181817","0.9018181818181817","0.9018181818181817","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"341000","17025","17025","17025","0.9090909090909091","0.9090909090909091","0.9090909090909091","17025","17025","17025","0.9090909090909091","0.9090909090909091","0.9090909090909091","17025","17025","17025","0.9090909090909091","0.9090909090909091","0.9090909090909091","17025","17025","17025","0.9090909090909091","0.9090909090909091","0.9090909090909091","17025","17025","17025","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341500","17050","17050","17050","0.9090909090909091","0.9090909090909091","0.9090909090909091","17050","17050","17050","0.9090909090909091","0.9090909090909091","0.9090909090909091","17050","17050","17050","0.9090909090909091","0.9090909090909091","0.9090909090909091","17050","17050","17050","0.9090909090909091","0.9090909090909091","0.9090909090909091","17050","17050","17050","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342000","17075","17075","17075","0.9090909090909091","0.9090909090909091","0.9090909090909091","17075","17075","17075","0.9090909090909091","0.9090909090909091","0.9090909090909091","17075","17075","17075","0.9090909090909091","0.9090909090909091","0.9090909090909091","17075","17075","17075","0.9090909090909091","0.9090909090909091","0.9090909090909091","17075","17075","17075","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"342500","17100","17100","17100","0.9090909090909091","0.9090909090909091","0.9090909090909091","17100","17100","17100","0.9090909090909091","0.9090909090909091","0.9090909090909091","17100","17100","17100","0.9090909090909091","0.9090909090909091","0.9090909090909091","17100","17100","17100","0.9090909090909091","0.9090909090909091","0.9090909090909091","17100","17100","17100","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"343000","17125","17125","17125","0.9090909090909091","0.9090909090909091","0.9090909090909091","17125","17125","17125","0.9090909090909091","0.9090909090909091","0.9090909090909091","17125","17125","17125","0.9090909090909091","0.9090909090909091","0.9090909090909091","17125","17125","17125","0.9090909090909091","0.9090909090909091","0.9090909090909091","17125","17125","17125","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"343500","17150","17150","17150","0.9090909090909091","0.9090909090909091","0.9090909090909091","17150","17150","17150","0.9090909090909091","0.9090909090909091","0.9090909090909091","17150","17150","17150","0.8981818181818183","0.8981818181818183","0.8981818181818183","17150","17150","17150","0.9090909090909091","0.9090909090909091","0.9090909090909091","17150","17150","17150","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"344000","17175","17175","17175","0.9090909090909091","0.9090909090909091","0.9090909090909091","17175","17175","17175","0.9090909090909091","0.9090909090909091","0.9090909090909091","17175","17175","17175","0.8981818181818183","0.8981818181818183","0.8981818181818183","17175","17175","17175","0.9090909090909091","0.9090909090909091","0.9090909090909091","17175","17175","17175","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
